Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
1144,34,0,Travel_Rarely,1351,Research & Development,1.0,4,Life Sciences,1580.0,2.0,Male,45.0,3.0,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,2
1145,26,0,Travel_Rarely,474,Research & Development,3.0,3,Life Sciences,1581.0,1.0,Female,89.0,3.0,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,0
1146,38,0,Travel_Rarely,1245,Sales,14.0,3,Life Sciences,1582.0,3.0,Male,80.0,3.0,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,7
1147,38,0,Travel_Rarely,437,Sales,16.0,3,Life Sciences,1583.0,2.0,Female,90.0,3.0,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,1
1148,36,0,Travel_Rarely,884,Sales,1.0,4,Life Sciences,1585.0,2.0,Female,73.0,3.0,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,0
1149,29,0,Travel_Rarely,1370,Research & Development,3.0,1,Medical,1586.0,2.0,Male,87.0,3.0,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,1
1150,35,0,Travel_Rarely,670,Research & Development,10.0,4,Medical,1587.0,1.0,Female,51.0,3.0,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,0
1151,39,0,Travel_Rarely,1462,Sales,6.0,3,Medical,1588.0,4.0,Male,38.0,4.0,3,Sales Executive,3,Married,8237,4658,2,Y,No,11,7
1152,29,0,Travel_Frequently,995,Research & Development,2.0,1,Life Sciences,1590.0,1.0,Male,87.0,3.0,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,1
1153,50,0,Travel_Rarely,264,Sales,9.0,3,Marketing,1591.0,3.0,Male,59.0,3.0,5,Manager,3,Married,19331,19519,4,Y,Yes,16,0
1154,23,0,Travel_Rarely,977,Research & Development,10.0,3,Technical Degree,1592.0,4.0,Male,45.0,4.0,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,2
1155,36,0,Travel_Frequently,1302,Research & Development,6.0,4,Life Sciences,1594.0,1.0,Male,80.0,4.0,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,0
1156,42,0,Travel_Rarely,1059,Research & Development,9.0,2,Other,1595.0,4.0,Male,93.0,2.0,5,Manager,4,Single,19613,26362,8,Y,No,22,0
1157,35,0,Travel_Rarely,750,Research & Development,28.0,3,Life Sciences,1596.0,2.0,Male,46.0,4.0,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,6
1158,34,0,Travel_Frequently,653,Research & Development,10.0,4,Technical Degree,1597.0,4.0,Male,92.0,2.0,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,7
1159,40,0,Travel_Rarely,118,Sales,14.0,2,Life Sciences,1598.0,4.0,Female,84.0,3.0,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,1
1160,43,0,Travel_Rarely,990,Research & Development,27.0,3,Technical Degree,1599.0,4.0,Male,87.0,4.0,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,0
1161,35,0,Travel_Rarely,1349,Research & Development,7.0,2,Life Sciences,1601.0,3.0,Male,63.0,2.0,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,0
1162,46,0,Travel_Rarely,563,Sales,1.0,4,Life Sciences,1602.0,4.0,Male,56.0,4.0,4,Manager,1,Single,17567,3156,1,Y,No,15,0
1163,28,1,Travel_Rarely,329,Research & Development,24.0,3,Medical,1604.0,3.0,Male,51.0,3.0,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,0
1164,22,0,Non-Travel,457,Research & Development,26.0,2,Other,1605.0,2.0,Female,85.0,2.0,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,1
1165,50,0,Travel_Frequently,1234,Research & Development,20.0,5,Medical,1606.0,2.0,Male,41.0,3.0,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,12
1166,32,0,Travel_Rarely,634,Research & Development,5.0,4,Other,1607.0,2.0,Female,35.0,4.0,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,0
1167,44,0,Travel_Rarely,1313,Research & Development,7.0,3,Medical,1608.0,2.0,Female,31.0,3.0,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,1
1168,30,0,Travel_Rarely,241,Research & Development,7.0,3,Medical,1609.0,2.0,Male,48.0,2.0,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,1
1169,45,0,Travel_Rarely,1015,Research & Development,5.0,5,Medical,1611.0,3.0,Female,50.0,1.0,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,1
1170,45,0,Non-Travel,336,Sales,26.0,3,Marketing,1612.0,1.0,Male,52.0,2.0,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,4
1171,31,0,Travel_Frequently,715,Sales,2.0,4,Other,1613.0,4.0,Male,54.0,3.0,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,0
1172,36,0,Travel_Rarely,559,Research & Development,12.0,4,Life Sciences,1614.0,3.0,Female,76.0,3.0,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,1
1173,34,0,Travel_Frequently,426,Research & Development,10.0,4,Life Sciences,1615.0,3.0,Male,42.0,4.0,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,7
1174,49,0,Travel_Rarely,722,Research & Development,25.0,4,Life Sciences,1617.0,3.0,Female,84.0,3.0,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,1
1175,39,0,Travel_Rarely,1387,Research & Development,10.0,5,Medical,1618.0,2.0,Male,76.0,3.0,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,7
1176,27,0,Travel_Rarely,1302,Research & Development,19.0,3,Other,1619.0,4.0,Male,67.0,2.0,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,0
1177,35,0,Travel_Rarely,819,Research & Development,18.0,5,Life Sciences,1621.0,2.0,Male,48.0,4.0,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,1
1178,28,0,Travel_Rarely,580,Research & Development,27.0,3,Medical,1622.0,2.0,Female,39.0,1.0,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,0
1179,21,0,Travel_Rarely,546,Research & Development,5.0,1,Medical,1623.0,3.0,Male,97.0,3.0,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,2
1180,18,1,Travel_Frequently,544,Sales,3.0,2,Medical,1624.0,2.0,Female,70.0,3.0,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,0
1181,47,0,Travel_Rarely,1176,Human Resources,26.0,4,Life Sciences,1625.0,4.0,Female,98.0,3.0,5,Manager,3,Married,19658,5220,3,Y,No,11,1
1182,39,0,Travel_Rarely,170,Research & Development,3.0,2,Medical,1627.0,3.0,Male,76.0,2.0,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,0
1183,40,0,Travel_Rarely,884,Research & Development,15.0,3,Life Sciences,1628.0,1.0,Female,80.0,2.0,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,14
1184,35,0,Non-Travel,208,Research & Development,8.0,4,Life Sciences,1630.0,3.0,Female,52.0,3.0,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,2
1185,37,0,Travel_Rarely,671,Research & Development,19.0,3,Life Sciences,1631.0,3.0,Male,85.0,3.0,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,0
1186,39,0,Travel_Frequently,711,Research & Development,4.0,3,Medical,1633.0,1.0,Female,81.0,3.0,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3
1187,45,0,Travel_Rarely,1329,Research & Development,2.0,2,Other,1635.0,4.0,Female,59.0,2.0,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3
1188,38,0,Travel_Rarely,397,Research & Development,2.0,2,Medical,1638.0,4.0,Female,54.0,2.0,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,0
1189,35,1,Travel_Rarely,737,Sales,10.0,3,Medical,1639.0,4.0,Male,55.0,2.0,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,6
1190,37,0,Travel_Rarely,1470,Research & Development,10.0,3,Medical,1640.0,2.0,Female,71.0,3.0,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,7
1191,40,0,Travel_Rarely,448,Research & Development,16.0,3,Life Sciences,1641.0,3.0,Female,84.0,3.0,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3
1192,44,0,Travel_Frequently,602,Human Resources,1.0,5,Human Resources,1642.0,1.0,Male,37.0,3.0,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,0
1193,48,0,Travel_Frequently,365,Research & Development,4.0,5,Medical,1644.0,3.0,Male,89.0,2.0,4,Manager,4,Married,15202,5602,2,Y,No,25,2
1194,35,1,Travel_Rarely,763,Sales,15.0,2,Medical,1645.0,1.0,Male,59.0,1.0,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,2
1195,24,0,Travel_Frequently,567,Research & Development,2.0,1,Technical Degree,1646.0,1.0,Female,32.0,3.0,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,1
1196,27,0,Travel_Rarely,486,Research & Development,8.0,3,Medical,1647.0,2.0,Female,86.0,4.0,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,0
1197,27,0,Travel_Frequently,591,Research & Development,2.0,3,Medical,1648.0,4.0,Male,87.0,3.0,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,1
1198,40,1,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,1649.0,1.0,Male,73.0,3.0,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,0
1199,29,0,Travel_Rarely,469,Sales,10.0,3,Medical,1650.0,3.0,Male,42.0,2.0,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,1
1200,36,0,Travel_Rarely,711,Research & Development,5.0,4,Life Sciences,1651.0,2.0,Female,42.0,3.0,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,0
1201,25,0,Travel_Frequently,772,Research & Development,2.0,1,Life Sciences,1653.0,4.0,Male,77.0,4.0,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,0
1202,39,0,Travel_Rarely,492,Research & Development,12.0,3,Medical,1654.0,4.0,Male,66.0,3.0,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,1
1203,49,0,Travel_Rarely,301,Research & Development,22.0,4,Other,1655.0,1.0,Female,72.0,3.0,4,Research Director,2,Married,16413,3498,3,Y,No,16,1
1204,50,0,Travel_Rarely,813,Research & Development,17.0,5,Life Sciences,1656.0,4.0,Female,50.0,2.0,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,1
1205,20,0,Travel_Rarely,1141,Sales,2.0,3,Medical,1657.0,3.0,Female,31.0,3.0,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,2
1206,34,0,Travel_Rarely,1130,Research & Development,3.0,3,Life Sciences,1658.0,4.0,Female,66.0,3.0,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,7
1207,36,0,Travel_Rarely,311,Research & Development,7.0,3,Life Sciences,1659.0,1.0,Male,77.0,3.0,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,1
1208,49,0,Travel_Rarely,465,Research & Development,6.0,1,Life Sciences,1661.0,3.0,Female,41.0,2.0,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,2
1209,36,0,Non-Travel,894,Research & Development,1.0,4,Medical,1662.0,4.0,Female,33.0,2.0,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,1
1210,36,0,Travel_Rarely,1040,Research & Development,3.0,2,Life Sciences,1664.0,4.0,Male,79.0,4.0,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,0
1211,54,0,Travel_Rarely,584,Research & Development,22.0,5,Medical,1665.0,2.0,Female,91.0,3.0,4,Manager,3,Married,17426,18685,3,Y,No,25,4
1212,43,0,Travel_Rarely,1291,Research & Development,15.0,2,Life Sciences,1666.0,3.0,Male,65.0,2.0,4,Research Director,3,Married,17603,3525,1,Y,No,24,6
1213,35,1,Travel_Frequently,880,Sales,12.0,4,Other,1667.0,4.0,Male,36.0,3.0,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,6
1214,38,0,Travel_Frequently,1189,Research & Development,1.0,3,Life Sciences,1668.0,4.0,Male,90.0,3.0,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,2
1215,29,0,Travel_Rarely,991,Sales,5.0,3,Medical,1669.0,1.0,Male,43.0,2.0,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,0
1216,33,0,Travel_Rarely,392,Sales,2.0,4,Medical,1670.0,4.0,Male,93.0,3.0,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,0
1217,32,0,Travel_Rarely,977,Research & Development,2.0,3,Medical,1671.0,4.0,Male,45.0,3.0,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,1
1218,31,0,Travel_Rarely,1112,Sales,5.0,4,Life Sciences,1673.0,1.0,Female,67.0,3.0,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,0
1219,49,0,Travel_Rarely,464,Research & Development,16.0,3,Medical,1674.0,4.0,Female,74.0,3.0,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,2
1220,38,0,Travel_Frequently,148,Research & Development,2.0,3,Medical,1675.0,4.0,Female,42.0,2.0,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,3
1221,47,0,Travel_Rarely,1225,Sales,2.0,4,Life Sciences,1676.0,2.0,Female,47.0,4.0,4,Manager,2,Divorced,15972,21086,6,Y,No,14,1
1222,49,0,Travel_Rarely,809,Research & Development,1.0,3,Life Sciences,1677.0,3.0,Male,36.0,3.0,4,Manager,3,Single,15379,22384,4,Y,No,14,0
1223,41,0,Travel_Rarely,1206,Sales,23.0,2,Life Sciences,1678.0,4.0,Male,80.0,3.0,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,0
1224,20,0,Travel_Rarely,727,Sales,9.0,1,Life Sciences,1680.0,4.0,Male,54.0,3.0,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,0
1225,33,0,Non-Travel,530,Sales,16.0,3,Life Sciences,1681.0,3.0,Female,36.0,3.0,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,1
1226,36,0,Travel_Rarely,1351,Research & Development,26.0,4,Life Sciences,1682.0,1.0,Male,80.0,3.0,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,0
1227,44,0,Travel_Rarely,528,Human Resources,1.0,3,Life Sciences,1683.0,3.0,Female,44.0,3.0,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,2
1228,23,1,Travel_Rarely,1320,Research & Development,8.0,1,Medical,1684.0,4.0,Male,93.0,2.0,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,1
1229,38,0,Travel_Rarely,1495,Research & Development,4.0,2,Medical,1687.0,4.0,Female,87.0,3.0,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,0
1230,53,0,Travel_Rarely,1395,Research & Development,24.0,4,Medical,1689.0,2.0,Male,48.0,4.0,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,1
1231,48,1,Travel_Frequently,708,Sales,7.0,2,Medical,1691.0,4.0,Female,95.0,3.0,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,7
1232,32,1,Travel_Rarely,1259,Research & Development,2.0,4,Life Sciences,1692.0,4.0,Male,95.0,3.0,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,0
1233,26,0,Non-Travel,786,Research & Development,7.0,3,Medical,1693.0,4.0,Male,76.0,3.0,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,5
1234,55,0,Travel_Rarely,1441,Research & Development,22.0,3,Technical Degree,1694.0,1.0,Male,94.0,2.0,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,1
1235,34,0,Travel_Rarely,1157,Research & Development,5.0,2,Medical,1696.0,2.0,Male,57.0,2.0,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,4
1236,60,0,Travel_Rarely,370,Research & Development,1.0,4,Medical,1697.0,3.0,Male,92.0,1.0,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,0
1237,33,0,Travel_Rarely,267,Research & Development,21.0,3,Medical,1698.0,2.0,Male,79.0,4.0,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,2
1238,37,0,Travel_Frequently,1278,Sales,1.0,4,Medical,1700.0,3.0,Male,31.0,1.0,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,1
1239,34,0,Travel_Rarely,678,Research & Development,19.0,3,Life Sciences,1701.0,2.0,Female,35.0,2.0,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,8
1240,23,1,Travel_Rarely,427,Sales,7.0,3,Life Sciences,1702.0,3.0,Male,99.0,3.0,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,0
1241,44,0,Travel_Rarely,921,Research & Development,2.0,3,Life Sciences,1703.0,3.0,Female,96.0,4.0,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,6
1242,35,0,Travel_Frequently,146,Research & Development,2.0,4,Medical,1704.0,1.0,Male,79.0,2.0,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,1
1243,43,0,Travel_Rarely,1179,Sales,2.0,3,Medical,1706.0,4.0,Male,73.0,3.0,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,8
1244,24,0,Travel_Rarely,581,Research & Development,9.0,3,Medical,1707.0,3.0,Male,62.0,4.0,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,0
1245,41,0,Travel_Rarely,918,Sales,6.0,3,Marketing,1708.0,4.0,Male,35.0,3.0,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,8
1246,29,0,Travel_Rarely,1082,Research & Development,9.0,4,Medical,1709.0,4.0,Female,43.0,3.0,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,1
1247,29,0,Travel_Rarely,1082,Research & Development,9.0,4,Medical,1709.0,4.0,Female,43.0,3.0,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,1
1248,29,0,Travel_Rarely,1082,Research & Development,9.0,4,Medical,1709.0,4.0,Female,43.0,3.0,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,1
1249,36,0,Travel_Rarely,530,Sales,2.0,4,Life Sciences,1710.0,3.0,Female,51.0,3.0,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,6
1250,45,0,Non-Travel,1238,Research & Development,1.0,1,Life Sciences,1712.0,3.0,Male,74.0,2.0,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,14
1251,24,1,Travel_Rarely,240,Human Resources,22.0,1,Human Resources,1714.0,4.0,Male,58.0,1.0,1,Human Resources,3,Married,1555,11585,1,Y,No,11,0
1252,47,1,Travel_Frequently,1093,Sales,9.0,3,Life Sciences,1716.0,3.0,Male,82.0,1.0,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,14
1253,26,0,Travel_Rarely,390,Research & Development,17.0,4,Medical,1718.0,4.0,Male,62.0,1.0,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,0
1254,45,0,Travel_Rarely,1005,Research & Development,28.0,2,Technical Degree,1719.0,4.0,Female,48.0,2.0,4,Research Director,2,Single,16704,17119,1,Y,No,11,8
1255,32,0,Travel_Frequently,585,Research & Development,10.0,3,Life Sciences,1720.0,1.0,Male,56.0,3.0,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,1
1256,31,0,Travel_Rarely,741,Research & Development,2.0,4,Life Sciences,1721.0,2.0,Male,69.0,3.0,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,0
1257,41,0,Non-Travel,552,Human Resources,4.0,3,Human Resources,1722.0,3.0,Male,60.0,1.0,2,Human Resources,2,Married,6430,20794,6,Y,No,19,1
1258,40,0,Travel_Rarely,369,Research & Development,8.0,2,Life Sciences,1724.0,2.0,Female,92.0,3.0,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,0
1259,24,0,Travel_Rarely,506,Research & Development,29.0,1,Medical,1725.0,2.0,Male,91.0,3.0,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,1
1260,46,0,Travel_Rarely,717,Research & Development,13.0,4,Life Sciences,1727.0,3.0,Male,34.0,3.0,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,0
1261,35,0,Travel_Rarely,1370,Research & Development,27.0,4,Life Sciences,1728.0,4.0,Male,49.0,3.0,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,0
1262,30,0,Travel_Rarely,793,Research & Development,16.0,1,Life Sciences,1729.0,2.0,Male,33.0,3.0,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,0
1263,47,0,Non-Travel,543,Sales,2.0,4,Marketing,1731.0,3.0,Male,87.0,3.0,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,0
1264,46,0,Travel_Rarely,1277,Sales,2.0,3,Life Sciences,1732.0,3.0,Male,74.0,3.0,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,0
1265,36,1,Travel_Rarely,1456,Sales,13.0,5,Marketing,1733.0,2.0,Male,96.0,2.0,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,2
1266,32,1,Travel_Rarely,964,Sales,1.0,2,Life Sciences,1734.0,1.0,Male,34.0,1.0,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,0
1267,23,0,Travel_Rarely,160,Research & Development,4.0,1,Medical,1735.0,3.0,Female,51.0,3.0,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,1
1268,31,0,Travel_Frequently,163,Research & Development,24.0,1,Technical Degree,1736.0,4.0,Female,30.0,3.0,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,1
1269,39,0,Non-Travel,792,Research & Development,1.0,3,Life Sciences,1737.0,4.0,Male,77.0,3.0,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,5
1270,32,0,Travel_Rarely,371,Sales,19.0,3,Life Sciences,1739.0,4.0,Male,80.0,1.0,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,0
1271,40,0,Travel_Rarely,611,Sales,7.0,4,Medical,1740.0,2.0,Male,88.0,3.0,5,Manager,2,Single,19833,4349,1,Y,No,14,12
1272,45,0,Travel_Rarely,176,Human Resources,4.0,3,Life Sciences,1744.0,3.0,Female,56.0,1.0,3,Human Resources,3,Married,9756,6595,4,Y,No,21,0
1273,30,0,Travel_Frequently,1312,Research & Development,2.0,4,Technical Degree,1745.0,4.0,Female,78.0,2.0,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,0
1274,24,0,Travel_Frequently,897,Human Resources,10.0,3,Medical,1746.0,1.0,Male,59.0,3.0,1,Human Resources,4,Married,2145,2097,0,Y,No,14,2
1275,30,1,Travel_Frequently,600,Human Resources,8.0,3,Human Resources,1747.0,3.0,Female,66.0,2.0,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,1
1276,31,0,Travel_Rarely,1003,Sales,5.0,3,Technical Degree,1749.0,1.0,Male,51.0,3.0,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,0
1277,27,0,Travel_Rarely,1054,Research & Development,8.0,3,Medical,1751.0,3.0,Female,67.0,3.0,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,1
1278,29,1,Travel_Rarely,428,Sales,9.0,3,Marketing,1752.0,2.0,Female,52.0,1.0,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,2
1279,29,0,Travel_Frequently,461,Research & Development,1.0,3,Life Sciences,1753.0,4.0,Male,70.0,4.0,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,0
1280,30,0,Travel_Rarely,979,Sales,15.0,2,Marketing,1754.0,3.0,Male,94.0,2.0,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,1
1281,34,0,Travel_Rarely,181,Research & Development,2.0,4,Medical,1755.0,4.0,Male,97.0,4.0,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,1
1282,33,0,Non-Travel,1283,Sales,2.0,3,Marketing,1756.0,4.0,Female,62.0,3.0,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,1
1283,49,0,Travel_Rarely,1313,Sales,11.0,4,Marketing,1757.0,4.0,Female,80.0,3.0,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,0
1284,33,1,Travel_Rarely,211,Sales,16.0,3,Life Sciences,1758.0,1.0,Female,74.0,3.0,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,0
1285,38,0,Travel_Frequently,594,Research & Development,2.0,2,Medical,1760.0,3.0,Female,75.0,2.0,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,0
1286,31,1,Travel_Rarely,1079,Sales,16.0,4,Marketing,1761.0,1.0,Male,70.0,3.0,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,0
1287,29,0,Travel_Rarely,590,Research & Development,4.0,3,Technical Degree,1762.0,4.0,Female,91.0,2.0,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,0
1288,30,0,Travel_Rarely,305,Research & Development,16.0,3,Life Sciences,1763.0,3.0,Male,58.0,4.0,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,1
1289,32,0,Non-Travel,953,Research & Development,5.0,4,Technical Degree,1764.0,2.0,Male,65.0,3.0,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,0
1290,38,0,Travel_Rarely,833,Research & Development,18.0,3,Medical,1766.0,2.0,Male,60.0,1.0,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,1
1291,43,1,Travel_Frequently,807,Research & Development,17.0,3,Technical Degree,1767.0,3.0,Male,38.0,2.0,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,0
1292,42,0,Travel_Rarely,855,Research & Development,12.0,3,Medical,1768.0,2.0,Male,57.0,3.0,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,0
1293,55,0,Travel_Rarely,478,Research & Development,2.0,3,Medical,1770.0,3.0,Male,60.0,2.0,5,Research Director,1,Married,19038,19805,8,Y,No,12,0
1294,33,0,Non-Travel,775,Research & Development,4.0,3,Technical Degree,1771.0,4.0,Male,90.0,3.0,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,1
1295,41,0,Travel_Rarely,548,Research & Development,9.0,4,Life Sciences,1772.0,3.0,Male,94.0,3.0,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,0
1296,34,0,Non-Travel,1375,Sales,10.0,3,Life Sciences,1774.0,4.0,Male,87.0,3.0,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,0
1297,53,0,Non-Travel,661,Research & Development,1.0,4,Medical,1775.0,1.0,Female,60.0,2.0,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,0
1298,43,0,Travel_Rarely,244,Human Resources,2.0,3,Life Sciences,1778.0,2.0,Male,97.0,3.0,1,Human Resources,4,Single,3539,5033,0,Y,No,13,1
1299,34,0,Travel_Rarely,511,Sales,3.0,2,Life Sciences,1779.0,4.0,Female,32.0,1.0,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,2
1300,21,1,Travel_Rarely,337,Sales,7.0,1,Marketing,1780.0,2.0,Male,31.0,3.0,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,1
