Customer_Requested_Delivery_Date,Confirmed_Delivery_Date,Product_Code,Consignee_Code,Planned_Shipment_Date,Shipment_Date,Destination_Code,Order_Entry_Date,Order_Number,Department_Code,Manufacturing_Plant_Code,Transportation_Vehicle_Code,Order_Size_LBS,Delivery_Date
2022-12-02,2022-12-02,109511,451090,2022-11-13,2022-11-13,Toronto,2022-11-05,13051519,A62,Bismarck,TJ1,6467.1022,2022-12-04
2022-12-05,2022-12-05,92900,779486,2022-11-15,2022-11-15,Toronto,2022-11-07,13055942,A62,Bismarck,TJ1,6490.234399999999,2022-12-09
2022-12-13,2022-12-13,109511,1515886,2022-11-18,2022-11-18,Toronto,2022-11-08,13056530,A62,Bismarck,TJ1,6467.1022,2022-12-16
2022-12-16,2022-12-16,371127,678848,2022-12-02,2022-12-03,Dallas,2022-11-11,13059266,A62,Bismarck,TJ1,6463.7976,2022-12-18
2022-12-16,2022-12-16,371127,678848,2022-12-02,2022-12-02,Toronto,2022-11-11,13059299,A62,Bismarck,TJ1,6463.7976,2022-12-20
2022-12-22,2022-12-22,371127,678848,2022-12-06,2022-12-09,Dallas,2022-11-11,13059267,A62,Bismarck,TJ1,6486.9298,2022-12-27
2022-12-22,2022-12-22,371127,678848,2022-12-06,2022-12-06,Toronto,2022-11-11,13059300,A62,Bismarck,TJ1,6486.9298,2022-12-25
2022-11-27,2022-11-27,92900,352698,2022-11-18,2022-11-18,Toronto,2022-11-11,13059142,A62,Bismarck,TJ1,6827.3036,2022-12-02
2022-11-27,2022-11-27,92900,352698,2022-11-18,2022-11-18,Toronto,2022-11-11,13059160,A62,Bismarck,TJ1,7154.459000000001,2022-12-01
2022-11-28,2022-11-28,106192,567932,2022-11-14,2022-11-14,Toronto,2022-11-12,13060242,A62,Bismarck,TJ1,6311.786,2022-12-05
2022-12-11,2022-12-11,106192,567932,2022-11-27,2022-11-27,Toronto,2022-11-12,13060244,A62,Bismarck,TJ1,6777.7346,2022-12-15
2022-11-30,2022-11-30,92910,624652,2022-11-15,2022-11-15,Toronto,2022-11-13,1217237,A62,Bismarck,TJ1,6414.2286,2022-12-03
2022-12-15,2022-12-15,92900,779486,2022-11-25,2022-11-25,Toronto,2022-11-14,13063631,A62,Bismarck,TJ1,6434.0562,2022-12-18
2022-12-18,2022-12-18,92900,443295,2022-12-03,2022-12-03,Toronto,2022-11-14,13064045,A62,Bismarck,TJ1,6533.194200000001,2022-12-23
2022-12-17,2022-12-17,92900,779486,2022-11-27,2022-11-27,Toronto,2022-11-14,13063634,A62,Bismarck,TJ1,6394.401,2022-12-20
2022-12-04,2022-12-04,110870,738977,2022-11-18,2022-11-18,Toronto,2022-11-15,13066278,A62,Bismarck,TJ1,7217.2464,2022-12-07
2022-12-02,2022-12-02,92900,328298,2022-11-25,2022-11-25,Toronto,2022-11-15,13065867,A62,Bismarck,TJ1,7068.5394,2022-12-04
2022-12-13,2022-12-13,92900,453560,2022-12-03,2022-12-03,Toronto,2022-11-19,13068848,A62,Bismarck,TJ1,7028.8842,2022-12-18
2022-12-06,2022-12-06,106192,567932,2022-11-22,2022-11-22,Toronto,2022-11-20,13070880,A62,Bismarck,TJ1,7012.3612,2022-12-09
2022-12-09,2022-12-09,106192,567932,2022-11-25,2022-11-25,Toronto,2022-11-20,13070881,A62,Bismarck,TJ1,6731.470200000001,2022-12-16
2022-12-12,2022-12-12,110870,929076,2022-11-26,2022-11-26,Toronto,2022-11-20,13071270,A62,Bismarck,TJ1,6450.5792,2022-12-14
2022-12-25,2022-12-25,92900,451649,2022-12-10,2022-12-10,Toronto,2022-11-20,13071682,A62,Bismarck,TJ1,7009.056600000001,2022-12-29
2022-12-25,2022-12-25,92900,758433,2022-12-13,2022-12-13,Toronto,2022-11-21,13071959,A62,Bismarck,TJ1,6959.4876,2022-12-31
2022-12-27,2022-12-27,92900,758433,2022-12-16,2022-12-16,Toronto,2022-11-21,13071961,A62,Bismarck,TJ1,7246.987800000001,2022-12-31
2022-12-09,2022-12-09,110870,968496,2022-11-25,2022-11-25,Toronto,2022-11-22,13074020,A62,Bismarck,TJ1,6662.0736,2022-12-10
2022-12-11,2022-12-11,92910,624652,2022-11-26,2022-11-26,Toronto,2022-11-22,1218410,A62,Bismarck,TJ1,6513.3666,2022-12-15
2022-12-14,2022-12-14,92900,495465,2022-12-02,2022-12-02,Toronto,2022-11-22,13073864,A62,Bismarck,TJ1,6447.2746,2022-12-15
2022-12-14,2022-12-14,109511,495465,2022-12-02,2022-12-02,Toronto,2022-11-22,13073865,A62,Bismarck,TJ1,6410.924,2022-12-16
2022-12-18,2022-12-18,109511,142463,2022-12-02,2022-12-02,Toronto,2022-11-22,13073906,A62,Bismarck,TJ1,6430.7516000000005,2022-12-22
2023-01-01,2023-01-01,109511,142463,2022-12-16,2022-12-16,Toronto,2022-11-22,13073912,A62,Bismarck,TJ1,6037.5042,2023-01-07
2022-12-15,2022-12-15,92900,495465,2022-12-03,2022-12-03,Toronto,2022-11-22,13073866,A62,Bismarck,TJ1,7190.8096,2022-12-20
2022-12-17,2022-12-17,109511,495465,2022-12-05,2022-12-05,Toronto,2022-11-22,13073876,A62,Bismarck,TJ1,6708.338000000001,2022-12-19
2022-12-18,2022-12-18,109511,495465,2022-12-06,2022-12-06,Toronto,2022-11-22,13073879,A62,Bismarck,TJ1,7240.3786,2022-12-21
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074100,A62,Bismarck,TJ1,7213.9418000000005,2022-12-13
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074102,A62,Bismarck,TJ1,7161.0682,2022-12-15
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074123,A62,Bismarck,TJ1,7134.6314,2022-12-14
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074084,A62,Bismarck,TJ1,7240.3786,2022-12-14
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074066,A62,Bismarck,TJ1,7200.7234,2022-12-10
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074064,A62,Bismarck,TJ1,6820.694399999999,2022-12-13
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074093,A62,Bismarck,TJ1,6956.183000000001,2022-12-11
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074088,A62,Bismarck,TJ1,7104.89,2022-12-13
2022-12-09,2022-12-09,110870,968496,2022-11-26,2022-11-26,Toronto,2022-11-22,13074081,A62,Bismarck,TJ1,7204.028,2022-12-13
2022-12-09,2022-12-09,110870,968496,2022-11-27,2022-11-27,Toronto,2022-11-22,13074269,A62,Bismarck,TJ1,7230.4648,2022-12-12
2022-12-09,2022-12-09,110870,968496,2022-11-27,2022-11-27,Toronto,2022-11-22,13074261,A62,Bismarck,TJ1,7118.1084,2022-12-11
2022-12-09,2022-12-09,110870,968496,2022-11-27,2022-11-27,Toronto,2022-11-22,13074256,A62,Bismarck,TJ1,7075.1486,2022-12-11
2022-12-09,2022-12-09,110870,968496,2022-11-27,2022-11-27,Toronto,2022-11-22,13074250,A62,Bismarck,TJ1,6982.6198,2022-12-11
2022-12-09,2022-12-13,110870,968496,2022-12-03,2022-12-03,Toronto,2022-11-22,13074235,A62,Bismarck,TJ1,6985.9244,2022-12-20
2022-12-13,2022-12-13,110870,968496,2022-12-03,2022-12-03,Toronto,2022-11-22,13074230,A62,Bismarck,TJ1,6979.3152,2022-12-16
2022-12-09,2022-12-13,110870,968496,2022-12-03,2022-12-03,Toronto,2022-11-22,13074232,A62,Bismarck,TJ1,6857.045,2022-12-17
2022-12-13,2022-12-13,110870,968496,2022-12-03,2022-12-03,Toronto,2022-11-22,13074228,A62,Bismarck,TJ1,6781.0392,2022-12-19
2022-12-13,2022-12-13,110870,968496,2022-12-03,2022-12-03,Toronto,2022-11-22,13074219,A62,Bismarck,TJ1,6777.7346,2022-12-18
2022-12-15,2022-12-15,110870,492182,2022-12-04,2022-12-04,Toronto,2022-11-22,13074320,A62,Bismarck,TJ1,7048.711800000001,2022-12-23
2022-12-14,2022-12-14,110870,968496,2022-12-04,2022-12-04,Toronto,2022-11-22,13074242,A62,Bismarck,TJ1,6962.7922,2022-12-16
2022-12-14,2022-12-14,110870,968496,2022-12-04,2022-12-04,Toronto,2022-11-22,13074197,A62,Bismarck,TJ1,6866.9588,2022-12-19
2022-12-09,2022-12-14,110870,968496,2022-12-04,2022-12-04,Toronto,2022-11-22,13074131,A62,Bismarck,TJ1,7131.326800000001,2022-12-18
2022-12-09,2022-12-14,110870,968496,2022-12-04,2022-12-04,Toronto,2022-11-22,13074127,A62,Bismarck,TJ1,7190.8096,2022-12-20
2022-12-26,2022-12-26,109511,451541,2022-12-13,2022-12-13,Toronto,2022-11-22,13073971,A62,Bismarck,TJ1,6992.5336,2022-12-28
2023-01-08,2023-01-08,109511,451541,2022-12-26,2022-12-26,Toronto,2022-11-22,13073985,A62,Bismarck,TJ1,6823.999000000001,2023-01-13
2023-01-09,2023-01-09,109511,451541,2022-12-27,2022-12-27,Toronto,2022-11-22,13073988,A62,Bismarck,TJ1,7108.1946,2023-01-14
2023-01-21,2023-01-21,109511,1515886,2022-12-27,2022-12-27,Toronto,2022-11-22,13074007,A62,Bismarck,TJ1,6929.7462000000005,2023-01-25
2022-12-25,2022-12-25,109511,142463,2022-12-09,2022-12-09,Toronto,2022-11-22,13073910,A62,Bismarck,TJ1,6192.8204000000005,2022-12-27
2022-12-24,2022-12-24,110870,492182,2022-12-13,2022-12-13,Toronto,2022-11-22,13074347,A62,Bismarck,TJ1,7111.4992,2022-12-29
2022-12-13,2022-12-17,369658,707541,2022-11-27,2022-11-27,Toronto,2022-11-25,13077492,A62,Bismarck,TJ1,6430.7516000000005,2022-12-20
2022-12-31,2022-12-31,106192,32685,2022-12-17,2022-12-17,Toronto,2022-11-25,13076038,A62,Bismarck,TJ1,6219.2572,2023-01-02
2022-12-12,2022-12-12,92910,624652,2022-11-27,2022-11-27,Toronto,2022-11-25,1218527,A62,Bismarck,TJ1,6457.1884,2022-12-14
2023-01-12,2023-01-12,5956,753722,2022-12-27,2022-12-27,Toronto,2022-11-25,13076029,A62,Bismarck,TJ1,6443.97,2023-01-18
2022-12-11,2022-12-11,92900,567932,2022-11-27,2022-11-27,Toronto,2022-11-25,13076118,A62,Bismarck,TJ1,6939.66,2022-12-13
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075870,A62,Bismarck,TJ1,6969.401400000001,2022-12-17
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075866,A62,Bismarck,TJ1,6731.470200000001,2022-12-18
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075863,A62,Bismarck,TJ1,7161.0682,2022-12-17
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075880,A62,Bismarck,TJ1,7137.936,2022-12-14
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075882,A62,Bismarck,TJ1,6949.5738,2022-12-17
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075883,A62,Bismarck,TJ1,6936.3554,2022-12-15
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075884,A62,Bismarck,TJ1,6790.953,2022-12-16
2022-12-13,2022-12-13,110870,679154,2022-12-05,2022-12-05,Toronto,2022-11-25,13075901,A62,Bismarck,TJ1,7217.2464,2022-12-19
2022-12-12,2022-12-12,110870,679154,2022-12-04,2022-12-04,Toronto,2022-11-25,13075890,A62,Bismarck,TJ1,7164.3728,2022-12-17
2022-12-11,2022-12-11,110870,679154,2022-12-03,2022-12-03,Toronto,2022-11-25,13075843,A62,Bismarck,TJ1,6450.5792,2022-12-13
2023-01-12,2023-01-12,5956,753722,2022-12-27,2022-12-27,Toronto,2022-11-25,13076027,A62,Bismarck,TJ1,6979.3152,2023-01-14
2022-12-24,2022-12-24,110870,679154,2022-12-16,2022-12-16,Toronto,2022-11-25,13075903,A62,Bismarck,TJ1,7018.9704,2022-12-28
2022-12-24,2022-12-24,110870,679154,2022-12-16,2022-12-16,Toronto,2022-11-25,13075907,A62,Bismarck,TJ1,6883.4818000000005,2022-12-31
2022-12-31,2022-12-31,106192,567932,2022-12-17,2022-12-17,Toronto,2022-11-26,13079311,A62,Bismarck,TJ1,6159.774399999999,2023-01-06
2023-01-02,2023-01-02,106192,567932,2022-12-19,2022-12-19,Toronto,2022-11-26,13079045,A62,Bismarck,TJ1,6480.320600000001,2023-01-07
2022-12-30,2022-12-30,371127,678848,2022-12-13,2022-12-16,Dallas,2022-11-26,13078162,A62,Bismarck,TJ1,6473.7114,2023-01-04
2022-12-30,2022-12-30,371127,678848,2022-12-13,2022-12-13,Toronto,2022-11-26,13078197,A62,Bismarck,TJ1,6473.7114,2023-01-03
2023-01-13,2023-01-13,106192,567932,2022-12-30,2022-12-30,Toronto,2022-11-26,13079051,A62,Bismarck,TJ1,5720.2626,2023-01-20
2022-12-26,2022-12-26,106192,567932,2022-12-12,2022-12-12,Toronto,2022-11-26,13079029,A62,Bismarck,TJ1,6823.999000000001,2022-12-28
2022-12-30,2022-12-30,106192,567932,2022-12-16,2022-12-16,Toronto,2022-11-26,13079030,A62,Bismarck,TJ1,6741.384,2023-01-01
2022-12-21,2022-12-21,110870,678871,2022-12-02,2022-12-02,Toronto,2022-11-26,13079407,A62,Bismarck,TJ1,6377.878000000001,2022-12-26
2022-12-23,2022-12-23,110870,678871,2022-12-04,2022-12-04,Toronto,2022-11-26,13079386,A62,Bismarck,TJ1,6143.2514,2022-12-29
2023-01-10,2023-01-10,92900,567932,2022-12-27,2022-12-27,Toronto,2022-11-26,13079161,A62,Bismarck,TJ1,7045.4072,2023-01-14
2023-01-14,2023-01-13,92900,567932,2022-12-30,2022-12-30,Toronto,2022-11-26,13079174,A62,Bismarck,TJ1,6774.43,2023-01-18
2023-01-13,2023-01-13,92900,567932,2022-12-30,2022-12-30,Toronto,2022-11-26,13079166,A62,Bismarck,TJ1,7230.4648,2023-01-16
2023-01-01,2023-01-01,110870,678871,2022-12-13,2022-12-13,Toronto,2022-11-26,13079388,A62,Bismarck,TJ1,6308.481400000001,2023-01-03
2023-01-10,2023-01-10,5956,477100,2022-12-27,2022-12-27,Toronto,2022-11-27,13079754,A62,Bismarck,TJ1,6470.406800000001,2023-01-13
2022-12-21,2022-12-21,5956,477100,2022-12-09,2022-12-09,Toronto,2022-11-27,13079738,A62,Bismarck,TJ1,7263.5108,2022-12-26
2023-01-13,2023-01-13,5956,477100,2022-12-30,2022-12-30,Toronto,2022-11-27,13079759,A62,Bismarck,TJ1,6506.7574,2023-01-20
2023-01-13,2023-01-13,5956,477100,2022-12-30,2022-12-30,Toronto,2022-11-27,13079760,A62,Bismarck,TJ1,6397.705600000001,2023-01-15
2022-12-28,2022-12-28,5956,477100,2022-12-16,2022-12-16,Toronto,2022-11-27,13079742,A62,Bismarck,TJ1,6913.223199999999,2023-01-01
2023-01-09,2023-01-09,5956,477100,2022-12-26,2022-12-26,Toronto,2022-11-27,13079752,A62,Bismarck,TJ1,7184.200400000001,2023-01-13
2023-01-09,2023-01-09,5956,477100,2022-12-26,2022-12-26,Toronto,2022-11-27,13079751,A62,Bismarck,TJ1,6896.7002,2023-01-13
2023-01-10,2023-01-10,5956,477100,2022-12-27,2022-12-27,Toronto,2022-11-27,13079755,A62,Bismarck,TJ1,6909.9186,2023-01-12
2022-12-13,2022-12-15,92900,669719,2022-12-04,2022-12-04,Toronto,2022-12-02,13083327,A62,Bismarck,TJ1,7184.200400000001,2022-12-18
2022-12-23,2022-12-23,5956,899274,2022-12-06,2022-12-04,Toronto,2022-12-02,74036512,A62,Bismarck,TJ1,6747.9932,2022-12-27
2023-01-02,2023-01-02,27258,877014,2022-12-23,2022-12-23,Toronto,2022-12-02,13083228,A62,Bismarck,TJ1,7068.5394,2023-01-06
2023-01-01,2023-01-01,5956,899274,2022-12-06,2022-12-12,Toronto,2022-12-02,74036512,A62,Bismarck,TJ1,6619.1138,2023-01-05
2022-12-24,2022-12-31,110870,522970,2022-12-13,2022-12-13,Toronto,2022-12-02,13083492,A62,Bismarck,TJ1,7088.366999999999,2023-01-05
2022-12-15,2022-12-15,371127,755199,2022-12-05,2022-12-06,Dallas,2022-12-03,13084730,A62,Bismarck,TJ1,6407.6194,2022-12-19
2022-12-15,2022-12-15,371127,755199,2022-12-05,2022-12-05,Toronto,2022-12-03,13084735,A62,Bismarck,TJ1,6407.6194,2022-12-17
2022-12-24,2022-12-25,109511,451541,2022-12-12,2022-12-12,Toronto,2022-12-09,13092152,A62,Bismarck,TJ1,7058.6256,2022-12-28
2022-12-24,2022-12-25,109511,451541,2022-12-12,2022-12-12,Toronto,2022-12-09,13092154,A62,Bismarck,TJ1,7134.6314,2022-12-31
2023-01-13,2023-01-13,92900,641356,2022-12-27,2022-12-27,Toronto,2022-12-10,13094468,A62,Bismarck,TJ1,6486.9298,2023-01-17
2023-01-09,2023-01-09,5956,641356,2022-12-23,2022-12-23,Toronto,2022-12-10,13094447,A62,Bismarck,TJ1,6420.8378,2023-01-12
2022-12-19,2022-12-27,110870,682240,2022-12-16,2022-12-16,Toronto,2022-12-10,13095146,A62,Bismarck,TJ1,6794.2576,2022-12-31
2022-12-19,2022-12-27,110870,682240,2022-12-16,2022-12-16,Toronto,2022-12-10,13095144,A62,Bismarck,TJ1,7187.505,2022-12-29
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095157,A62,Bismarck,TJ1,7157.7636,2023-01-02
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095149,A62,Bismarck,TJ1,7217.2464,2022-12-31
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095152,A62,Bismarck,TJ1,6701.7288,2022-12-30
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095151,A62,Bismarck,TJ1,7246.987800000001,2023-01-01
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095150,A62,Bismarck,TJ1,6893.395600000001,2023-01-02
2022-12-19,2022-12-28,110870,682240,2022-12-17,2022-12-17,Toronto,2022-12-10,13095147,A62,Bismarck,TJ1,7260.2062000000005,2023-01-01
2023-01-06,2023-01-02,110870,940258,2022-12-18,2022-12-18,Toronto,2022-12-10,13094960,A62,Bismarck,TJ1,6410.924,2023-01-06
2023-01-06,2023-01-06,110870,953716,2022-12-19,2022-12-19,Toronto,2022-12-10,13094036,A62,Bismarck,TJ1,6771.125400000001,2023-01-10
2023-01-06,2023-01-02,110870,940258,2022-12-18,2022-12-18,Toronto,2022-12-10,13094957,A62,Bismarck,TJ1,6391.0964,2023-01-05
2023-01-05,2023-01-05,110870,669536,2022-12-18,2022-12-18,Toronto,2022-12-10,13093994,A62,Bismarck,TJ1,7240.3786,2023-01-07
2023-01-06,2023-01-02,110870,940258,2022-12-18,2022-12-18,Toronto,2022-12-10,13094964,A62,Bismarck,TJ1,6407.6194,2023-01-05
2023-01-12,2023-01-12,371127,678848,2022-12-23,2022-12-26,Dallas,2022-12-11,13096336,A62,Bismarck,TJ1,6463.7976,2023-01-14
2023-01-12,2023-01-12,371127,678848,2022-12-23,2022-12-23,Toronto,2022-12-11,13096373,A62,Bismarck,TJ1,6463.7976,2023-01-21
2022-12-28,2022-12-28,110870,465546,2022-12-17,2022-12-17,Toronto,2022-12-12,13097085,A62,Bismarck,TJ1,6966.0968,2022-12-31
2022-12-28,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097091,A62,Bismarck,TJ1,6817.3898,2022-12-31
2022-12-31,2023-01-05,110870,465546,2022-12-23,2022-12-23,Toronto,2022-12-12,13097154,A62,Bismarck,TJ1,6936.3554,2023-01-06
2022-12-30,2023-01-05,110870,465546,2022-12-23,2022-12-23,Toronto,2022-12-12,13097146,A62,Bismarck,TJ1,7147.8498,2023-01-08
2022-12-30,2023-01-05,110870,465546,2022-12-23,2022-12-23,Toronto,2022-12-12,13097131,A62,Bismarck,TJ1,6718.251800000001,2023-01-07
2022-12-30,2023-01-05,110870,465546,2022-12-23,2022-12-23,Toronto,2022-12-12,13097135,A62,Bismarck,TJ1,7124.7176,2023-01-09
2022-12-29,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097118,A62,Bismarck,TJ1,6916.527800000001,2023-01-03
2022-12-29,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097116,A62,Bismarck,TJ1,6655.4644,2023-01-02
2022-12-29,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097114,A62,Bismarck,TJ1,7075.1486,2023-01-02
2022-12-29,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097112,A62,Bismarck,TJ1,7147.8498,2023-01-03
2022-12-29,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097109,A62,Bismarck,TJ1,7071.844,2022-12-31
2022-12-28,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097104,A62,Bismarck,TJ1,7170.982,2023-01-04
2022-12-28,2022-12-29,110870,465546,2022-12-19,2022-12-19,Toronto,2022-12-12,13097102,A62,Bismarck,TJ1,6658.769,2022-12-30
2022-12-30,2022-12-30,110870,465546,2022-12-20,2022-12-20,Toronto,2022-12-12,13097124,A62,Bismarck,TJ1,6794.2576,2022-12-31
2022-12-30,2022-12-30,110870,465546,2022-12-20,2022-12-20,Toronto,2022-12-12,13097127,A62,Bismarck,TJ1,7091.671600000001,2023-01-07
2022-12-30,2022-12-30,110870,465546,2022-12-20,2022-12-20,Toronto,2022-12-12,13097128,A62,Bismarck,TJ1,7144.5452000000005,2023-01-03
2022-12-26,2022-12-26,371127,459146,2022-12-16,2022-12-16,Toronto,2022-12-13,13099936,A62,Bismarck,TJ1,6477.016,2022-12-31
2023-01-02,2023-01-02,109511,142463,2022-12-17,2022-12-17,Toronto,2022-12-13,13098609,A62,Bismarck,TJ1,6483.6252,2023-01-07
2023-01-03,2023-01-03,109511,142463,2022-12-18,2022-12-18,Toronto,2022-12-13,13098614,A62,Bismarck,TJ1,6486.9298,2023-01-09
2023-01-11,2023-01-11,110870,710204,2022-12-23,2022-12-23,Toronto,2022-12-13,13100256,A62,Bismarck,TJ1,7137.936,2023-01-17
2023-01-10,2023-01-11,110870,923368,2022-12-23,2022-12-23,Toronto,2022-12-13,13100249,A62,Bismarck,TJ1,6526.585,2023-01-14
2023-01-11,2023-01-11,110870,659081,2022-12-23,2022-12-23,Toronto,2022-12-13,13100253,A62,Bismarck,TJ1,6519.9758,2023-01-14
2023-01-11,2023-01-11,110870,659081,2022-12-23,2022-12-23,Toronto,2022-12-13,13100251,A62,Bismarck,TJ1,6457.1884,2023-01-14
2023-01-11,2023-01-11,110870,923368,2022-12-23,2022-12-23,Toronto,2022-12-13,13100250,A62,Bismarck,TJ1,6483.6252,2023-01-15
2023-01-11,2023-01-11,110870,710204,2022-12-23,2022-12-23,Toronto,2022-12-13,13100258,A62,Bismarck,TJ1,6437.3607999999995,2023-01-16
2023-01-11,2023-01-11,110870,710204,2022-12-23,2022-12-23,Toronto,2022-12-13,13100257,A62,Bismarck,TJ1,6463.7976,2023-01-13
2022-12-30,2023-01-07,110870,694731,2022-12-27,2022-12-27,Toronto,2022-12-13,13098961,A62,Bismarck,TJ1,6172.9928,2023-01-09
2023-01-09,2023-01-09,110870,642894,2022-12-23,2022-12-23,Toronto,2022-12-15,13100342,A62,Bismarck,TJ1,7194.114200000001,2023-01-13
2023-01-13,2023-01-13,110870,938646,2022-12-23,2022-12-23,Toronto,2022-12-15,13100344,A62,Bismarck,TJ1,6470.406800000001,2023-01-16
2023-01-13,2023-01-13,110870,938646,2022-12-23,2022-12-23,Toronto,2022-12-15,13100345,A62,Bismarck,TJ1,6430.7516000000005,2023-01-16
2022-12-26,2022-12-26,116542,465546,2022-12-18,2022-12-18,Toronto,2022-12-16,13101566,A62,Bismarck,TJ1,7190.8096,2022-12-29
2022-12-28,2022-12-28,371127,683277,2022-12-18,2022-12-19,Dallas,2022-12-16,13101114,A62,Bismarck,TJ1,6427.447,2023-01-02
2022-12-28,2022-12-28,371127,683277,2022-12-18,2022-12-18,Toronto,2022-12-16,13101142,A62,Bismarck,TJ1,6427.447,2022-12-30
2022-12-27,2022-12-28,27258,465546,2022-12-18,2022-12-18,Toronto,2022-12-16,13101677,A62,Bismarck,TJ1,7124.7176,2022-12-30
2022-12-27,2022-12-28,27258,465546,2022-12-18,2022-12-18,Toronto,2022-12-16,13101688,A62,Bismarck,TJ1,7220.5509999999995,2023-01-03
2022-12-27,2022-12-28,27258,465546,2022-12-18,2022-12-18,Toronto,2022-12-16,13101684,A62,Bismarck,TJ1,7164.3728,2023-01-01
2022-12-27,2022-12-28,27258,465546,2022-12-18,2022-12-18,Toronto,2022-12-16,13101665,A62,Bismarck,TJ1,7200.7234,2022-12-30
2023-01-02,2023-01-02,92910,624652,2022-12-18,2022-12-18,Toronto,2022-12-16,1220998,A62,Bismarck,TJ1,6804.1714,2023-01-06
2022-12-26,2023-01-06,110870,940258,2022-12-23,2022-12-23,Toronto,2022-12-16,13101343,A62,Bismarck,TJ1,6453.8838000000005,2023-01-09
2023-01-04,2023-01-04,92910,624652,2022-12-20,2022-12-20,Toronto,2022-12-18,1221323,A62,Bismarck,TJ1,7078.4532,2023-01-03
2023-01-11,2023-01-16,110870,977725,2023-01-03,2022-12-30,Toronto,2022-12-18,13105837,A62,Bismarck,TJ1,6420.8378,2023-01-18
2023-01-11,2023-01-20,110870,977688,2022-12-30,2022-12-30,Toronto,2022-12-18,13105826,A62,Bismarck,TJ1,6397.705600000001,2023-01-25
2023-01-10,2023-01-11,369658,787331,2022-12-27,2022-12-27,Toronto,2022-12-19,13106566,A62,Bismarck,TJ1,6354.7458,2023-01-13
2022-12-30,2023-01-06,13500,887982,2022-12-23,2022-12-23,Toronto,2022-12-19,13107313,A62,Bismarck,TJ1,7217.2464,2023-01-12
2022-12-30,2023-01-07,86089,913432,2022-12-23,2022-12-23,Toronto,2022-12-20,13107787,A62,Bismarck,TJ1,6463.7976,2023-01-10
2022-12-30,2023-01-07,86089,913432,2022-12-23,2022-12-23,Toronto,2022-12-20,13107793,A62,Bismarck,TJ1,6437.3607999999995,2023-01-09
2022-12-30,2023-01-11,86089,913432,2022-12-23,2022-12-23,Toronto,2022-12-20,13107799,A62,Bismarck,TJ1,6559.631,2023-01-15
2022-12-31,2023-01-10,27258,683965,2022-12-26,2022-12-26,Toronto,2022-12-20,13108937,A62,Bismarck,TJ1,3258.3356,2023-01-11
2023-01-09,2023-01-09,13500,775321,2022-12-26,2022-12-26,Toronto,2022-12-21,13109309,A62,Bismarck,TJ1,7217.2464,2023-01-12
2023-01-10,2023-01-10,92910,624652,2022-12-26,2022-12-26,Toronto,2022-12-23,1221757,A62,Bismarck,TJ1,7167.6774000000005,2023-01-16
2023-01-17,2023-01-17,13500,980325,2022-12-30,2022-12-30,Toronto,2022-12-26,13112656,A62,Bismarck,TJ1,7028.8842,2023-01-19
