id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
602246,772745,10000,10000,36 months,9.99,322.63,10+ years,MORTGAGE,125000,10-Oct,Fully Paid,debt_consolidation,NJ,15.59,7,18,11607.7814,0
755745,955620,10000,10000,36 months,10.59,325.45,10+ years,RENT,72000,11-May,Fully Paid,credit_card,CO,20.72,10,32,11674.65954,0
1035030,1264640,12000,12000,36 months,10.65,390.88,10+ years,RENT,55000,11-Nov,Fully Paid,credit_card,OK,16.87,5,23,13977.02172,0
796402,1001249,13200,13200,60 months,12.99,300.28,9 years,MORTGAGE,69567,11-Jun,Fully Paid,debt_consolidation,CT,27.5,8,39,14549.97629,0
405303,452915,6000,6000,36 months,11.89,198.99,10+ years,RENT,50000,9-Jun,Fully Paid,debt_consolidation,CA,9.77,13,23,7163.367431,0
590494,758498,2900,2900,60 months,11.86,64.31,4 years,MORTGAGE,65000,10-Oct,Fully Paid,car,AL,12.78,16,39,3012.519604,0
702635,894504,10000,10000,36 months,7.66,311.8,3 years,MORTGAGE,69504,11-Mar,Fully Paid,home_improvement,VA,4.77,5,17,11224.70225,0
403400,448760,3000,3000,36 months,9.63,96.29,10+ years,MORTGAGE,52000,9-May,Fully Paid,credit_card,KS,12,7,11,3353.745533,0
529676,684963,7000,7000,36 months,14.84,242.11,n/a,RENT,26400,10-Jun,Fully Paid,debt_consolidation,GA,18.77,5,12,8716.664065,0
770757,972465,8000,8000,36 months,15.23,278.23,9 years,RENT,50004,11-Jun,Fully Paid,major_purchase,PA,12.69,5,18,9921.432626,0
831291,1040501,20000,20000,60 months,13.99,465.27,9 years,MORTGAGE,80000,11-Jul,Fully Paid,home_improvement,FL,8.59,11,34,24619.26616,0
455671,565237,8000,8000,36 months,14.96,277.16,4 years,RENT,62400,9-Nov,Charged Off,house,CA,4.5,7,12,359.62,1
361198,369508,8500,8500,36 months,16.83,302.33,10+ years,RENT,60000,8-Nov,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,14.68,9,17,10942.29459,0
971421,1193154,28000,28000,60 months,12.69,632.66,10+ years,MORTGAGE,145000,11-Oct,Fully Paid,credit_card,IL,13.99,15,34,34628.59113,0
208191,202271,9600,9600,36 months,10.78,313.3,10+ years,MORTGAGE,61200,8-Jan,Charged Off,home_improvement,GA,14.06,11,21,5011.52,1
424311,499965,10000,10000,36 months,12.21,333.15,1 year,MORTGAGE,45000,9-Jul,Fully Paid,car,VA,0,6,12,11960.24008,0
400534,444045,9000,9000,36 months,11.58,297.13,7 years,MORTGAGE,43700,9-May,Charged Off,debt_consolidation,PA,14.03,7,20,3559.68,1
497333,637571,9600,9600,36 months,10.25,310.9,2 years,RENT,68000,10-Apr,Charged Off,house,OH,15.14,6,17,6528.83,1
719143,913454,3200,3200,36 months,10.74,104.38,4 years,RENT,63996,11-Apr,Fully Paid,major_purchase,CA,8.25,4,7,3757.271372,0
626852,803250,2500,2500,36 months,12.98,84.22,4 years,RENT,13200,10-Dec,Fully Paid,debt_consolidation,WI,16.45,6,6,3031.884495,0
642985,822920,20000,20000,36 months,6.17,609.99,10+ years,RENT,59000,11-Jan,Fully Paid,debt_consolidation,MA,10.58,14,31,21960.5841,0
792397,996816,13675,13675,36 months,7.49,425.32,1 year,MORTGAGE,90000,11-Jun,Fully Paid,debt_consolidation,TX,26.53,21,48,14921.04233,0
251142,250508,17000,17000,36 months,9.45,544.17,1 year,MORTGAGE,60000,8-Feb,Fully Paid,home_improvement,AR,0.6,11,24,19589.91857,0
638173,817487,5000,5000,60 months,15.2,119.48,10+ years,MORTGAGE,53004,10-Dec,Fully Paid,debt_consolidation,OK,13.79,12,36,7168.373149,0
698041,889439,10000,10000,36 months,10.74,326.16,4 years,RENT,36000,11-Mar,Charged Off,credit_card,CA,23,11,40,6799.87,1
566363,728543,5000,5000,60 months,16.45,122.79,10+ years,RENT,30996,10-Aug,Does not meet the credit policy. Status:Charged Off,other,MO,22.11,9,15,982.19,1
757305,957332,3000,3000,60 months,13.99,69.79,10+ years,MORTGAGE,41000,11-Jun,Fully Paid,other,MI,24.64,9,31,4187.331096,0
390861,426317,12800,12800,36 months,13.79,436.17,10+ years,MORTGAGE,109000,9-Apr,Fully Paid,credit_card,CO,24.88,12,25,15485.67954,0
360213,367856,20000,20000,36 months,10.83,653.17,5 years,RENT,65004,8-Nov,Charged Off,debt_consolidation,CA,8.2,6,10,8469.39,1
443827,540409,11000,11000,36 months,12.18,366.3,10+ years,RENT,120000,9-Sep,Fully Paid,other,OK,9.38,8,26,12160.47913,0
384283,415281,11000,11000,36 months,15.68,385.02,< 1 year,MORTGAGE,50004,9-Mar,Fully Paid,home_improvement,TX,13.94,9,18,13884.61178,0
849512,1061233,10000,10000,36 months,6.62,307.04,2 years,OWN,72000,11-Sep,Fully Paid,debt_consolidation,WA,16.8,10,11,11053.31,0
1025062,1254190,6000,6000,36 months,12.69,201.27,1 year,RENT,40000,11-Nov,Fully Paid,debt_consolidation,NY,15.06,8,8,6567.040496,0
595187,764195,12000,12000,60 months,10.75,259.42,< 1 year,RENT,89000,10-Oct,Fully Paid,moving,VA,8.35,8,20,15589.48242,0
736534,933494,4000,4000,36 months,14.54,137.77,1 year,RENT,35000,11-May,Fully Paid,car,AZ,6.82,7,10,4959.349021,0
723445,918386,35000,35000,60 months,10.74,756.46,7 years,MORTGAGE,105600,11-Apr,Fully Paid,home_improvement,TX,10.9,19,44,43036.69955,0
875892,1090434,1600,1600,36 months,9.99,51.62,1 year,RENT,25000,11-Sep,Fully Paid,debt_consolidation,CA,19.02,9,20,1849.491706,0
949910,1186135,1000,1000,36 months,14.65,34.5,1 year,RENT,25000,11-Sep,Fully Paid,credit_card,PA,19.1,5,6,1241.738735,0
358564,365225,15975,15975,36 months,12.72,536.11,10+ years,MORTGAGE,125000,8-Oct,Fully Paid,other,CT,10.62,15,53,19299.92804,0
620030,794699,6000,6000,36 months,12.98,202.11,9 years,MORTGAGE,129240,10-Nov,Does not meet the credit policy. Status:Charged Off,home_improvement,WA,23.56,22,45,5164.84,1
723769,918798,21000,21000,36 months,11.11,688.61,10+ years,MORTGAGE,225000,11-Apr,Fully Paid,small_business,NY,16.53,13,25,24789.85408,0
747481,946419,24000,24000,60 months,18.79,619.81,10+ years,MORTGAGE,93000,11-May,Charged Off,credit_card,FL,20.13,14,41,6083.44,1
1056923,1288478,6000,6000,36 months,10.65,195.44,2 years,RENT,40000,11-Dec,Fully Paid,debt_consolidation,TX,20.73,14,23,6432.872039,0
429510,501887,13000,13000,36 months,14.11,444.98,3 years,MORTGAGE,66000,9-Jul,Fully Paid,debt_consolidation,TX,17.51,11,41,15912.5888,0
636959,815938,12000,12000,36 months,9.62,385.07,< 1 year,MORTGAGE,42000,10-Dec,Fully Paid,credit_card,AL,14.54,16,23,13667.3918,0
823162,1031703,12375,12375,36 months,11.99,410.97,< 1 year,MORTGAGE,36000,11-Aug,Fully Paid,credit_card,MO,24.13,4,15,14269.16544,0
837231,1047351,5600,5600,36 months,7.49,174.17,5 years,RENT,51000,11-Aug,Fully Paid,wedding,NY,12.52,11,18,6266.849992,0
568138,730898,15000,15000,60 months,11.49,329.82,10+ years,RENT,61000,10-Aug,Fully Paid,debt_consolidation,CA,11.21,9,16,19788.71002,0
618247,792551,9250,5975,36 months,5.79,181.21,2 years,MORTGAGE,60000,10-Nov,Fully Paid,credit_card,IL,8.14,6,13,6523.376075,0
447285,547759,15000,15000,36 months,14.61,517.13,3 years,RENT,55000,9-Oct,Fully Paid,debt_consolidation,CA,6.74,4,13,18616.55579,0
642563,822464,4000,4000,36 months,6.54,122.67,< 1 year,MORTGAGE,60000,11-Jan,Fully Paid,other,NC,15.16,9,24,4416.271556,0
602067,772520,9600,9600,60 months,6.17,186.36,3 years,MORTGAGE,40000,10-Oct,Fully Paid,debt_consolidation,OK,13.08,8,21,10860.77252,0
1064774,1298604,16000,16000,36 months,12.42,534.65,1 year,RENT,90000,11-Dec,Fully Paid,credit_card,PA,13.67,11,19,19247.16,0
106079,106039,3500,3500,36 months,9.96,112.87,< 1 year,RENT,13500,7-Jul,Fully Paid,educational,FL,16.44,10,16,3942.013096,0
585462,752223,1000,1000,60 months,13.98,23.26,6 years,RENT,39000,10-Sep,Fully Paid,debt_consolidation,CA,13.29,6,17,1378.422166,0
418971,491345,1500,1500,36 months,14.42,51.58,10+ years,MORTGAGE,60000,9-Jun,Does not meet the credit policy. Status:Fully Paid,other,MI,13.54,25,62,1637.074431,0
742866,941026,14500,14500,36 months,10.99,474.65,10+ years,OWN,36000,11-May,Fully Paid,other,CA,21.9,6,14,17087.07942,0
256488,256475,12800,12800,36 months,9.45,409.73,9 years,MORTGAGE,1.00E+05,8-Feb,Fully Paid,debt_consolidation,TX,10.51,14,26,14750.08694,0
533613,689742,8500,8500,60 months,16.32,208.16,10+ years,MORTGAGE,45000,10-Jun,Charged Off,small_business,SC,11.49,6,15,5276.16,1
570609,733998,15000,15000,36 months,7.51,466.67,10+ years,MORTGAGE,87000,10-Sep,Fully Paid,debt_consolidation,NY,6.79,14,27,16800.19018,0
474351,599994,4000,4000,36 months,14.61,137.91,< 1 year,RENT,14400,10-Jan,Fully Paid,debt_consolidation,MN,4.92,4,4,4559.705827,0
405708,453763,18000,18000,36 months,11.26,591.54,2 years,MORTGAGE,155800,9-May,Fully Paid,educational,NJ,7.34,5,13,20813.04516,0
860095,1072874,21000,21000,60 months,15.99,510.57,10+ years,RENT,160000,11-Aug,Fully Paid,debt_consolidation,NY,22.27,9,22,26779.08817,0
832080,1041418,14000,14000,60 months,15.23,334.76,10+ years,OWN,65000,11-Aug,Current,credit_card,CA,9.47,11,49,19721.37,0
978527,1201574,35000,35000,60 months,22.74,981.45,4 years,RENT,105000,11-Dec,Fully Paid,debt_consolidation,TX,16.94,10,20,37616.61423,0
644844,825146,18000,18000,36 months,6.91,555.05,7 years,MORTGAGE,66000,11-Jan,Fully Paid,debt_consolidation,AR,22.35,15,46,18601.80666,0
693603,884467,2800,2800,36 months,12.68,93.92,6 years,RENT,30000,11-Mar,Fully Paid,credit_card,NY,7.36,8,17,3380.775031,0
479146,608697,8000,8000,36 months,16.07,281.56,6 years,MORTGAGE,75000,10-Jan,Does not meet the credit policy. Status:Fully Paid,other,CT,20.56,12,37,8607.306544,0
554458,714220,7200,7200,36 months,16.32,254.27,4 years,RENT,65004,10-Jul,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,AL,11.96,9,17,9196.341142,0
1028899,1258256,6625,6625,36 months,6.62,203.42,10+ years,MORTGAGE,30000,11-Nov,Fully Paid,debt_consolidation,MN,19.96,6,17,7157.125318,0
1039153,1269083,21000,21000,36 months,12.42,701.73,10+ years,RENT,105000,11-Dec,Charged Off,debt_consolidation,FL,13.22,7,38,14025.4,1
348522,349718,1000,1000,36 months,9.45,32.01,< 1 year,RENT,61000,8-May,Fully Paid,other,MA,9.45,5,9,1070.015051,0
476319,603322,7200,7200,36 months,13.48,244.26,2 years,RENT,38896,10-Feb,Fully Paid,car,WI,11.2,7,12,8793.514869,0
782414,985401,24250,24250,60 months,11.99,539.31,2 years,RENT,55000,11-Jun,Current,debt_consolidation,CA,22.91,5,10,31798.52,0
422630,497219,10000,10000,36 months,11.14,328.04,2 years,MORTGAGE,21600,9-Aug,Fully Paid,other,CT,8.28,15,19,10965.68548,0
877221,1091918,4000,4000,36 months,7.49,124.41,1 year,MORTGAGE,38000,11-Sep,Fully Paid,other,AZ,1.58,8,28,4025.13,0
1016514,1244227,7000,7000,36 months,14.65,241.46,< 1 year,RENT,50000,11-Nov,Fully Paid,debt_consolidation,CA,11.28,7,11,8685.570002,0
359168,366223,24000,24000,36 months,13.67,816.43,3 years,RENT,95000,8-Oct,Fully Paid,debt_consolidation,NV,17.68,14,28,25781.57,0
845130,1056288,32500,28250,36 months,9.99,911.42,6 years,RENT,65000,11-Aug,Fully Paid,debt_consolidation,NJ,19.51,8,28,29575.85617,0
662771,847550,10000,10000,60 months,18.25,255.3,4 years,RENT,36000,11-Feb,Fully Paid,small_business,PA,9,4,8,10152.13042,0
662662,847413,7000,7000,36 months,7.29,217.07,4 years,RENT,56000,11-Feb,Fully Paid,debt_consolidation,CT,15.49,4,6,7814.783935,0
482978,614511,25000,25000,36 months,15.7,875.27,10+ years,MORTGAGE,99500,10-Feb,Fully Paid,debt_consolidation,GA,9.68,8,20,31512.66607,0
863158,1076280,15000,15000,60 months,15.99,364.7,7 years,RENT,60000,11-Aug,Fully Paid,debt_consolidation,NY,24.6,9,35,17225.2858,0
985338,1209040,12800,12800,36 months,12.42,427.72,1 year,RENT,58000,11-Oct,Fully Paid,debt_consolidation,FL,6.79,11,19,15395.1,0
969086,1190285,7500,7500,36 months,6.03,228.27,10+ years,MORTGAGE,95000,11-Oct,Fully Paid,other,CT,9.03,16,46,8084.713555,0
876351,1090965,11750,11750,36 months,10.99,384.63,3 years,RENT,55000,11-Sep,Fully Paid,debt_consolidation,NC,10.3,6,10,12790.27914,0
884937,1100520,7200,7200,36 months,6.03,219.14,10+ years,OWN,10080,11-Sep,Fully Paid,other,NY,7.26,6,11,7888.876009,0
635240,813757,15000,15000,36 months,6.91,462.54,< 1 year,MORTGAGE,63000,10-Dec,Fully Paid,debt_consolidation,UT,13.92,9,20,16651.61977,0
639485,818698,7200,7200,60 months,16.69,177.75,10+ years,MORTGAGE,86000,10-Dec,Does not meet the credit policy. Status:Charged Off,debt_consolidation,IL,22.42,23,62,5225.8,1
152911,152905,25000,25000,36 months,16.28,882.39,2 years,MORTGAGE,120000,7-Nov,Does not meet the credit policy. Status:Charged Off,debt_consolidation,FL,19.02,17,32,12535.46,1
525760,679976,24000,15200,60 months,16.45,373.28,6 years,MORTGAGE,88100,10-Jun,Fully Paid,debt_consolidation,RI,23.75,16,45,20455.39428,0
492659,630108,17000,17000,36 months,13.11,573.67,1 year,RENT,85500,10-Mar,Fully Paid,credit_card,GA,20.77,19,56,20652.8095,0
435974,521328,12000,12000,36 months,8.94,381.26,2 years,MORTGAGE,56628,9-Aug,Fully Paid,debt_consolidation,CA,7.42,11,18,13160.07632,0
600489,762729,14400,9125,60 months,13.98,212.23,7 years,RENT,41000,10-Oct,Fully Paid,debt_consolidation,VA,22.57,4,18,10657.80813,0
1004088,1230715,19000,19000,60 months,11.71,419.87,7 years,MORTGAGE,76700,11-Nov,Fully Paid,debt_consolidation,CA,11.37,7,16,24750.91001,0
721033,915539,6000,6000,36 months,5.79,181.97,10+ years,RENT,70000,11-Apr,Fully Paid,debt_consolidation,CA,3.5,4,17,6460.944473,0
273445,273364,2000,2000,36 months,7.37,62.1,10+ years,OWN,35000,8-Mar,Fully Paid,vacation,CA,0.86,6,14,2012.48,0
465574,584268,25000,25000,36 months,12.18,832.5,2 years,MORTGAGE,77000,9-Dec,Fully Paid,credit_card,TX,22.44,6,28,29603.43974,0
817331,1025143,5000,5000,36 months,10.99,163.67,7 years,RENT,40992,11-Jul,Fully Paid,debt_consolidation,NJ,1.93,2,9,5501.459388,0
352719,355999,10925,7000,36 months,11.91,232.2,10+ years,MORTGAGE,285000,8-Aug,Does not meet the credit policy. Status:Charged Off,medical,PA,4.33,4,6,1625.4,1
623668,799266,20000,12200,36 months,6.17,372.09,3 years,RENT,75000,10-Dec,Fully Paid,debt_consolidation,MA,8.42,10,23,12914.19392,0
981531,1204712,2000,2000,36 months,11.71,66.16,3 years,RENT,34800,11-Oct,Fully Paid,credit_card,MD,21.9,4,6,2381.42,0
452088,557651,20000,20000,36 months,11.36,658.23,3 years,MORTGAGE,102000,10-Apr,Fully Paid,debt_consolidation,FL,6.05,12,33,23604.46748,0
605188,776379,7500,7500,60 months,12.61,169.16,< 1 year,MORTGAGE,110000,10-Nov,Fully Paid,home_improvement,NJ,6.64,7,10,10149.13946,0
842600,1053286,7000,7000,36 months,5.99,212.93,6 years,RENT,52000,11-Aug,Fully Paid,debt_consolidation,PA,10.68,11,35,7383.658371,0
1053591,1285181,20000,20000,60 months,18.64,514.86,4 years,RENT,87000,11-Dec,Current,debt_consolidation,IL,9.31,7,32,27825.03,0
564330,726125,12000,12000,36 months,11.49,395.66,3 years,MORTGAGE,85500,10-Aug,Fully Paid,other,IL,14.6,10,29,14243.78913,0
529853,685167,1800,1800,36 months,7.88,56.31,8 years,MORTGAGE,99000,10-Jun,Fully Paid,medical,PA,12.88,13,61,1913.683685,0
511137,660174,10000,10000,36 months,11.36,329.12,4 years,RENT,42000,10-May,Charged Off,renewable_energy,NY,10.31,19,37,10951.82,1
819711,1027858,35000,35000,60 months,19.29,913.52,2 years,RENT,150000,11-Jul,Fully Paid,debt_consolidation,NJ,10.7,11,17,52340.60996,0
514233,664663,2500,2500,36 months,13.11,84.37,4 years,RENT,21996,10-May,Charged Off,other,CA,8.07,3,7,3065.95,1
379948,406870,8000,8000,36 months,14.42,275.07,6 years,RENT,35570,9-Feb,Fully Paid,debt_consolidation,MA,24.63,9,25,9902.097313,0
353601,357296,5500,4300,36 months,8.32,135.39,2 years,RENT,50000,8-Aug,Fully Paid,major_purchase,CA,17.9,7,13,4873.710248,0
463953,581194,24250,24250,36 months,15.65,848.42,10+ years,OWN,41000,9-Dec,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,10.86,6,15,30349.8483,0
729959,925848,8000,8000,36 months,7.66,249.44,< 1 year,RENT,45000,11-Apr,Fully Paid,other,NY,1.2,4,18,8978.178892,0
496528,636261,18000,18000,36 months,10.99,589.24,5 years,MORTGAGE,73200,10-Mar,Fully Paid,home_improvement,TX,0.26,6,21,21213.54861,0
1006616,1233036,12000,12000,60 months,18.64,308.92,2 years,MORTGAGE,60000,11-Nov,Fully Paid,other,SC,13.74,6,21,15039.45222,0
980230,1203405,15200,15200,60 months,19.03,394.55,10+ years,MORTGAGE,38000,11-Oct,Current,credit_card,NY,12.88,12,28,22006.59,0
150490,144032,9400,9400,36 months,14.7,324.48,1 year,MORTGAGE,71000,7-Nov,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,GA,21.58,19,48,10843.16857,0
405994,454279,10000,10000,36 months,16,351.58,1 year,RENT,36000,9-May,Fully Paid,debt_consolidation,CA,20.2,4,5,12656.52741,0
602707,773310,16000,16000,60 months,15.2,382.33,5 years,RENT,80000,10-Nov,Charged Off,debt_consolidation,CA,13.99,6,14,16242.3,1
919910,1140461,11500,11500,36 months,6.62,353.1,< 1 year,RENT,34100,11-Oct,Fully Paid,credit_card,AZ,10.28,5,22,12460.50879,0
527817,682697,10000,9675,60 months,13.61,223.17,10+ years,MORTGAGE,78000,10-Jun,Fully Paid,home_improvement,CA,11.18,11,20,13390.10999,0
1057323,1288886,18000,18000,36 months,16.29,635.41,2 years,RENT,66000,11-Dec,Fully Paid,credit_card,CA,15.67,8,13,22874.61001,0
608640,780758,2000,2000,60 months,17.06,49.77,< 1 year,RENT,48000,10-Nov,Charged Off,major_purchase,FL,15.05,3,22,2695.3,1
1032352,1262015,30000,30000,60 months,21.67,822.95,6 years,MORTGAGE,1.00E+05,11-Dec,Charged Off,debt_consolidation,CA,1.19,3,4,29013.36,1
791885,996252,5600,5600,36 months,15.23,194.76,10+ years,MORTGAGE,105000,11-Jun,Fully Paid,home_improvement,NJ,2.7,7,31,6063.841512,0
520867,673421,6500,6500,36 months,7.14,201.12,4 years,MORTGAGE,95000,10-May,Fully Paid,major_purchase,NY,12.66,11,39,6930.813014,0
528485,683493,8500,8500,36 months,7.51,264.45,3 years,OWN,36000,10-Jun,Fully Paid,credit_card,NY,22.93,13,37,9373.897602,0
688988,879182,10000,10000,36 months,10.74,326.16,7 years,RENT,43288,11-Mar,Fully Paid,small_business,MD,8.62,3,4,11449.66865,0
736123,932954,10000,10000,36 months,7.66,311.8,6 years,RENT,79200,11-Apr,Fully Paid,debt_consolidation,CA,28.3,14,49,10565.88303,0
1064567,1298378,12000,12000,36 months,15.27,417.58,4 years,MORTGAGE,54000,11-Dec,Fully Paid,debt_consolidation,NJ,17.07,10,34,15032.53999,0
1044444,1274792,6000,6000,36 months,13.49,203.59,2 years,RENT,30000,11-Nov,Fully Paid,credit_card,CO,15.84,9,17,7328.920003,0
777763,980287,25000,25000,60 months,11.49,549.69,7 years,MORTGAGE,170000,11-Jun,Charged Off,small_business,KS,12.24,13,30,29534.19,1
859150,1071830,35000,35000,60 months,13.99,814.21,4 years,MORTGAGE,70000,11-Sep,Charged Off,small_business,TX,17.73,6,16,0,1
1034463,1264076,8500,8500,36 months,11.71,281.15,3 years,RENT,25000,11-Nov,Fully Paid,debt_consolidation,CA,18.43,6,6,10118.5024,0
312940,312937,16000,16000,36 months,17.34,573.16,6 years,RENT,45120,8-Apr,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,16.44,7,12,20633.5127,0
833530,1043143,10000,10000,36 months,16.89,355.99,10+ years,RENT,49000,11-Aug,Fully Paid,debt_consolidation,FL,23.39,11,35,12558.33706,0
687745,877775,6000,6000,60 months,13.8,138.99,5 years,RENT,30000,11-Mar,Fully Paid,debt_consolidation,WA,22.12,7,14,8281.710004,0
472837,597142,10000,10000,36 months,8.94,317.72,6 years,MORTGAGE,86000,10-Jan,Fully Paid,other,PA,17.43,20,48,10354.73343,0
592359,760785,13000,13000,36 months,7.51,404.45,< 1 year,MORTGAGE,93000,10-Oct,Fully Paid,debt_consolidation,TX,10.62,17,40,14438.37441,0
434021,517098,15000,15000,36 months,12.18,499.5,5 years,RENT,91000,9-Aug,Charged Off,wedding,CA,0.01,4,10,1157.23,1
466137,585376,6000,6000,36 months,11.48,197.82,10+ years,MORTGAGE,65000,9-Dec,Fully Paid,debt_consolidation,FL,18.11,7,33,7001.229103,0
702690,894545,10000,10000,36 months,7.29,310.1,7 years,MORTGAGE,80000,11-Mar,Fully Paid,major_purchase,CA,1.09,6,15,11163.54473,0
757402,957437,8000,8000,60 months,15.23,191.29,2 years,RENT,60000,11-Jun,Fully Paid,credit_card,LA,19.96,14,39,11477.11,0
506623,653221,5000,5000,36 months,7.51,155.55,5 years,MORTGAGE,80748,10-Apr,Fully Paid,other,PA,15.14,13,21,5599.852949,0
794020,998593,25000,16550,60 months,13.49,380.73,8 years,MORTGAGE,150000,11-Jul,Charged Off,small_business,NY,2.15,11,31,17098.44,1
346656,346847,7500,5850,36 months,10.08,188.99,4 years,MORTGAGE,80000,8-May,Charged Off,other,FL,17.61,8,36,6046.72,1
813291,1020733,3000,3000,60 months,13.49,69.02,10+ years,MORTGAGE,72000,11-Jul,Fully Paid,car,FL,15.23,5,8,3972.529999,0
768153,969374,35000,35000,60 months,20.62,939.41,5 years,MORTGAGE,130000,11-Jun,Fully Paid,home_improvement,OH,21.16,16,41,54714.7599,0
305411,305085,7200,7200,36 months,14.5,247.84,1 year,RENT,31389,8-Mar,Does not meet the credit policy. Status:Charged Off,credit_card,NY,17.78,13,32,4516.79,1
1060951,1293130,12800,12800,60 months,14.27,299.63,9 years,RENT,75000,11-Dec,Fully Paid,credit_card,FL,16.75,14,23,17264.13,0
498773,639878,12000,7375,60 months,13.98,171.53,3 years,RENT,105000,10-Jun,Fully Paid,debt_consolidation,FL,16.94,17,56,9905.97521,0
684950,874475,6000,6000,36 months,11.11,196.75,< 1 year,RENT,32000,11-Feb,Fully Paid,debt_consolidation,CA,3.6,6,7,6789.658999,0
514786,665439,2300,2300,36 months,15.33,80.11,2 years,RENT,14000,10-May,Fully Paid,credit_card,CA,3.29,13,14,2883.794358,0
645000,825342,10800,10800,36 months,8.88,342.84,2 years,RENT,55000,11-Jan,Fully Paid,debt_consolidation,CA,3.56,10,27,12343.24208,0
1011597,1238479,3600,3600,36 months,7.51,112,2 years,RENT,31800,11-Nov,Fully Paid,debt_consolidation,NY,29.25,4,11,3707.050819,0
476012,602834,2400,2400,36 months,17.74,86.46,3 years,RENT,50000,10-Jan,Does not meet the credit policy. Status:Fully Paid,other,VA,12.02,9,10,2997.961693,0
633813,811979,2400,2400,36 months,13.72,81.71,2 years,RENT,30000,10-Dec,Fully Paid,other,TX,12.88,8,26,2941.20396,0
1020097,1248858,5200,5200,36 months,8.9,165.12,10+ years,MORTGAGE,55000,11-Nov,Fully Paid,credit_card,LA,2.38,6,24,5960.398556,0
522056,675259,25000,18150,36 months,16.32,640.98,5 years,MORTGAGE,97000,10-Jun,Fully Paid,debt_consolidation,CA,11.72,15,24,21168.21634,0
562369,723661,12800,12800,36 months,16.82,455.21,1 year,MORTGAGE,110000,10-Aug,Fully Paid,debt_consolidation,KY,8.38,36,63,16033.51716,0
444077,540995,6000,6000,36 months,11.14,196.83,6 years,MORTGAGE,140300,9-Sep,Fully Paid,credit_card,NY,17.3,15,55,7085.970131,0
678900,867298,5750,5750,36 months,12.68,192.86,n/a,MORTGAGE,38970.81,11-Feb,Fully Paid,debt_consolidation,GA,4,24,62,6093.314544,0
785592,988916,5000,5000,36 months,9.99,161.32,4 years,RENT,47000,11-Jun,Fully Paid,debt_consolidation,AL,2.55,8,20,5807.205108,0
729827,925654,8000,8000,36 months,10.74,260.93,6 years,RENT,30000,11-Apr,Fully Paid,debt_consolidation,NM,17.56,14,24,9393.303534,0
500286,642464,4800,4800,36 months,11.36,157.98,8 years,MORTGAGE,70000,10-Apr,Fully Paid,debt_consolidation,OK,7.85,8,19,5304.888697,0
829862,1038990,10000,10000,60 months,18.79,258.26,2 years,MORTGAGE,96000,11-Jul,Fully Paid,home_improvement,OH,19.06,22,49,11768.23962,0
643840,823946,3200,3200,36 months,12.98,107.79,2 years,RENT,55000,11-Jan,Fully Paid,debt_consolidation,NY,1.53,6,14,3731.65854,0
729091,924836,9000,9000,36 months,14.54,309.97,4 years,RENT,43200,11-Apr,Fully Paid,medical,CA,15.94,7,9,11118.72587,0
609109,781307,16000,16000,36 months,14.83,553.32,5 years,MORTGAGE,88000,10-Nov,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,14.41,7,17,19562.00043,0
652604,834624,4000,4000,36 months,14.54,137.77,2 years,RENT,42000,11-Jan,Fully Paid,credit_card,IL,2.09,5,8,4959.499579,0
438571,528553,9600,9600,36 months,13.22,324.49,3 years,MORTGAGE,120000,9-Sep,Fully Paid,debt_consolidation,NJ,4.91,7,11,11112.73916,0
644362,824553,3000,3000,36 months,9.99,96.79,10+ years,MORTGAGE,45000,11-Jan,Fully Paid,debt_consolidation,WA,19.09,6,16,3484.811251,0
1035215,1264855,11300,11300,36 months,13.49,383.42,9 years,RENT,35000,11-Nov,Fully Paid,credit_card,MA,21.05,4,20,13802.85967,0
501680,644905,20000,20000,36 months,13.48,678.49,1 year,RENT,83500,10-Apr,Fully Paid,wedding,MA,19.77,19,42,24002.69108,0
714951,908429,14000,14000,60 months,13.06,318.98,1 year,RENT,61000,11-Mar,Fully Paid,other,NJ,16.54,15,33,19138.22793,0
1038009,1267917,4800,4800,36 months,7.9,150.2,1 year,RENT,60000,11-Nov,Fully Paid,debt_consolidation,WA,14.44,13,33,5354.220528,0
474345,599985,15000,15000,36 months,14.26,514.59,7 years,RENT,60132,10-Jan,Fully Paid,debt_consolidation,MA,8.94,5,6,16865.21088,0
424617,500509,5000,5000,36 months,10.95,163.57,10+ years,MORTGAGE,109500,9-Jul,Fully Paid,wedding,MD,15.75,10,31,5370.943062,0
513976,664217,9000,9000,36 months,9.88,289.9,1 year,RENT,41000,10-May,Fully Paid,credit_card,CA,20.99,8,14,9870.320154,0
348908,350342,6500,6500,36 months,8.32,204.65,10+ years,MORTGAGE,39996,8-Jun,Fully Paid,debt_consolidation,PA,5.43,9,21,7358.865916,0
