Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
IndiGo,Delhi,Cochin,1,6769,2019,345,Evening,Night
Air Asia,Kolkata,Banglore,2,5192,2019,500,Afternoon,Night
Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Night,Night
IndiGo,Chennai,Kolkata,0,8580,2019,140,Morning,Morning
Air India,Delhi,Cochin,1,7480,2019,1255,Afternoon,Morning
Jet Airways,Banglore,Delhi,0,5198,2019,180,Morning,Morning
Jet Airways,Delhi,Cochin,2,10368,2019,560,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,8040,2019,85,Morning,Morning
Jet Airways,Delhi,Cochin,2,18909,2019,1205,Morning,Night
Air India,Kolkata,Banglore,2,12849,2019,1345,Morning,Night
Air India,Delhi,Cochin,1,22798,2019,1350,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14571,2019,590,Morning,Evening
Jet Airways,Banglore,New Delhi,1,13502,2019,1090,Afternoon,Morning
SpiceJet,Chennai,Kolkata,0,3332,2019,140,Evening,Evening
Multiple carriers,Delhi,Cochin,1,7354,2019,705,Morning,Evening
Multiple carriers,Delhi,Cochin,1,8073,2019,660,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,4049,2019,85,Morning,Morning
Jet Airways,Delhi,Cochin,1,15029,2019,1570,Night,Night
Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
Multiple carriers,Delhi,Cochin,1,7038,2019,920,Morning,Night
Jet Airways,Delhi,Cochin,1,15554,2019,660,Morning,Evening
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
IndiGo,Delhi,Cochin,1,5636,2019,325,Night,Morning
Air India,Delhi,Cochin,2,9653,2019,1180,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,8586,2019,910,Evening,Morning
SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Afternoon,Afternoon
Vistara,Kolkata,Banglore,1,9345,2019,1625,Evening,Night
Jet Airways,Delhi,Cochin,2,9270,2019,1925,Morning,Evening
Jet Airways,Delhi,Cochin,2,13292,2019,810,Night,Evening
Jet Airways,Delhi,Cochin,2,8098,2019,1570,Evening,Evening
Air India,Delhi,Cochin,1,7952,2019,1420,Morning,Morning
IndiGo,Delhi,Cochin,1,5883,2019,415,Evening,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
Multiple carriers,Delhi,Cochin,1,10696,2019,925,Morning,Night
Vistara,Banglore,Delhi,0,4878,2019,155,Evening,Evening
SpiceJet,Banglore,Delhi,0,3971,2019,170,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,7198,2019,390,Evening,Night
Jet Airways,Kolkata,Banglore,1,9314,2019,1540,Evening,Night
SpiceJet,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
Multiple carriers,Delhi,Cochin,1,7154,2019,510,Morning,Evening
Air India,Delhi,Cochin,1,9929,2019,735,Morning,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,455,Morning,Evening
Multiple carriers,Delhi,Cochin,1,10877,2019,630,Morning,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,150,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,570,Morning,Evening
IndiGo,Delhi,Cochin,1,13611,2019,515,Night,Afternoon
IndiGo,Delhi,Cochin,1,6628,2019,975,Morning,Night
IndiGo,Delhi,Cochin,0,5601,2019,195,Afternoon,Evening
SpiceJet,Delhi,Cochin,1,5583,2019,315,Morning,Morning
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,960,Evening,Afternoon
IndiGo,Delhi,Cochin,1,5883,2019,415,Evening,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
Vistara,Banglore,New Delhi,0,13383,2019,155,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,9646,2019,555,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,11467,2019,1570,Evening,Evening
Air Asia,Kolkata,Banglore,1,5192,2019,720,Night,Morning
Air Asia,Banglore,New Delhi,0,6477,2019,165,Night,Night
Multiple carriers,Delhi,Cochin,1,13727,2019,720,Morning,Evening
Vistara,Kolkata,Banglore,1,9555,2019,1640,Evening,Evening
Vistara,Mumbai,Hyderabad,1,12395,2019,750,Morning,Night
Jet Airways,Delhi,Cochin,1,10262,2019,550,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,740,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Morning,Morning
SpiceJet,Kolkata,Banglore,1,7804,2019,330,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1680,Afternoon,Evening
Jet Airways,Banglore,Delhi,0,5198,2019,180,Evening,Night
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
Air India,Delhi,Cochin,1,7174,2019,320,Evening,Night
Air India,Delhi,Cochin,1,8907,2019,1590,Evening,Night
Jet Airways,Delhi,Cochin,2,13014,2019,1615,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,13584,2019,665,Evening,Morning
Air Asia,Kolkata,Banglore,0,4107,2019,150,Night,Night
Jet Airways,Mumbai,Hyderabad,0,2071,2019,90,Night,Night
Jet Airways,Delhi,Cochin,1,12373,2019,450,Evening,Night
Air India,Banglore,New Delhi,2,13303,2019,1745,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,8529,2019,1055,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,14571,2019,1495,Evening,Evening
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,160,Evening,Night
Air India,Banglore,New Delhi,1,5118,2019,325,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,1430,Morning,Morning
Air India,Kolkata,Banglore,2,12723,2019,1840,Night,Afternoon
GoAir,Banglore,Delhi,0,3419,2019,165,Evening,Night
Jet Airways,Banglore,New Delhi,1,11087,2019,710,Night,Morning
IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1225,Morning,Night
Jet Airways,Delhi,Cochin,2,12609,2019,1620,Morning,Afternoon
Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Air India,Kolkata,Banglore,0,5195,2019,150,Afternoon,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
IndiGo,Banglore,New Delhi,0,7648,2019,170,Afternoon,Afternoon
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
Air India,Banglore,Delhi,0,6121,2019,165,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
Jet Airways,Banglore,New Delhi,1,9134,2019,340,Night,Morning
Jet Airways,Kolkata,Banglore,1,10844,2019,1660,Evening,Night
IndiGo,Chennai,Kolkata,0,5277,2019,140,Night,Night
IndiGo,Delhi,Cochin,1,5073,2019,300,Afternoon,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
Multiple carriers,Delhi,Cochin,1,10877,2019,690,Morning,Evening
Jet Airways,Delhi,Cochin,1,5406,2019,1575,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,1005,Evening,Morning
Jet Airways,Delhi,Cochin,2,14237,2019,1090,Evening,Afternoon
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
Air India,Kolkata,Banglore,1,11306,2019,805,Morning,Evening
Air Asia,Kolkata,Banglore,1,5192,2019,720,Night,Morning
Vistara,Chennai,Kolkata,0,3687,2019,135,Morning,Morning
Multiple carriers,Delhi,Cochin,1,12192,2019,910,Night,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,360,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,14924,2019,1395,Evening,Evening
SpiceJet,Kolkata,Banglore,1,8479,2019,435,Morning,Evening
Multiple carriers,Delhi,Cochin,1,6943,2019,690,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,7354,2019,755,Morning,Evening
Multiple carriers,Delhi,Cochin,1,12192,2019,600,Morning,Evening
IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
Jet Airways,Delhi,Cochin,2,15129,2019,1430,Evening,Evening
Vistara,Banglore,Delhi,0,5403,2019,160,Morning,Morning
Jet Airways,Delhi,Cochin,2,13882,2019,1140,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
Vistara,Banglore,Delhi,0,4878,2019,170,Evening,Night
IndiGo,Delhi,Cochin,2,6494,2019,880,Morning,Evening
IndiGo,Banglore,New Delhi,0,4777,2019,165,Night,Night
Air India,Mumbai,Hyderabad,0,3625,2019,90,Afternoon,Afternoon
Air India,Kolkata,Banglore,2,9258,2019,1830,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,360,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,150,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,7485,2019,910,Morning,Night
Air India,Kolkata,Banglore,2,11222,2019,1610,Morning,Morning
Jet Airways,Kolkata,Banglore,1,12121,2019,1685,Evening,Evening
Air India,Kolkata,Banglore,2,10697,2019,610,Morning,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,450,Morning,Evening
SpiceJet,Kolkata,Banglore,1,6381,2019,520,Morning,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
IndiGo,Mumbai,Hyderabad,0,2227,2019,95,Evening,Evening
IndiGo,Banglore,New Delhi,0,4545,2019,165,Night,Night
IndiGo,Kolkata,Banglore,0,4148,2019,160,Evening,Evening
IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Evening
Air India,Banglore,New Delhi,2,7642,2019,1625,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1235,Afternoon,Afternoon
Jet Airways,Banglore,Delhi,0,4030,2019,180,Morning,Morning
IndiGo,Delhi,Cochin,0,5000,2019,195,Afternoon,Evening
SpiceJet,Delhi,Cochin,1,5264,2019,270,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,185,Evening,Night
Jet Airways,Delhi,Cochin,1,10577,2019,660,Morning,Evening
Air India,Kolkata,Banglore,2,12723,2019,1625,Night,Morning
Jet Airways,Delhi,Cochin,1,14714,2019,395,Evening,Night
Jet Airways,Delhi,Cochin,1,7438,2019,1570,Night,Night
Air India,Kolkata,Banglore,1,10203,2019,1435,Evening,Evening
Air Asia,Kolkata,Banglore,0,3782,2019,150,Night,Night
Multiple carriers,Delhi,Cochin,1,8073,2019,390,Evening,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Afternoon,Evening
IndiGo,Kolkata,Banglore,1,4864,2019,330,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,15135,2019,730,Morning,Evening
Air India,Kolkata,Banglore,1,8366,2019,1100,Afternoon,Morning
Air India,Banglore,Delhi,0,7171,2019,165,Evening,Evening
Jet Airways,Kolkata,Banglore,1,12121,2019,690,Morning,Evening
Air India,Delhi,Cochin,2,11753,2019,500,Morning,Evening
IndiGo,Banglore,New Delhi,1,8064,2019,285,Night,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1680,Afternoon,Evening
IndiGo,Chennai,Kolkata,0,5277,2019,140,Night,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Evening
Air India,Mumbai,Hyderabad,2,11342,2019,560,Night,Afternoon
Jet Airways,Kolkata,Banglore,1,7594,2019,1330,Morning,Night
Air Asia,Banglore,Delhi,0,4483,2019,165,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,16263,2019,505,Evening,Night
Air India,Kolkata,Banglore,2,13243,2019,920,Morning,Night
Jet Airways,Banglore,Delhi,0,6478,2019,165,Morning,Morning
Jet Airways,Delhi,Cochin,1,15764,2019,320,Night,Night
Air India,Kolkata,Banglore,2,4647,2019,1170,Morning,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
Air India,Kolkata,Banglore,0,4145,2019,155,Evening,Night
Multiple carriers,Delhi,Cochin,1,8055,2019,810,Morning,Evening
Air India,Delhi,Cochin,2,12409,2019,1560,Evening,Evening
IndiGo,Kolkata,Banglore,0,6038,2019,165,Morning,Afternoon
Air Asia,Kolkata,Banglore,0,4107,2019,150,Night,Night
Air India,Kolkata,Banglore,2,11458,2019,955,Morning,Night
Air Asia,Delhi,Cochin,1,6152,2019,340,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,1585,Evening,Night
Vistara,Chennai,Kolkata,0,11982,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,590,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6938,2019,480,Afternoon,Night
Jet Airways,Delhi,Cochin,2,15339,2019,1775,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,6093,2019,455,Afternoon,Night
Multiple carriers Premium economy,Delhi,Cochin,1,10885,2019,395,Evening,Night
Air India,Delhi,Cochin,1,8907,2019,570,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,9663,2019,855,Morning,Evening
IndiGo,Delhi,Cochin,1,7160,2019,425,Night,Afternoon
Multiple carriers Premium economy,Delhi,Cochin,1,11269,2019,480,Morning,Afternoon
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Air India,Delhi,Cochin,1,8907,2019,795,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,3210,2019,85,Night,Night
Air India,Banglore,Delhi,0,6961,2019,165,Morning,Morning
Jet Airways,Banglore,New Delhi,1,14815,2019,1090,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,11467,2019,1540,Evening,Night
GoAir,Delhi,Cochin,1,9069,2019,310,Afternoon,Evening
SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Air India,Kolkata,Banglore,1,6528,2019,1440,Afternoon,Afternoon
Jet Airways,Banglore,New Delhi,1,22270,2019,400,Night,Afternoon
Jet Airways,Delhi,Cochin,2,15654,2019,1060,Morning,Night
Vistara,Kolkata,Banglore,1,7770,2019,1595,Evening,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
Jet Airways,Delhi,Cochin,2,10368,2019,1025,Evening,Afternoon
IndiGo,Delhi,Cochin,0,7673,2019,195,Evening,Night
IndiGo,Delhi,Cochin,0,6015,2019,195,Night,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,13941,2019,735,Evening,Morning
Air Asia,Kolkata,Banglore,1,5162,2019,215,Evening,Night
Air India,Banglore,New Delhi,1,10657,2019,700,Morning,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,425,Afternoon,Night
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Evening,Evening
Air India,Banglore,New Delhi,2,11474,2019,965,Morning,Night
Jet Airways,Kolkata,Banglore,1,7757,2019,800,Evening,Morning
Jet Airways,Mumbai,Hyderabad,0,2228,2019,85,Night,Night
Jet Airways,Banglore,New Delhi,1,10405,2019,1455,Morning,Morning
GoAir,Banglore,Delhi,0,3419,2019,175,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1145,Evening,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,90,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,11848,2019,1570,Night,Night
Air India,Delhi,Cochin,1,5683,2019,705,Evening,Morning
Jet Airways,Kolkata,Banglore,1,9663,2019,1655,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,4544,2019,180,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Night,Night
Vistara,Kolkata,Banglore,1,9187,2019,765,Evening,Morning
Vistara,Kolkata,Banglore,1,8452,2019,1440,Evening,Evening
Air India,Kolkata,Banglore,2,11668,2019,955,Morning,Night
Air India,Delhi,Cochin,2,13381,2019,1730,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,8073,2019,840,Morning,Evening
Air Asia,Kolkata,Banglore,0,5620,2019,155,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,12739,2019,875,Afternoon,Night
Air Asia,Kolkata,Banglore,0,5989,2019,150,Evening,Night
Air India,Kolkata,Banglore,1,8891,2019,1350,Morning,Morning
Jet Airways,Banglore,Delhi,0,4544,2019,180,Evening,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1620,Afternoon,Evening
Vistara,Kolkata,Banglore,1,9345,2019,1640,Evening,Evening
Vistara,Banglore,New Delhi,0,21730,2019,160,Evening,Night
IndiGo,Delhi,Cochin,1,6838,2019,705,Morning,Evening
Air India,Mumbai,Hyderabad,1,10943,2019,1345,Evening,Evening
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Morning
SpiceJet,Banglore,Delhi,0,3573,2019,160,Night,Morning
SpiceJet,Kolkata,Banglore,0,3841,2019,145,Morning,Morning
Multiple carriers,Delhi,Cochin,1,9646,2019,505,Morning,Evening
Air India,Delhi,Cochin,0,4729,2019,185,Evening,Evening
Jet Airways,Banglore,New Delhi,1,17261,2019,640,Night,Morning
Jet Airways,Kolkata,Banglore,1,13941,2019,1200,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,10844,2019,890,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,14231,2019,1285,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,14714,2019,360,Afternoon,Evening
SpiceJet,Delhi,Cochin,1,6460,2019,270,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,11467,2019,1630,Evening,Night
IndiGo,Banglore,Delhi,0,3943,2019,175,Night,Night
IndiGo,Kolkata,Banglore,1,4775,2019,290,Afternoon,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,145,Morning,Morning
Jet Airways,Banglore,New Delhi,1,12284,2019,1200,Morning,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
Jet Airways,Delhi,Cochin,2,12819,2019,1390,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,14714,2019,610,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
Multiple carriers,Delhi,Cochin,2,16840,2019,625,Afternoon,Night
Jet Airways,Delhi,Cochin,1,15554,2019,335,Night,Night
GoAir,Delhi,Cochin,1,5752,2019,540,Morning,Evening
Vistara,Kolkata,Banglore,1,8452,2019,1065,Evening,Morning
Multiple carriers,Delhi,Cochin,1,11761,2019,675,Morning,Evening
Multiple carriers,Delhi,Cochin,1,14848,2019,375,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,540,Morning,Evening
Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
Multiple carriers,Delhi,Cochin,1,9103,2019,455,Morning,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,885,Evening,Afternoon
GoAir,Delhi,Cochin,1,4525,2019,370,Morning,Afternoon
Air India,Banglore,Delhi,0,5228,2019,165,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,19225,2019,460,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
Jet Airways,Delhi,Cochin,1,7438,2019,865,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,13135,2019,690,Night,Afternoon
IndiGo,Delhi,Cochin,0,6015,2019,195,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,8283,2019,510,Evening,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
IndiGo,Kolkata,Banglore,0,4148,2019,165,Morning,Afternoon
GoAir,Banglore,New Delhi,1,7657,2019,270,Afternoon,Evening
IndiGo,Kolkata,Banglore,1,5276,2019,220,Evening,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,840,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
IndiGo,Delhi,Cochin,2,8378,2019,565,Morning,Evening
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14388,2019,800,Evening,Morning
SpiceJet,Chennai,Kolkata,0,3543,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,400,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,705,Morning,Evening
SpiceJet,Delhi,Cochin,1,4957,2019,295,Evening,Night
IndiGo,Delhi,Cochin,1,6442,2019,515,Morning,Afternoon
Air India,Delhi,Cochin,1,7480,2019,965,Evening,Morning
IndiGo,Delhi,Cochin,1,5073,2019,305,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,365,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,9646,2019,385,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,7851,2019,590,Morning,Afternoon
SpiceJet,Mumbai,Hyderabad,0,2175,2019,80,Night,Morning
Air India,Kolkata,Banglore,2,14424,2019,1165,Morning,Night
Jet Airways,Delhi,Cochin,2,13014,2019,560,Morning,Evening
Jet Airways,Delhi,Cochin,1,5177,2019,1005,Night,Evening
Multiple carriers,Delhi,Cochin,1,15135,2019,485,Morning,Evening
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
Jet Airways,Banglore,New Delhi,1,22270,2019,1045,Morning,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,15129,2019,1195,Night,Evening
IndiGo,Delhi,Cochin,1,6093,2019,860,Morning,Evening
Jet Airways,Banglore,New Delhi,1,11087,2019,375,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,7408,2019,720,Morning,Evening
IndiGo,Kolkata,Banglore,1,6534,2019,315,Evening,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
Air India,Mumbai,Hyderabad,1,8528,2019,795,Night,Evening
Air India,Delhi,Cochin,2,12199,2019,1560,Evening,Evening
Multiple carriers,Delhi,Cochin,1,14067,2019,930,Morning,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Evening
Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
Air India,Kolkata,Banglore,1,6241,2019,1440,Afternoon,Afternoon
Air India,Delhi,Cochin,1,16142,2019,1255,Afternoon,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,160,Evening,Night
IndiGo,Delhi,Cochin,1,6979,2019,575,Morning,Evening
Air India,Delhi,Cochin,0,6094,2019,180,Afternoon,Evening
Air India,Banglore,Delhi,0,5176,2019,165,Evening,Evening
Multiple carriers,Delhi,Cochin,1,15136,2019,480,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,10031,2019,900,Morning,Night
Jet Airways,Kolkata,Banglore,1,12681,2019,800,Morning,Evening
Multiple carriers,Delhi,Cochin,1,12402,2019,710,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13759,2019,585,Morning,Evening
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Night
Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
Vistara,Kolkata,Banglore,1,9187,2019,1065,Evening,Morning
Multiple carriers,Delhi,Cochin,1,7530,2019,830,Morning,Night
Air India,Kolkata,Banglore,1,8026,2019,270,Morning,Afternoon
SpiceJet,Banglore,Delhi,0,4319,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
SpiceJet,Kolkata,Banglore,0,4174,2019,145,Morning,Morning
Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
Multiple carriers,Delhi,Cochin,1,13062,2019,835,Morning,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,550,Evening,Night
Jet Airways,Delhi,Cochin,1,14714,2019,805,Afternoon,Night
Air India,Kolkata,Banglore,2,10991,2019,875,Night,Evening
Jet Airways,Banglore,Delhi,0,4030,2019,175,Morning,Afternoon
Vistara,Banglore,New Delhi,1,6800,2019,355,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,11087,2019,1590,Morning,Morning
Multiple carriers,Delhi,Cochin,1,9794,2019,520,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14388,2019,730,Evening,Morning
IndiGo,Kolkata,Banglore,0,4148,2019,160,Evening,Night
Air India,Delhi,Cochin,2,17266,2019,1395,Evening,Evening
Air India,Kolkata,Banglore,1,7893,2019,745,Evening,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
Multiple carriers,Delhi,Cochin,1,9930,2019,835,Morning,Evening
Multiple carriers,Delhi,Cochin,1,18286,2019,845,Morning,Night
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
IndiGo,Delhi,Cochin,1,5054,2019,275,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,715,Morning,Evening
Air Asia,Delhi,Cochin,1,11410,2019,340,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,14571,2019,705,Morning,Evening
GoAir,Delhi,Cochin,1,4692,2019,370,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,685,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,1220,Evening,Afternoon
Air India,Delhi,Cochin,0,6094,2019,180,Afternoon,Evening
Vistara,Delhi,Cochin,0,6741,2019,190,Afternoon,Evening
Air India,Delhi,Cochin,1,8372,2019,1420,Morning,Morning
Multiple carriers,Delhi,Cochin,1,14067,2019,575,Night,Morning
IndiGo,Delhi,Cochin,1,10236,2019,825,Morning,Night
Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
Multiple carriers,Delhi,Cochin,1,8386,2019,385,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,6795,2019,830,Morning,Night
Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Air India,Banglore,Delhi,0,6961,2019,165,Morning,Morning
Jet Airways,Kolkata,Banglore,1,12692,2019,395,Evening,Night
Air India,Mumbai,Hyderabad,0,4307,2019,75,Evening,Evening
Jet Airways,Banglore,Delhi,0,4030,2019,180,Morning,Morning
Air India,Kolkata,Banglore,2,15957,2019,805,Morning,Night
Jet Airways,Banglore,New Delhi,1,7832,2019,755,Night,Morning
IndiGo,Mumbai,Hyderabad,0,4049,2019,85,Morning,Morning
Jet Airways,Banglore,New Delhi,1,9134,2019,570,Night,Afternoon
Air Asia,Kolkata,Banglore,0,4409,2019,150,Night,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,510,Afternoon,Night
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Multiple carriers,Delhi,Cochin,1,6795,2019,615,Afternoon,Night
Air Asia,Kolkata,Banglore,0,3807,2019,150,Night,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,425,Afternoon,Night
Air India,Delhi,Cochin,1,8372,2019,615,Morning,Evening
