,loan_amnt,funded_amnt,term,int_rate,installment,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
17915,15000,15000,60 months,9.62,315.91,OWN,43200.0,Charged Off,car,FL,1.08,4,7,7988.96,1
17916,10000,10000,36 months,12.21,333.15,RENT,48000.0,Fully Paid,debt_consolidation,MA,18.35,7,14,11993.32834,0
17917,3000,3000,36 months,8.49,94.69,OWN,26000.0,Fully Paid,debt_consolidation,TX,12.51,16,43,3288.904697,0
17918,9800,9800,36 months,12.73,328.95,MORTGAGE,93000.0,Fully Paid,debt_consolidation,WA,1.78,9,37,11839.61833,0
17919,6500,6500,36 months,15.65,227.41,RENT,20000.0,Fully Paid,small_business,FL,18.9,2,4,8187.624983,0
17920,8000,8000,36 months,12.73,268.53,RENT,35000.0,Charged Off,moving,OH,5.11,4,5,5089.18,1
17921,6000,6000,36 months,8.9,190.52,RENT,47000.0,Fully Paid,other,OH,14.43,8,14,6858.700002,0
17922,9000,9000,36 months,13.23,304.25,MORTGAGE,58000.0,Fully Paid,debt_consolidation,AZ,17.54,7,15,10302.2457,0
17923,6600,6600,36 months,14.35,226.7,RENT,31320.0,Does not meet the credit policy. Status:Fully Paid,other,FL,24.52,9,20,8191.934106,0
17924,8500,8500,36 months,11.48,280.24,RENT,19200.0,Fully Paid,educational,NJ,14.06,6,6,10088.29999,0
17925,7000,7000,36 months,8.9,222.28,MORTGAGE,70000.0,Fully Paid,small_business,MD,4.1,4,14,7996.878373,0
17926,22000,22000,60 months,19.42,575.79,RENT,82500.0,Current,debt_consolidation,AZ,16.2,7,14,31063.02,0
17927,8000,8000,60 months,16.89,198.35,OWN,28600.0,Fully Paid,major_purchase,FL,0.84,4,10,8462.426047,0
17928,20000,20000,60 months,12.69,451.9,MORTGAGE,109000.0,Fully Paid,debt_consolidation,GA,6.14,19,33,26801.37,0
17929,13475,13475,60 months,13.49,309.99,RENT,25000.0,Charged Off,credit_card,CA,21.89,7,14,6198.89,1
17930,20000,20000,36 months,14.54,688.81,MORTGAGE,120000.0,Charged Off,credit_card,TX,7.91,12,25,16130.52,1
17931,10400,10400,36 months,11.14,341.16,OWN,42000.0,Fully Paid,debt_consolidation,NH,9.2,9,23,12133.69114,0
17932,8000,8000,36 months,7.14,247.53,MORTGAGE,40000.0,Fully Paid,major_purchase,MD,0.0,7,29,8889.899967,0
17933,21000,21000,36 months,13.57,713.34,MORTGAGE,144000.0,Fully Paid,credit_card,TX,13.95,21,35,25680.14841,0
17934,14000,8850,60 months,12.61,199.61,RENT,91000.0,Fully Paid,debt_consolidation,TX,13.81,20,33,11906.27002,0
17935,14000,14000,36 months,10.99,458.28,RENT,62000.0,Fully Paid,debt_consolidation,VA,11.34,3,12,16497.89947,0
17936,21600,21600,36 months,11.48,712.12,OWN,138000.0,Fully Paid,debt_consolidation,FL,22.09,6,15,21806.83,0
17937,15000,15000,60 months,18.99,389.03,MORTGAGE,57000.0,Fully Paid,debt_consolidation,NY,22.53,13,26,23372.71004,0
17938,22000,22000,60 months,12.69,497.09,MORTGAGE,50000.0,Fully Paid,debt_consolidation,WA,27.96,14,31,27208.26731,0
17939,1200,1200,60 months,15.58,28.92,MORTGAGE,24000.0,Charged Off,debt_consolidation,NY,0.0,2,4,795.15,1
17940,6000,6000,36 months,16.69,213.0,MORTGAGE,41000.0,Fully Paid,debt_consolidation,FL,12.18,5,9,7514.237307,0
17941,9600,9600,36 months,11.89,318.38,RENT,35400.0,Fully Paid,car,VA,21.15,17,36,11027.19068,0
17942,20000,20000,60 months,13.49,460.1,OWN,75000.0,Current,debt_consolidation,VA,25.23,7,20,24818.36,0
17943,4600,4600,36 months,9.99,148.41,RENT,73000.0,Fully Paid,wedding,DE,3.14,8,8,4999.711644,0
17944,10000,10000,36 months,10.59,325.45,MORTGAGE,56820.0,Charged Off,debt_consolidation,TX,13.9,6,34,974.79,1
17945,16000,11150,36 months,6.99,344.23,MORTGAGE,120000.0,Fully Paid,home_improvement,IL,13.88,10,35,11773.63727,0
17946,12000,12000,60 months,13.99,279.16,MORTGAGE,40000.0,Charged Off,other,NC,10.95,3,32,9272.18,1
17947,13050,13050,36 months,14.59,449.77,MORTGAGE,140000.0,Fully Paid,debt_consolidation,TX,11.07,8,18,16192.23597,0
17948,26500,26500,60 months,20.99,716.77,RENT,51312.0,Fully Paid,debt_consolidation,CA,20.98,8,32,36924.99779,0
17949,25000,25000,60 months,13.35,573.32,MORTGAGE,92000.0,Fully Paid,debt_consolidation,NY,21.08,15,38,27381.77868,0
17950,8000,8000,36 months,13.87,272.92,RENT,80000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NH,11.1,6,11,9824.948678,0
17951,7000,7000,36 months,14.61,241.33,OTHER,42500.0,Fully Paid,debt_consolidation,CA,10.64,8,16,8687.682478,0
17952,5000,5000,36 months,10.0,161.34,OWN,40000.0,Fully Paid,small_business,PA,5.46,5,8,5808.070197,0
17953,12000,8200,60 months,17.99,208.19,RENT,80000.0,Fully Paid,debt_consolidation,CA,21.27,7,26,11727.31632,0
17954,2400,2400,36 months,13.06,80.94,MORTGAGE,30000.0,Fully Paid,other,SD,9.04,6,22,2826.591329,0
17955,19750,12225,60 months,7.88,247.18,RENT,45000.0,Fully Paid,house,MA,23.44,6,16,14830.18923,0
17956,10000,10000,60 months,11.86,221.74,OWN,52000.0,Charged Off,debt_consolidation,FL,17.77,7,22,3938.51,1
17957,21000,21000,60 months,13.23,480.3,MORTGAGE,55700.0,Fully Paid,other,PA,15.15,16,25,28810.72846,0
17958,6000,6000,36 months,15.7,210.07,RENT,38004.0,Fully Paid,debt_consolidation,NJ,0.0,4,11,7174.4581,0
17959,12000,12000,36 months,18.84,438.93,MORTGAGE,50000.0,Fully Paid,small_business,GA,12.6,11,16,15801.01287,0
17960,7300,7300,36 months,9.45,233.67,RENT,41400.0,Fully Paid,debt_consolidation,KS,16.52,8,21,8412.119069,0
17961,7000,7000,36 months,6.03,213.05,RENT,78300.0,Fully Paid,debt_consolidation,NY,1.73,7,18,7362.445989,0
17962,8000,8000,60 months,16.32,195.91,OWN,50500.0,Fully Paid,credit_card,CA,17.23,9,21,10325.06879,0
17963,3000,3000,36 months,13.35,101.59,MORTGAGE,23000.0,Fully Paid,debt_consolidation,MI,19.83,4,11,3661.578879,0
17964,6000,5900,36 months,5.79,178.93,MORTGAGE,62500.0,Fully Paid,small_business,NV,12.61,8,15,6441.546324,0
17966,14000,14000,36 months,11.49,461.6,RENT,76500.0,Fully Paid,debt_consolidation,VA,12.45,9,15,14638.60651,0
17967,9475,9475,36 months,13.99,323.79,MORTGAGE,66901.0,Fully Paid,debt_consolidation,CA,19.32,8,14,11332.74946,0
17968,5000,5000,36 months,8.49,157.82,MORTGAGE,120000.0,Fully Paid,home_improvement,CA,6.86,4,13,5681.3,0
17969,10000,10000,36 months,6.99,308.73,RENT,68000.0,Fully Paid,credit_card,NJ,22.52,19,34,11114.09033,0
17970,6800,6800,60 months,13.49,156.44,RENT,30000.0,Fully Paid,debt_consolidation,NY,13.64,11,20,7454.880696,0
17971,10000,10000,36 months,13.24,338.1,RENT,32708.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,26.12,6,10,12171.46926,0
17973,10000,10000,36 months,14.27,343.09,MORTGAGE,78000.0,Charged Off,debt_consolidation,MD,4.52,7,8,7230.46,1
17975,9250,9250,36 months,14.22,317.13,RENT,19200.0,Charged Off,debt_consolidation,VT,10.81,2,3,1030.75,1
17976,4200,4200,36 months,8.0,131.62,RENT,32000.0,Fully Paid,debt_consolidation,OR,17.48,12,18,4738.007575,0
17977,7750,7750,60 months,15.21,185.23,RENT,19992.0,Charged Off,debt_consolidation,LA,16.87,14,17,8328.07,1
17978,20000,12800,60 months,17.99,324.97,MORTGAGE,49000.0,Current,credit_card,FL,15.26,6,15,19151.84,0
17979,3000,3000,36 months,8.49,94.69,RENT,35000.0,Fully Paid,wedding,NJ,23.93,9,13,3219.573478,0
17980,6000,6000,36 months,7.51,186.67,RENT,84996.0,Charged Off,other,VA,16.14,12,21,6378.11,1
17981,15000,15000,36 months,12.73,503.5,MORTGAGE,85000.0,Fully Paid,other,WI,13.02,9,20,17521.35464,0
17982,18225,18225,60 months,19.91,481.94,RENT,33000.0,Fully Paid,debt_consolidation,CA,15.38,7,19,25582.75521,0
17983,24000,14875,60 months,14.59,350.69,RENT,72000.0,Does not meet the credit policy. Status:Charged Off,other,PA,15.82,9,14,5605.1,1
17984,3500,3500,36 months,9.91,112.79,RENT,39000.0,Fully Paid,debt_consolidation,TX,20.71,6,18,4060.329999,0
17985,8000,8000,36 months,7.88,250.25,RENT,38400.0,Fully Paid,debt_consolidation,FL,9.69,4,5,8999.778919,0
17986,3000,3000,36 months,10.36,97.31,MORTGAGE,65000.0,Fully Paid,home_improvement,PA,3.56,9,25,3503.295082,0
17988,10625,10625,36 months,9.99,342.79,RENT,39000.0,Fully Paid,debt_consolidation,DE,29.2,5,20,11760.52032,0
17989,16000,16000,36 months,10.99,523.77,RENT,33000.0,Fully Paid,debt_consolidation,VA,18.8,7,15,18856.52814,0
17990,20000,20000,36 months,14.09,684.43,RENT,57000.0,Fully Paid,major_purchase,TX,1.68,12,12,24641.87397,0
17992,6500,6500,36 months,16.32,229.55,RENT,50000.0,Fully Paid,debt_consolidation,NY,9.89,7,11,6927.243456,0
17993,9000,9000,36 months,15.96,316.24,MORTGAGE,78000.0,Charged Off,debt_consolidation,CA,5.89,4,6,7756.99,1
17994,8000,8000,36 months,5.79,242.62,OWN,40000.0,Charged Off,small_business,GA,19.41,10,16,1523.92,1
17995,4400,4400,36 months,11.49,145.08,MORTGAGE,80000.0,Fully Paid,other,MI,22.95,17,48,4523.48435,0
17996,10000,5025,36 months,6.17,153.26,RENT,95000.0,Fully Paid,major_purchase,CO,2.65,5,12,5518.204327,0
17997,12000,12000,36 months,11.36,394.94,RENT,65000.0,Fully Paid,debt_consolidation,NY,10.97,3,17,13580.27573,0
17998,10000,10000,36 months,14.91,346.22,RENT,48000.0,Fully Paid,debt_consolidation,TX,13.72,12,15,12464.53713,0
17999,24250,24250,36 months,14.22,831.41,MORTGAGE,128004.0,Charged Off,debt_consolidation,FL,12.91,17,23,5812.17,1
18000,13000,13000,36 months,15.33,452.76,MORTGAGE,100000.0,Fully Paid,debt_consolidation,CA,15.89,10,24,16184.74554,0
18001,13000,13000,36 months,14.35,446.53,MORTGAGE,65000.0,Fully Paid,credit_card,CA,8.99,6,13,16075.63674,0
18002,10000,10000,36 months,12.41,334.11,RENT,70000.0,Fully Paid,debt_consolidation,NY,10.35,12,26,12027.73405,0
18003,6500,6500,36 months,12.73,218.19,RENT,43000.0,Fully Paid,debt_consolidation,NY,11.39,5,11,7855.285255,0
18004,10000,10000,36 months,13.61,339.89,MORTGAGE,65000.0,Fully Paid,debt_consolidation,IL,8.16,11,29,12232.59414,0
18005,8000,8000,36 months,7.9,250.33,RENT,80000.0,Fully Paid,debt_consolidation,CA,15.21,9,23,9011.557494,0
18006,7500,7500,36 months,11.14,246.03,RENT,57000.0,Fully Paid,debt_consolidation,IL,19.79,9,20,8177.8882,0
18007,4000,4000,36 months,7.74,124.88,MORTGAGE,45000.0,Fully Paid,major_purchase,FL,19.63,8,15,4495.594965,0
18008,2500,2500,36 months,10.59,81.37,OWN,24000.0,Fully Paid,other,FL,17.65,5,5,2928.99303,0
18009,14500,14500,36 months,11.97,481.4,RENT,65000.0,Charged Off,debt_consolidation,CA,8.6,7,9,7165.25,1
18010,3000,3000,36 months,10.99,98.21,RENT,14400.0,Fully Paid,debt_consolidation,CO,9.17,4,5,3535.218335,0
18011,16000,16000,36 months,16.0,562.52,OWN,60000.0,Fully Paid,small_business,WA,19.06,5,14,20252.02437,0
18012,12000,12000,60 months,15.95,291.5,MORTGAGE,75000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MN,20.19,10,40,16944.74987,0
18013,6800,6800,36 months,10.65,221.5,MORTGAGE,122400.0,Fully Paid,car,WA,24.02,16,37,7777.139357,0
18014,20000,20000,36 months,21.21,755.69,MORTGAGE,76800.0,Fully Paid,small_business,OR,5.72,6,12,25166.27588,0
18015,8000,8000,36 months,9.99,258.1,MORTGAGE,39000.0,Fully Paid,debt_consolidation,TX,9.35,13,24,9217.335893,0
18016,1500,1500,36 months,6.17,45.75,MORTGAGE,42000.0,Fully Paid,other,CT,6.54,7,7,1647.156898,0
18017,20000,20000,36 months,14.11,684.58,RENT,110000.0,Fully Paid,credit_card,CA,13.18,13,24,24644.75051,0
18018,7325,7325,60 months,17.8,185.22,OWN,36000.0,Charged Off,debt_consolidation,NY,20.37,6,16,8913.21,1
18019,7500,7500,36 months,10.08,242.29,MORTGAGE,65000.0,Fully Paid,debt_consolidation,TX,16.26,15,25,8722.259515,0
18020,25000,25000,60 months,13.23,571.78,MORTGAGE,120000.0,Fully Paid,debt_consolidation,FL,11.82,8,18,33681.67137,0
18021,16000,16000,36 months,14.27,548.95,OWN,60000.0,Fully Paid,credit_card,AR,18.62,11,25,18934.90219,0
18022,9250,9250,60 months,10.36,198.18,RENT,26000.0,Charged Off,credit_card,MO,23.35,8,9,6054.51,1
18023,20000,20000,60 months,14.27,468.17,RENT,40000.0,Fully Paid,debt_consolidation,CA,20.61,8,12,27732.63,0
18024,8500,8500,36 months,15.62,297.25,MORTGAGE,46500.0,Fully Paid,other,GA,22.81,8,15,9933.11995,0
18025,7000,7000,60 months,18.64,180.21,OWN,39000.0,Fully Paid,debt_consolidation,CA,9.75,4,7,7968.937921,0
18026,5000,5000,60 months,17.49,125.59,OWN,14400.0,Fully Paid,car,IL,10.42,2,5,5144.999923,0
18027,14675,14675,36 months,9.63,470.98,MORTGAGE,52000.0,Fully Paid,debt_consolidation,IL,24.18,16,26,16887.45329,0
18028,20000,20000,36 months,13.11,674.9,MORTGAGE,65000.0,Charged Off,debt_consolidation,FL,14.29,11,33,23655.38,1
18029,3050,3050,36 months,7.49,94.86,RENT,24000.0,Fully Paid,debt_consolidation,TX,16.65,5,16,3197.704907,0
18030,7000,7000,36 months,5.99,212.93,MORTGAGE,120000.0,Fully Paid,major_purchase,MD,5.41,6,21,7542.347293,0
18031,20000,20000,60 months,15.96,485.94,RENT,80856.0,Current,debt_consolidation,WA,11.92,6,10,26165.1,0
18032,12000,12000,36 months,15.2,417.17,RENT,38000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,5.81,4,11,15092.25617,0
18033,5000,5000,36 months,14.17,171.31,RENT,54860.0,Fully Paid,debt_consolidation,NY,10.02,6,18,6162.159524,0
18034,4000,4000,60 months,15.57,96.37,RENT,53304.0,Fully Paid,other,OH,24.7,7,11,5781.363616,0
18035,22000,22000,60 months,17.51,552.81,RENT,91000.0,Charged Off,debt_consolidation,NJ,10.63,6,19,21985.27,1
18036,15000,15000,36 months,12.87,504.5,MORTGAGE,60000.0,Fully Paid,debt_consolidation,GA,10.86,14,22,18108.92774,0
18037,12000,12000,60 months,20.89,323.9,MORTGAGE,100000.0,Fully Paid,debt_consolidation,CA,13.76,25,52,16264.58931,0
18038,7200,7200,36 months,9.91,232.02,RENT,38400.0,Fully Paid,credit_card,IL,12.78,6,14,8352.709998,0
18039,10000,10000,36 months,7.51,311.1,MORTGAGE,105000.0,Fully Paid,credit_card,WA,4.86,15,27,10396.47063,0
18040,27300,20150,60 months,21.36,549.22,RENT,65000.0,Charged Off,debt_consolidation,NJ,24.17,11,28,8229.0,1
18041,8375,8375,60 months,12.68,189.19,MORTGAGE,33120.0,Fully Paid,debt_consolidation,CA,12.54,10,16,11195.84,0
18042,12000,12000,60 months,10.99,260.85,MORTGAGE,115000.0,Current,home_improvement,CA,9.73,10,17,15370.93,0
18043,1500,1500,36 months,9.7,48.19,MORTGAGE,51996.0,Fully Paid,debt_consolidation,GA,15.62,9,32,1734.830997,0
18044,17500,17500,36 months,17.93,632.06,MORTGAGE,92300.0,Fully Paid,debt_consolidation,OH,20.06,17,33,22432.81118,0
18045,12000,12000,60 months,18.25,306.36,MORTGAGE,35000.0,Fully Paid,small_business,FL,12.14,7,9,15698.98211,0
18046,3000,3000,36 months,12.87,100.9,RENT,90000.0,Does not meet the credit policy. Status:Fully Paid,major_purchase,IL,1.65,7,20,3358.964271,0
18047,8000,8000,36 months,8.49,252.51,RENT,36000.0,Fully Paid,medical,AL,10.07,4,11,9072.475902,0
18048,5000,5000,36 months,8.88,158.72,MORTGAGE,32000.0,Fully Paid,debt_consolidation,MO,1.88,7,16,5714.294309,0
18049,7200,7200,36 months,17.58,258.79,RENT,40000.0,Fully Paid,debt_consolidation,VA,21.54,6,10,9316.100666,0
18050,15000,15000,36 months,15.05,520.37,MORTGAGE,55000.0,Fully Paid,credit_card,NY,16.95,12,20,18733.25643,0
18051,5000,5000,36 months,13.92,170.69,RENT,33600.0,Fully Paid,other,NV,15.68,17,17,6143.244389,0
18052,4800,4800,36 months,17.99,173.51,RENT,58000.0,Charged Off,other,CA,1.66,2,5,2995.89,1
18053,5000,5000,36 months,17.27,178.94,RENT,60000.0,Fully Paid,debt_consolidation,CA,17.58,17,27,6478.572282,0
18054,8000,8000,60 months,16.02,194.63,RENT,36000.0,Fully Paid,debt_consolidation,SC,4.57,5,17,9292.312713,0
18055,7200,7200,36 months,12.69,241.53,RENT,23000.0,Fully Paid,other,OH,20.19,11,18,8769.342397,0
18056,6000,6000,36 months,14.27,205.86,MORTGAGE,62217.0,Fully Paid,debt_consolidation,IL,7.64,8,10,7410.669005,0
18057,6500,6500,36 months,7.51,202.22,RENT,41000.0,Fully Paid,major_purchase,TX,16.8,9,11,7279.929791,0
18058,20000,20000,36 months,11.71,661.52,MORTGAGE,55000.0,Fully Paid,credit_card,OH,23.89,9,14,22780.23291,0
18059,7500,7500,36 months,14.27,257.32,RENT,57000.0,Fully Paid,debt_consolidation,NJ,12.44,15,29,8617.091563,0
18061,11500,11500,36 months,9.99,371.02,MORTGAGE,108000.0,Fully Paid,vacation,NJ,8.98,16,49,13088.46939,0
18062,7200,7200,36 months,6.91,222.02,RENT,20800.0,Charged Off,debt_consolidation,AZ,0.87,5,10,7028.47,1
18063,12000,12000,36 months,7.66,374.16,MORTGAGE,50400.0,Fully Paid,home_improvement,KY,10.19,4,7,13469.64081,0
18064,7950,7950,36 months,15.62,278.01,RENT,41000.0,Fully Paid,debt_consolidation,MO,22.74,9,16,8958.44195,0
18065,2800,2800,36 months,10.99,91.66,MORTGAGE,60000.0,Fully Paid,wedding,FL,24.44,19,31,2825.75,0
18066,12000,12000,60 months,20.99,324.58,MORTGAGE,89000.0,Current,debt_consolidation,CA,15.53,7,30,19099.0,0
18067,17600,17600,36 months,12.72,590.65,MORTGAGE,65000.0,Fully Paid,other,TX,12.14,10,21,19241.52578,0
18069,1000,1000,36 months,11.49,32.98,RENT,22800.0,Fully Paid,major_purchase,WA,2.37,3,3,1102.668803,0
18070,10000,10000,36 months,15.7,350.11,MORTGAGE,68500.0,Fully Paid,credit_card,MA,19.15,21,48,11466.31247,0
18071,11500,11500,36 months,7.9,359.84,MORTGAGE,55000.0,Fully Paid,credit_card,AZ,4.45,7,28,12954.15584,0
18073,6000,6000,36 months,12.21,199.89,MORTGAGE,26400.0,Charged Off,debt_consolidation,MD,11.05,13,22,3166.94,1
18074,5000,5000,36 months,5.99,152.09,MORTGAGE,60000.0,Fully Paid,credit_card,PA,11.48,8,24,5073.17,0
18075,1500,1500,36 months,11.86,49.73,MORTGAGE,21816.0,Fully Paid,home_improvement,MI,9.68,3,6,1790.010572,0
18076,1500,1500,60 months,12.61,33.84,RENT,60000.0,Fully Paid,moving,NY,16.56,9,32,1890.749785,0
18077,10000,10000,36 months,10.62,325.6,RENT,48000.0,Fully Paid,major_purchase,TX,15.63,5,7,11714.00557,0
18078,25000,25000,36 months,15.33,870.71,MORTGAGE,84132.0,Charged Off,debt_consolidation,CA,15.22,14,23,25241.89,1
18079,1500,1500,36 months,11.86,49.73,RENT,21216.0,Fully Paid,other,GA,12.67,5,15,1608.74767,0
18080,25000,25000,60 months,13.23,571.78,MORTGAGE,60000.0,Fully Paid,debt_consolidation,VA,21.32,8,22,34306.34744,0
18081,16000,16000,36 months,10.0,516.28,RENT,48000.0,Fully Paid,debt_consolidation,FL,18.73,8,18,17476.81041,0
18082,10700,10700,36 months,13.49,363.06,RENT,60000.0,Charged Off,debt_consolidation,NJ,24.18,15,31,5826.25,1
18083,11500,10275,60 months,16.02,249.98,RENT,37000.0,Fully Paid,debt_consolidation,DE,20.56,8,16,14661.25997,0
18084,15000,15000,60 months,17.49,376.76,RENT,130000.0,Fully Paid,credit_card,NY,11.25,17,25,18381.49151,0
18085,12000,12000,36 months,6.92,370.09,MORTGAGE,49700.0,Fully Paid,credit_card,AZ,5.99,14,49,13291.78227,0
18086,4800,4800,60 months,21.74,131.87,OWN,48960.0,Charged Off,small_business,VA,6.37,4,9,535.52,1
18087,28000,17800,60 months,11.99,395.87,MORTGAGE,133000.0,Fully Paid,home_improvement,CA,5.95,10,27,21300.2595,0
18088,12000,12000,60 months,13.35,275.2,MORTGAGE,55740.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,23.16,18,35,15243.64644,0
18089,11000,11000,36 months,5.42,331.76,MORTGAGE,140000.0,Fully Paid,debt_consolidation,VA,8.93,13,42,11400.90234,0
18090,8000,8000,60 months,10.37,171.44,RENT,55000.0,Fully Paid,car,CA,14.75,4,13,10278.54,0
18092,4500,4500,36 months,6.39,137.7,MORTGAGE,85100.0,Fully Paid,debt_consolidation,GA,6.35,8,24,4836.063135,0
18093,5000,5000,36 months,12.99,168.45,MORTGAGE,40000.0,Fully Paid,other,SC,18.39,7,18,5773.85076,0
18094,4000,4000,60 months,13.43,91.9,MORTGAGE,39600.0,Charged Off,credit_card,CA,16.0,7,15,2449.21,1
18095,20000,20000,36 months,17.74,720.42,MORTGAGE,120000.0,Fully Paid,credit_card,CT,18.34,30,47,23112.02938,0
18096,7000,7000,36 months,15.62,244.79,RENT,27600.0,Charged Off,debt_consolidation,CA,7.09,6,19,4126.18,1
18101,10000,10000,36 months,14.72,345.29,MORTGAGE,55000.0,Fully Paid,credit_card,CA,12.63,18,31,12431.32318,0
18102,20000,14875,36 months,6.91,458.69,RENT,110496.0,Fully Paid,debt_consolidation,CO,15.16,10,28,16482.51508,0
18104,8000,8000,36 months,10.38,259.57,RENT,120000.0,Fully Paid,debt_consolidation,NY,2.02,7,11,8619.860787,0
18105,15000,15000,60 months,20.3,399.92,RENT,75000.0,Fully Paid,debt_consolidation,CA,15.78,7,12,18529.18754,0
18106,15000,15000,36 months,7.88,469.22,MORTGAGE,100000.0,Fully Paid,other,VA,3.1,11,22,16151.72072,0
18107,15000,15000,36 months,11.66,495.79,RENT,36000.0,Charged Off,home_improvement,NJ,5.17,2,16,16778.59,1
18108,4500,4500,36 months,9.63,144.43,OTHER,63000.0,Fully Paid,debt_consolidation,VA,13.33,13,17,5199.240034,0
18110,7000,7000,36 months,8.9,222.28,RENT,45000.0,Charged Off,other,NJ,6.13,17,30,5872.44,1
18111,12175,12175,60 months,12.68,275.03,MORTGAGE,106000.0,Fully Paid,home_improvement,CA,13.7,7,28,16501.67002,0
18113,6000,6000,36 months,5.42,180.96,MORTGAGE,96000.0,Fully Paid,credit_card,CA,5.13,12,39,6514.521804,0
18114,9600,8925,36 months,7.88,279.19,MORTGAGE,35004.0,Fully Paid,home_improvement,CA,20.33,9,14,10048.8945,0
18115,25000,25000,60 months,15.99,607.82,RENT,58000.0,Fully Paid,debt_consolidation,NC,9.17,9,34,35855.54,0
18117,1000,1000,36 months,7.29,31.01,OWN,15600.0,Fully Paid,major_purchase,MI,26.85,9,17,1116.354473,0
18118,10000,7625,36 months,7.88,238.52,MORTGAGE,84000.0,Fully Paid,home_improvement,NJ,15.61,7,15,8587.282155,0
18119,1000,1000,36 months,5.79,30.33,RENT,30000.0,Fully Paid,major_purchase,CO,2.12,8,12,1070.04483,0
18120,10500,10500,60 months,17.14,261.75,RENT,28308.8,Fully Paid,debt_consolidation,PA,14.07,19,43,13817.15028,0
18121,3000,3000,36 months,12.42,100.25,RENT,28800.0,Fully Paid,debt_consolidation,VA,24.38,7,23,3505.934569,0
18122,7000,7000,36 months,7.9,219.04,RENT,33000.0,Fully Paid,credit_card,NY,17.64,16,17,7885.107215,0
18123,9000,9000,36 months,5.79,272.95,RENT,36000.0,Fully Paid,credit_card,CA,14.9,9,20,9808.963237,0
18124,12000,12000,60 months,15.28,287.25,MORTGAGE,50000.0,Fully Paid,small_business,NC,20.45,6,27,17188.42999,0
18125,3000,3000,36 months,12.8,100.8,RENT,48000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,MO,5.2,6,7,3208.31222,0
18126,10800,10800,36 months,5.42,325.73,RENT,69350.0,Fully Paid,house,PA,7.68,8,26,11426.37201,0
18127,4000,4000,36 months,10.36,129.75,RENT,30000.0,Fully Paid,other,FL,23.76,13,25,4671.045983,0
18128,21000,21000,60 months,18.64,540.61,MORTGAGE,55000.0,Charged Off,credit_card,MA,13.81,11,23,10682.85,1
18129,2000,2000,36 months,5.42,60.32,MORTGAGE,54000.0,Fully Paid,debt_consolidation,CA,5.62,10,36,2099.146681,0
18130,4475,4475,36 months,9.99,144.38,MORTGAGE,74000.0,Fully Paid,small_business,UT,10.86,8,14,4834.601417,0
18131,2000,2000,36 months,7.9,62.59,MORTGAGE,61000.0,Fully Paid,other,NY,25.36,8,26,2199.015541,0
18133,3000,3000,36 months,15.23,104.34,RENT,45314.0,Charged Off,car,KY,22.3,13,22,3306.03,1
18135,6000,6000,36 months,7.74,187.32,MORTGAGE,75000.0,Fully Paid,car,MO,22.9,12,34,6743.232144,0
18136,5000,5000,36 months,13.98,170.84,RENT,87000.0,Fully Paid,major_purchase,NY,5.92,11,20,6110.083205,0
18137,12000,10275,36 months,10.36,333.29,RENT,30000.0,Fully Paid,credit_card,CA,10.2,3,16,11998.74802,0
18138,7100,7100,36 months,7.9,222.17,RENT,25000.0,Fully Paid,credit_card,AZ,18.91,5,28,7904.499445,0
18139,12000,12000,60 months,14.65,283.28,RENT,63000.0,Fully Paid,debt_consolidation,NY,23.01,13,29,14847.04373,0
18140,7000,7000,36 months,14.27,240.17,RENT,33198.0,Charged Off,debt_consolidation,NC,4.66,3,4,4535.79,1
18141,10000,10000,36 months,10.59,325.45,RENT,25000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IN,10.22,4,17,11038.12023,0
18142,16000,16000,36 months,11.49,527.55,RENT,36000.0,Fully Paid,credit_card,CA,20.4,5,15,18918.45554,0
18143,12000,12000,60 months,15.7,289.91,MORTGAGE,54500.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MI,12.73,8,13,15756.31587,0
18144,10000,10000,36 months,12.53,334.67,RENT,30000.0,Fully Paid,wedding,FL,17.76,5,11,12031.84111,0
18145,10000,10000,36 months,7.88,312.82,MORTGAGE,45000.0,Fully Paid,debt_consolidation,PA,24.83,18,29,10723.99209,0
18146,1500,1500,36 months,9.62,48.14,RENT,54000.0,Fully Paid,major_purchase,CA,21.02,16,38,1727.348782,0
18147,8575,8575,36 months,10.65,279.32,MORTGAGE,35000.0,Fully Paid,debt_consolidation,FL,18.82,12,13,10055.32385,0
18148,6400,6400,60 months,15.99,155.61,RENT,42000.0,Fully Paid,debt_consolidation,NY,24.43,9,19,7503.923064,0
18150,9500,9500,36 months,19.04,348.43,RENT,23040.0,Charged Off,debt_consolidation,TX,8.65,2,3,7134.06,1
18151,7200,7200,36 months,13.98,246.01,RENT,50000.0,Fully Paid,debt_consolidation,CA,12.62,5,12,7746.715874,0
