,Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
9623,IndiGo,Banglore,New Delhi,1,7708,2019,300,Afternoon,Evening
9624,Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
9625,SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
9626,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
9627,Air India,Kolkata,Banglore,1,10203,2019,1615,Evening,Evening
9628,IndiGo,Delhi,Cochin,1,7173,2019,345,Night,Morning
9629,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
9630,IndiGo,Delhi,Cochin,1,5054,2019,305,Evening,Night
9633,Jet Airways,Kolkata,Banglore,1,7341,2019,1500,Evening,Evening
9634,SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
9635,Jet Airways,Delhi,Cochin,1,12242,2019,800,Afternoon,Night
9636,Jet Airways,Kolkata,Banglore,1,13067,2019,1730,Morning,Afternoon
9637,Jet Airways,Delhi,Cochin,2,18804,2019,440,Morning,Evening
9638,Air Asia,Kolkata,Banglore,0,5645,2019,150,Night,Night
9639,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
9640,Multiple carriers,Delhi,Cochin,1,13587,2019,570,Afternoon,Night
9641,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
9642,Air India,Delhi,Cochin,1,8879,2019,555,Morning,Evening
9643,SpiceJet,Banglore,Delhi,0,4319,2019,160,Night,Morning
9644,Air India,Mumbai,Hyderabad,0,2050,2019,90,Afternoon,Afternoon
9645,Jet Airways,Mumbai,Hyderabad,0,8040,2019,85,Morning,Morning
9646,Jet Airways,Kolkata,Banglore,1,13584,2019,800,Evening,Morning
9647,Jet Airways,Delhi,Cochin,2,13014,2019,535,Evening,Night
9648,Vistara,Kolkata,Banglore,1,9345,2019,700,Morning,Evening
9650,Multiple carriers,Delhi,Cochin,1,8266,2019,795,Morning,Evening
9651,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Night,Night
9652,Multiple carriers,Delhi,Cochin,1,13377,2019,750,Afternoon,Night
9653,Vistara,Kolkata,Banglore,1,9345,2019,700,Morning,Evening
9654,IndiGo,Delhi,Cochin,1,7191,2019,415,Evening,Night
9655,Multiple carriers,Delhi,Cochin,1,7845,2019,470,Evening,Night
9656,Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
9657,Air India,Banglore,New Delhi,1,10981,2019,950,Evening,Morning
9658,Jet Airways,Kolkata,Banglore,1,14178,2019,875,Afternoon,Night
9659,IndiGo,Delhi,Cochin,1,8784,2019,810,Morning,Evening
9660,Jet Airways,Kolkata,Banglore,1,13941,2019,520,Evening,Night
9661,Jet Airways,Kolkata,Banglore,1,13067,2019,1365,Evening,Evening
9662,Jet Airways,Mumbai,Hyderabad,0,4995,2019,90,Morning,Morning
9663,Air India,Delhi,Cochin,2,12488,2019,1485,Evening,Evening
9664,Air Asia,Kolkata,Banglore,1,7870,2019,955,Morning,Night
9665,Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
9666,Jet Airways,Kolkata,Banglore,1,5608,2019,435,Morning,Evening
9667,GoAir,Delhi,Cochin,1,6112,2019,350,Morning,Afternoon
9668,Jet Airways,Banglore,New Delhi,1,16736,2019,920,Afternoon,Morning
9669,Vistara,Kolkata,Banglore,1,8452,2019,865,Evening,Morning
9670,Jet Airways,Kolkata,Banglore,1,9314,2019,1285,Evening,Afternoon
9671,IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
9672,Jet Airways,Delhi,Cochin,1,5963,2019,520,Evening,Night
9674,Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
9675,IndiGo,Delhi,Cochin,2,6610,2019,880,Morning,Evening
9676,IndiGo,Banglore,New Delhi,1,5226,2019,295,Afternoon,Evening
9677,Jet Airways,Kolkata,Banglore,1,14231,2019,745,Evening,Morning
9678,Jet Airways,Delhi,Cochin,2,13376,2019,1320,Afternoon,Afternoon
9679,IndiGo,Delhi,Cochin,1,6674,2019,940,Morning,Night
9680,Multiple carriers,Delhi,Cochin,1,7408,2019,780,Morning,Evening
9681,Air India,Kolkata,Banglore,2,15170,2019,1385,Morning,Morning
9682,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
9683,Air India,Banglore,New Delhi,2,12778,2019,1010,Evening,Morning
9684,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
9685,Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
9686,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
9687,Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
9688,Air Asia,Kolkata,Banglore,0,5645,2019,155,Morning,Afternoon
9689,Jet Airways,Banglore,New Delhi,1,22270,2019,365,Evening,Night
9690,Jet Airways,Kolkata,Banglore,1,14151,2019,575,Morning,Evening
9691,Jet Airways,Delhi,Cochin,1,5406,2019,330,Morning,Afternoon
9692,Air India,Kolkata,Banglore,1,5567,2019,965,Evening,Morning
9693,IndiGo,Delhi,Cochin,1,6171,2019,675,Night,Afternoon
9694,SpiceJet,Banglore,Delhi,0,4423,2019,160,Night,Morning
9695,Jet Airways,Delhi,Cochin,1,5177,2019,825,Night,Afternoon
9696,Multiple carriers,Delhi,Cochin,1,6795,2019,465,Evening,Night
9697,SpiceJet,Banglore,Delhi,0,3625,2019,170,Morning,Afternoon
9698,Jet Airways,Delhi,Cochin,1,12373,2019,1355,Afternoon,Afternoon
9699,SpiceJet,Kolkata,Banglore,1,4963,2019,315,Afternoon,Evening
9700,IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
9701,Multiple carriers,Delhi,Cochin,1,11200,2019,630,Morning,Evening
9702,Air India,Delhi,Cochin,1,7174,2019,320,Evening,Night
9704,Multiple carriers,Delhi,Cochin,1,9856,2019,925,Morning,Night
9705,Air India,Kolkata,Banglore,2,15170,2019,1185,Afternoon,Afternoon
9706,IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
9707,Jet Airways,Delhi,Cochin,1,12898,2019,1530,Evening,Evening
9708,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
9710,Jet Airways,Kolkata,Banglore,1,10703,2019,1480,Evening,Evening
9711,IndiGo,Chennai,Kolkata,0,6297,2019,135,Afternoon,Afternoon
9712,Jet Airways,Kolkata,Banglore,1,9314,2019,1295,Evening,Evening
9713,Vistara,Banglore,New Delhi,0,6138,2019,165,Morning,Afternoon
9714,IndiGo,Delhi,Cochin,1,6838,2019,705,Morning,Evening
9716,Multiple carriers,Delhi,Cochin,1,13377,2019,690,Afternoon,Night
9717,Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
9718,Jet Airways,Banglore,New Delhi,1,13817,2019,935,Night,Evening
9719,Air India,Delhi,Cochin,1,7532,2019,1640,Morning,Morning
9720,Multiple carriers,Delhi,Cochin,1,10197,2019,910,Night,Evening
9721,Jet Airways,Kolkata,Banglore,1,9663,2019,520,Evening,Night
9722,Multiple carriers,Delhi,Cochin,1,13727,2019,480,Afternoon,Evening
9723,IndiGo,Delhi,Cochin,1,8330,2019,845,Morning,Night
9724,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
9725,IndiGo,Delhi,Cochin,1,6206,2019,500,Evening,Night
9726,Multiple carriers,Delhi,Cochin,1,10877,2019,455,Morning,Evening
9727,Jet Airways,Banglore,New Delhi,1,13817,2019,800,Evening,Morning
9728,Jet Airways,Banglore,Delhi,0,6478,2019,180,Morning,Morning
9729,Air India,Delhi,Cochin,2,8577,2019,1115,Afternoon,Morning
9730,Jet Airways,Delhi,Cochin,1,16079,2019,1270,Evening,Evening
9732,Multiple carriers,Delhi,Cochin,1,15077,2019,755,Morning,Evening
9733,Jet Airways,Kolkata,Banglore,1,7064,2019,945,Afternoon,Morning
9734,Jet Airways,Kolkata,Banglore,1,9663,2019,1090,Afternoon,Morning
9735,Air India,Delhi,Cochin,2,11552,2019,1305,Evening,Evening
9736,Jet Airways,Delhi,Cochin,1,10262,2019,1325,Evening,Evening
9737,SpiceJet,Delhi,Cochin,1,5899,2019,380,Afternoon,Night
9739,Jet Airways,Banglore,New Delhi,1,13817,2019,930,Evening,Morning
9740,Vistara,Kolkata,Banglore,1,8610,2019,1440,Evening,Evening
9741,Jet Airways,Delhi,Cochin,1,12373,2019,1165,Morning,Night
9742,SpiceJet,Delhi,Cochin,1,5673,2019,295,Evening,Night
9743,Vistara,Kolkata,Banglore,1,7927,2019,1350,Evening,Evening
9744,Jet Airways,Delhi,Cochin,1,10262,2019,1005,Night,Evening
9745,Jet Airways,Delhi,Cochin,1,12373,2019,1225,Morning,Night
9746,Air India,Banglore,New Delhi,1,12704,2019,1595,Morning,Afternoon
9747,Air India,Kolkata,Banglore,1,6612,2019,1515,Afternoon,Afternoon
9748,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
9749,Jet Airways,Delhi,Cochin,1,10262,2019,540,Morning,Evening
9750,IndiGo,Delhi,Cochin,1,6388,2019,310,Morning,Afternoon
9751,GoAir,Banglore,Delhi,0,3898,2019,175,Morning,Morning
9752,Jet Airways,Delhi,Cochin,1,5177,2019,450,Morning,Evening
9753,Jet Airways,Kolkata,Banglore,1,10844,2019,1485,Evening,Evening
9754,IndiGo,Banglore,Delhi,0,4077,2019,170,Night,Night
9755,Jet Airways,Kolkata,Banglore,1,14231,2019,980,Afternoon,Morning
9756,Air India,Banglore,New Delhi,2,13250,2019,875,Morning,Night
9757,Jet Airways,Banglore,New Delhi,1,13817,2019,860,Morning,Evening
9758,SpiceJet,Banglore,New Delhi,0,6205,2019,170,Evening,Night
9759,Jet Airways,Delhi,Cochin,2,12819,2019,810,Night,Afternoon
9760,IndiGo,Banglore,Delhi,0,4591,2019,170,Afternoon,Afternoon
9761,SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
9762,SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
9763,IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
9764,Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
9765,Jet Airways,Kolkata,Banglore,1,10624,2019,1500,Evening,Evening
9766,Air Asia,Delhi,Cochin,1,6152,2019,870,Morning,Night
9767,IndiGo,Delhi,Cochin,1,6937,2019,305,Evening,Night
9768,Air India,Delhi,Cochin,1,8792,2019,1575,Evening,Evening
9769,Multiple carriers,Delhi,Cochin,1,7005,2019,490,Afternoon,Evening
9770,Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
9771,Air India,Banglore,New Delhi,1,7013,2019,1490,Morning,Morning
9772,Jet Airways,Delhi,Cochin,1,16079,2019,1680,Afternoon,Evening
9773,Jet Airways,Kolkata,Banglore,1,10539,2019,505,Morning,Evening
9774,Jet Airways,Kolkata,Banglore,1,11841,2019,425,Afternoon,Night
9775,IndiGo,Banglore,New Delhi,1,10509,2019,300,Evening,Night
9776,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
9777,Air India,Kolkata,Banglore,2,15532,2019,1700,Morning,Afternoon
9778,Multiple carriers,Delhi,Cochin,1,14086,2019,850,Morning,Evening
9779,Multiple carriers,Delhi,Cochin,1,5883,2019,465,Afternoon,Night
9780,Multiple carriers,Delhi,Cochin,1,7618,2019,840,Morning,Evening
9781,Jet Airways,Kolkata,Banglore,1,9314,2019,1500,Evening,Evening
9782,Jet Airways,Kolkata,Banglore,1,13994,2019,690,Morning,Evening
9783,IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
9784,Air Asia,Banglore,New Delhi,0,3383,2019,165,Morning,Afternoon
9785,Multiple carriers,Delhi,Cochin,1,16108,2019,615,Morning,Evening
9786,Multiple carriers,Delhi,Cochin,1,6795,2019,910,Morning,Night
9787,Jet Airways,Kolkata,Banglore,1,12681,2019,730,Afternoon,Night
9788,Jet Airways,Delhi,Cochin,1,10262,2019,1295,Afternoon,Afternoon
9789,Vistara,Kolkata,Banglore,1,8820,2019,1550,Evening,Evening
9790,Jet Airways,Banglore,New Delhi,1,10037,2019,390,Night,Afternoon
9791,Multiple carriers,Delhi,Cochin,1,11789,2019,395,Morning,Afternoon
9792,GoAir,Delhi,Cochin,1,7378,2019,540,Morning,Evening
9793,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
9794,Jet Airways,Banglore,Delhi,0,6478,2019,180,Evening,Night
9795,Jet Airways,Delhi,Cochin,2,13014,2019,1125,Morning,Night
9796,Jet Airways,Kolkata,Banglore,1,10844,2019,365,Afternoon,Night
9797,Multiple carriers,Delhi,Cochin,1,7408,2019,780,Morning,Evening
9798,Multiple carriers,Delhi,Cochin,1,9646,2019,545,Morning,Afternoon
9799,SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
9800,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
9801,GoAir,Delhi,Cochin,1,7870,2019,310,Afternoon,Evening
9802,Jet Airways,Delhi,Cochin,2,13344,2019,425,Night,Afternoon
9803,Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
9804,Air India,Banglore,New Delhi,0,4441,2019,170,Evening,Night
9805,IndiGo,Delhi,Cochin,1,6171,2019,425,Night,Afternoon
9806,Jet Airways,Kolkata,Banglore,1,10953,2019,870,Evening,Morning
9807,Air India,Kolkata,Banglore,2,14214,2019,1105,Afternoon,Morning
9808,IndiGo,Delhi,Cochin,1,6093,2019,810,Morning,Evening
9809,Air India,Delhi,Cochin,2,12436,2019,1820,Afternoon,Evening
9810,Jet Airways,Delhi,Cochin,2,15129,2019,1775,Afternoon,Evening
9811,Multiple carriers,Delhi,Cochin,1,13259,2019,395,Morning,Afternoon
9812,Air India,Kolkata,Banglore,2,15170,2019,1600,Morning,Afternoon
9813,Jet Airways,Kolkata,Banglore,1,14781,2019,365,Afternoon,Night
9814,IndiGo,Delhi,Cochin,1,6206,2019,845,Morning,Night
9815,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
9816,Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
9817,IndiGo,Delhi,Cochin,1,6093,2019,965,Night,Evening
9818,Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
9819,Air India,Delhi,Cochin,1,5117,2019,1640,Morning,Morning
9820,Jet Airways,Kolkata,Banglore,1,8586,2019,1215,Morning,Night
9821,IndiGo,Delhi,Cochin,1,13611,2019,635,Afternoon,Night
9822,IndiGo,Delhi,Cochin,1,6704,2019,380,Afternoon,Night
9823,IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
9824,Air India,Banglore,Delhi,0,4651,2019,165,Evening,Evening
9825,SpiceJet,Kolkata,Banglore,0,3873,2019,140,Night,Night
9826,GoAir,Banglore,New Delhi,0,7222,2019,175,Evening,Night
9827,Multiple carriers,Delhi,Cochin,1,13727,2019,570,Morning,Evening
9828,IndiGo,Delhi,Cochin,1,10141,2019,380,Morning,Afternoon
9829,SpiceJet,Banglore,Delhi,0,3625,2019,175,Evening,Night
9830,IndiGo,Delhi,Cochin,1,6442,2019,515,Morning,Afternoon
9831,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
9832,Air Asia,Delhi,Cochin,1,6752,2019,830,Afternoon,Morning
9833,Jet Airways,Kolkata,Banglore,1,13759,2019,1260,Evening,Evening
9834,Air India,Mumbai,Hyderabad,1,14408,2019,1465,Afternoon,Afternoon
9835,Air India,Delhi,Cochin,2,13381,2019,1380,Evening,Evening
9836,Vistara,Kolkata,Banglore,1,9135,2019,1640,Evening,Evening
9837,IndiGo,Kolkata,Banglore,1,6218,2019,325,Evening,Night
9838,SpiceJet,Kolkata,Banglore,0,4174,2019,145,Morning,Morning
9839,Air India,Kolkata,Banglore,1,6117,2019,965,Evening,Morning
9840,Jet Airways,Kolkata,Banglore,1,10703,2019,690,Morning,Evening
9841,Jet Airways,Kolkata,Banglore,1,12692,2019,1450,Morning,Morning
9842,Jet Airways,Kolkata,Banglore,1,10539,2019,1075,Evening,Morning
9843,Jet Airways,Kolkata,Banglore,1,11134,2019,345,Afternoon,Evening
9844,IndiGo,Banglore,New Delhi,0,4777,2019,175,Evening,Night
9845,Jet Airways,Delhi,Cochin,1,12373,2019,1505,Morning,Afternoon
9846,Multiple carriers,Delhi,Cochin,2,11966,2019,495,Afternoon,Evening
9847,IndiGo,Chennai,Kolkata,0,5277,2019,140,Night,Night
9849,Jet Airways,Delhi,Cochin,1,14714,2019,300,Afternoon,Evening
9850,IndiGo,Banglore,New Delhi,0,6144,2019,170,Night,Night
9851,Air India,Banglore,Delhi,0,5911,2019,170,Afternoon,Afternoon
9852,Vistara,Mumbai,Hyderabad,1,12080,2019,1450,Evening,Evening
9853,IndiGo,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
9854,Multiple carriers,Delhi,Cochin,1,7618,2019,720,Morning,Evening
9855,Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
9857,Multiple carriers,Delhi,Cochin,1,7670,2019,900,Morning,Evening
9858,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
9859,Jet Airways,Banglore,New Delhi,1,11087,2019,1310,Evening,Evening
9860,Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
9861,SpiceJet,Chennai,Kolkata,0,7050,2019,135,Morning,Morning
9862,Jet Airways,Kolkata,Banglore,1,12681,2019,1335,Evening,Evening
9863,SpiceJet,Delhi,Cochin,1,4098,2019,270,Morning,Afternoon
9864,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
9865,Jet Airways,Kolkata,Banglore,1,14151,2019,1295,Evening,Evening
9866,Jet Airways,Kolkata,Banglore,1,13339,2019,965,Morning,Night
9867,Jet Airways,Kolkata,Banglore,1,9663,2019,890,Evening,Afternoon
9868,Jet Airways,Delhi,Cochin,1,12898,2019,1015,Morning,Night
9869,Air India,Delhi,Cochin,2,8603,2019,435,Afternoon,Evening
9870,Jet Airways,Kolkata,Banglore,1,13044,2019,1170,Afternoon,Afternoon
9871,SpiceJet,Kolkata,Banglore,0,4622,2019,150,Evening,Evening
9872,Multiple carriers,Delhi,Cochin,1,13062,2019,420,Afternoon,Evening
9873,Multiple carriers,Delhi,Cochin,1,11622,2019,585,Morning,Evening
9874,Jet Airways,Banglore,New Delhi,1,11087,2019,1425,Evening,Evening
9875,Multiple carriers,Delhi,Cochin,1,11789,2019,520,Morning,Evening
9876,Jet Airways,Kolkata,Banglore,1,9663,2019,865,Evening,Morning
9877,Jet Airways,Banglore,New Delhi,1,19225,2019,435,Morning,Afternoon
9878,Multiple carriers,Delhi,Cochin,1,5797,2019,830,Morning,Night
9879,Multiple carriers,Delhi,Cochin,1,9526,2019,385,Afternoon,Evening
9880,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
9881,Multiple carriers,Delhi,Cochin,1,10877,2019,630,Morning,Evening
9882,Air India,Banglore,New Delhi,2,13942,2019,880,Morning,Night
9883,Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
9884,Jet Airways,Delhi,Cochin,1,10262,2019,865,Afternoon,Night
9885,Air India,Kolkata,Banglore,2,11201,2019,875,Night,Evening
9886,Jet Airways,Delhi,Cochin,1,10262,2019,550,Evening,Night
9887,Air India,Delhi,Cochin,2,10231,2019,1275,Night,Evening
9888,Jet Airways,Banglore,New Delhi,1,9134,2019,1090,Afternoon,Morning
9889,Air Asia,Kolkata,Banglore,0,5645,2019,155,Morning,Afternoon
9890,Jet Airways,Delhi,Cochin,1,14714,2019,805,Afternoon,Night
9891,Air India,Delhi,Cochin,2,12646,2019,1595,Afternoon,Evening
9892,Air India,Delhi,Cochin,2,12173,2019,500,Morning,Evening
9893,IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
9894,Multiple carriers,Delhi,Cochin,1,10529,2019,690,Morning,Evening
9895,Jet Airways,Delhi,Cochin,0,7202,2019,195,Morning,Afternoon
9896,Multiple carriers,Delhi,Cochin,1,7886,2019,720,Morning,Evening
9897,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Night
9898,IndiGo,Delhi,Cochin,1,6171,2019,665,Night,Afternoon
9899,Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Night,Night
9900,SpiceJet,Kolkata,Banglore,1,8479,2019,435,Morning,Evening
9901,Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
9902,Vistara,Kolkata,Banglore,1,9345,2019,1440,Evening,Evening
9903,Air India,Delhi,Cochin,1,6587,2019,1535,Night,Morning
9904,IndiGo,Mumbai,Hyderabad,0,2754,2019,95,Evening,Evening
9905,SpiceJet,Banglore,Delhi,0,3919,2019,175,Evening,Night
9907,Air India,Banglore,New Delhi,1,11654,2019,410,Morning,Afternoon
9908,GoAir,Banglore,Delhi,0,4239,2019,165,Evening,Night
9909,IndiGo,Delhi,Cochin,1,6674,2019,560,Morning,Afternoon
9910,Multiple carriers,Delhi,Cochin,1,7198,2019,750,Afternoon,Night
9911,IndiGo,Kolkata,Banglore,1,5930,2019,315,Evening,Night
9912,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
9914,Air India,Delhi,Cochin,2,12488,2019,1470,Morning,Morning
9915,IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
9916,Jet Airways,Kolkata,Banglore,1,8529,2019,800,Evening,Morning
9918,GoAir,Kolkata,Banglore,1,8855,2019,455,Afternoon,Night
9919,Jet Airways,Kolkata,Banglore,1,14781,2019,800,Morning,Evening
9920,IndiGo,Delhi,Cochin,1,5684,2019,500,Evening,Night
9921,Jet Airways,Delhi,Cochin,2,13029,2019,535,Evening,Night
9922,Jet Airways,Delhi,Cochin,2,15129,2019,1430,Evening,Evening
9923,Air India,Kolkata,Banglore,1,8576,2019,545,Morning,Evening
9924,Jet Airways,Banglore,New Delhi,1,11087,2019,1590,Morning,Morning
9925,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Morning,Morning
9926,Jet Airways,Delhi,Cochin,1,12557,2019,610,Evening,Night
9927,IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
9928,Jet Airways,Delhi,Cochin,1,12373,2019,1355,Afternoon,Afternoon
9929,IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
9930,Jet Airways,Banglore,New Delhi,1,21934,2019,470,Afternoon,Night
9931,Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
9932,Vistara,Delhi,Cochin,0,6216,2019,190,Afternoon,Evening
9933,Air India,Mumbai,Hyderabad,0,2050,2019,75,Evening,Evening
9934,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
9935,IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
9936,IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
9937,Jet Airways,Kolkata,Banglore,1,9663,2019,1545,Morning,Morning
9938,Air India,Delhi,Cochin,2,9190,2019,1580,Morning,Morning
9939,Jet Airways,Delhi,Cochin,1,12898,2019,1680,Afternoon,Evening
9940,GoAir,Banglore,Delhi,0,4632,2019,175,Morning,Morning
9941,SpiceJet,Mumbai,Hyderabad,0,2753,2019,80,Afternoon,Afternoon
9943,Air India,Kolkata,Banglore,2,12723,2019,1625,Night,Morning
9944,IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
9945,IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
9946,Air Asia,Delhi,Cochin,1,6152,2019,330,Morning,Afternoon
9947,Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
9948,IndiGo,Delhi,Cochin,1,6016,2019,345,Night,Morning
9949,Multiple carriers,Delhi,Cochin,1,11622,2019,585,Morning,Evening
9950,Air India,Kolkata,Banglore,2,10151,2019,590,Afternoon,Evening
9952,Jet Airways,Delhi,Cochin,2,12410,2019,505,Evening,Night
9953,Jet Airways,Banglore,New Delhi,1,12547,2019,1590,Night,Morning
9954,Jet Airways,Delhi,Cochin,1,10262,2019,825,Night,Afternoon
9955,Multiple carriers,Delhi,Cochin,1,14323,2019,465,Morning,Evening
9956,Jet Airways,Mumbai,Hyderabad,0,3210,2019,90,Evening,Evening
9957,Multiple carriers,Delhi,Cochin,1,16863,2019,660,Morning,Evening
9958,Multiple carriers,Delhi,Cochin,1,8937,2019,470,Morning,Evening
9959,Jet Airways,Delhi,Cochin,2,10929,2019,1995,Evening,Night
9960,IndiGo,Delhi,Cochin,1,6104,2019,895,Morning,Night
9961,SpiceJet,Delhi,Cochin,1,5511,2019,360,Afternoon,Evening
9962,Jet Airways,Kolkata,Banglore,1,13759,2019,1150,Evening,Afternoon
9963,Air India,Delhi,Cochin,2,11543,2019,1545,Night,Morning
9964,Jet Airways,Kolkata,Banglore,1,13067,2019,575,Morning,Evening
9965,Jet Airways,Delhi,Cochin,1,10262,2019,1280,Morning,Night
9966,Air India,Delhi,Cochin,2,13591,2019,1580,Afternoon,Evening
9967,Jet Airways,Delhi,Cochin,2,10929,2019,1475,Evening,Evening
9968,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
9969,Air Asia,Delhi,Cochin,1,6451,2019,330,Morning,Afternoon
9970,IndiGo,Chennai,Kolkata,0,7295,2019,145,Morning,Afternoon
9971,IndiGo,Banglore,Delhi,0,3943,2019,165,Night,Night
9972,SpiceJet,Banglore,Delhi,0,3573,2019,175,Evening,Night
9975,Air India,Delhi,Cochin,2,17476,2019,1940,Morning,Evening
9976,Air India,Kolkata,Banglore,1,4647,2019,965,Evening,Morning
9977,IndiGo,Delhi,Cochin,1,6314,2019,575,Morning,Evening
9979,Jet Airways,Banglore,New Delhi,1,12284,2019,625,Night,Afternoon
9980,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
9981,Multiple carriers,Delhi,Cochin,1,9627,2019,630,Morning,Evening
9982,Air India,Kolkata,Banglore,2,9258,2019,590,Afternoon,Evening
9983,SpiceJet,Kolkata,Banglore,0,3873,2019,145,Morning,Morning
9984,SpiceJet,Kolkata,Banglore,0,3841,2019,140,Night,Night
9985,Multiple carriers,Delhi,Cochin,1,10486,2019,765,Morning,Night
9986,Jet Airways,Delhi,Cochin,1,17234,2019,1610,Afternoon,Evening
9987,IndiGo,Delhi,Cochin,1,6496,2019,295,Night,Morning
9988,Multiple carriers,Delhi,Cochin,1,9627,2019,630,Morning,Evening
9989,Air India,Kolkata,Banglore,1,8366,2019,1100,Afternoon,Morning
9990,Jet Airways,Delhi,Cochin,2,15318,2019,505,Evening,Night
9991,SpiceJet,Kolkata,Banglore,1,9923,2019,435,Morning,Evening
9992,Jet Airways,Kolkata,Banglore,1,6077,2019,435,Morning,Evening
9993,Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
9994,Multiple carriers,Delhi,Cochin,1,8099,2019,645,Morning,Evening
9995,SpiceJet,Mumbai,Hyderabad,0,2385,2019,90,Afternoon,Afternoon
9996,Multiple carriers,Delhi,Cochin,2,15965,2019,625,Afternoon,Night
9997,Jet Airways,Kolkata,Banglore,1,10844,2019,705,Morning,Evening
9998,Air India,Banglore,Delhi,0,6121,2019,170,Afternoon,Afternoon
9999,IndiGo,Banglore,Delhi,0,3625,2019,170,Night,Night
10000,Multiple carriers,Delhi,Cochin,1,8475,2019,810,Morning,Evening
10001,Jet Airways,Delhi,Cochin,1,12898,2019,715,Morning,Evening
10002,IndiGo,Delhi,Cochin,1,10851,2019,320,Night,Morning
10003,Air India,Delhi,Cochin,1,5704,2019,795,Morning,Night
