Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,TotRms_AbvGrd,Fireplaces,Garage_Yr_Blt,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Yr_Sold,SalePrice
21,1680,6,5,1972,1972,382,0,143,525,525,567,1,1,6,0,1972,1,264,352,0,0,0,0,2006,108000
21,1680,6,5,1972,1972,0,0,483,483,483,504,1,1,5,1,1972,1,288,0,0,0,0,0,2006,94500
53,4043,6,5,1975,1975,727,156,186,1069,1069,0,2,0,4,1,1975,2,440,0,55,0,0,225,2006,146300
65,7514,5,7,1967,1975,373,108,462,943,1387,0,1,0,6,1,1974,1,300,0,0,240,0,0,2006,145000
68,7838,5,5,1967,1967,769,0,95,864,900,0,1,0,6,1,1967,1,288,175,144,0,0,0,2006,123000
24,2280,7,7,1976,1976,120,492,443,1055,1055,0,2,0,4,0,1976,1,319,0,29,0,0,0,2006,137500
24,2179,6,5,1976,1976,70,0,785,855,855,601,2,1,6,1,1976,2,460,0,28,0,0,0,2006,144000
129,16737,9,5,2004,2005,1447,0,533,1980,1980,0,2,0,8,1,2004,3,770,194,45,0,0,0,2006,315000
72,16387,9,5,2006,2006,1369,0,369,1738,1738,851,2,1,11,1,2006,3,831,0,0,0,0,0,2006,412083
111,16259,9,5,2006,2006,0,0,1249,1249,1249,1347,3,1,9,0,2006,3,840,240,154,0,0,0,2006,342643
110,16163,8,5,2004,2004,0,0,1618,1618,1618,0,2,0,6,1,2004,3,880,0,0,0,0,0,2006,252000
107,13891,10,5,2006,2006,1386,0,690,2076,2076,0,2,1,7,1,2006,3,850,216,229,0,0,0,2006,465000
108,12228,7,5,2006,2006,0,0,1721,1721,1740,0,2,0,8,0,2006,3,874,0,43,0,0,0,2006,293000
120,14780,9,5,2005,2005,1505,0,363,1868,1868,0,2,0,7,1,2005,3,1085,354,56,0,0,156,2006,415000
98,16033,9,5,2004,2005,1261,0,572,1833,1850,0,2,0,8,1,2004,3,772,519,112,0,0,0,2006,326000
101,14215,8,5,2005,2006,0,0,1158,1158,1158,1218,3,1,9,1,2005,3,853,240,154,0,0,0,2006,325300
108,13418,8,5,2004,2005,0,0,1117,1117,1132,1320,3,1,9,1,2004,3,691,113,32,0,0,0,2006,309000
120,13975,9,5,2005,2006,0,0,1090,1090,1117,1089,2,1,10,1,2005,3,670,148,95,0,0,0,2006,300000
80,10240,8,5,2005,2005,0,0,1030,1030,1038,1060,2,1,8,1,2005,3,878,192,52,0,0,0,2006,275500
82,9942,9,5,2005,2006,1290,0,316,1606,1625,466,2,1,8,1,2005,2,521,194,84,0,0,0,2006,338500
85,11924,9,5,2005,2006,998,0,177,1175,1182,1142,3,0,11,2,2005,3,736,147,21,0,0,0,2006,345000
103,12867,8,5,2005,2006,0,0,1209,1209,1209,1044,2,1,8,1,2005,2,575,243,142,0,0,0,2006,344133
82,10672,8,5,2006,2006,0,0,1054,1054,1054,1335,2,1,10,1,2006,3,672,176,64,0,0,0,2006,298236
82,11643,8,5,2005,2006,880,0,644,1524,1544,814,2,1,10,1,2005,3,784,120,34,0,0,0,2006,329900
90,12378,9,5,2003,2004,1274,0,622,1896,1944,0,2,0,8,3,2003,3,708,208,175,0,0,0,2006,360000
86,11065,8,5,2006,2006,0,0,1085,1085,1120,850,2,1,8,1,2006,3,753,177,74,0,0,0,2006,281000
121,13758,9,5,2005,2006,1232,0,560,1792,1792,0,2,0,6,1,2005,3,925,204,49,0,0,0,2006,372397
131,14828,9,5,2004,2005,1383,0,397,1780,1780,0,2,0,7,1,2004,3,816,144,68,0,0,0,2006,378000
72,11846,9,5,2003,2004,1567,0,225,1792,1792,0,2,0,6,1,2003,3,874,206,49,0,0,0,2006,374000
56,20431,9,5,2005,2006,1410,0,438,1848,1848,880,2,1,10,2,2006,3,706,0,0,0,0,0,2006,437154
74,10927,8,5,2005,2005,546,0,512,1058,1058,846,2,1,8,1,2003,2,736,179,60,0,0,0,2006,275000
84.18404908,13215,8,5,2004,2004,994,0,426,1420,1426,488,2,1,9,1,2004,3,746,168,127,0,0,0,2006,279000
43,7052,7,5,2005,2005,659,0,705,1364,1364,0,2,0,6,1,2005,2,484,192,36,0,0,0,2006,185850
48,5911,9,5,2005,2005,472,0,1088,1560,1565,0,2,0,6,1,2005,2,556,196,56,0,0,0,2006,282500
48,6955,7,5,2005,2006,0,0,1368,1368,1368,0,2,0,6,1,2005,2,474,132,35,0,0,0,2006,202500
40,6792,7,5,2005,2006,0,0,1368,1368,1368,0,2,0,6,1,2005,2,474,132,35,0,0,0,2006,202665
61,7740,9,5,2006,2006,1023,0,663,1686,1686,0,2,0,6,1,2006,3,899,266,100,0,0,0,2006,332200
48,6373,9,5,2006,2006,415,0,1251,1666,1666,0,2,0,6,1,2006,2,575,228,75,0,0,0,2006,310090
84.18404908,3136,7,5,2003,2003,0,0,1405,1405,1405,0,2,0,6,1,2003,2,478,148,36,0,0,0,2006,171750
65,10237,6,5,2005,2006,28,0,1288,1316,1316,0,2,0,6,1,2005,2,397,100,0,0,23,0,2006,169990
65,10237,6,5,2005,2006,0,0,728,728,728,728,2,1,8,1,2005,2,390,0,24,0,0,0,2006,170440
65,10237,7,5,2006,2006,0,0,738,738,738,754,2,1,8,0,2006,2,440,0,32,0,0,0,2006,169985
58,17104,7,5,2006,2006,554,0,100,654,664,832,2,1,7,1,2006,2,426,100,24,0,0,0,2006,179665
58,14054,7,5,2006,2006,0,0,879,879,879,984,2,1,9,1,2006,3,660,100,17,0,0,0,2006,219210
102,11660,6,5,2006,2006,0,0,1326,1326,1326,0,2,0,6,0,2006,2,427,100,0,0,0,0,2006,174190
105,15578,6,5,2006,2006,0,0,728,728,728,728,2,1,8,0,2006,2,429,0,0,0,0,0,2006,172785
96,11631,8,5,2004,2005,0,0,1052,1052,1052,1321,2,1,9,1,2004,3,632,120,46,0,0,0,2006,258000
75,9073,7,5,2006,2006,0,0,738,738,738,754,2,1,8,0,2006,2,440,100,32,0,0,0,2006,185101
43,3087,7,5,2006,2006,453,0,767,1220,1364,0,2,0,6,1,2006,2,437,100,16,0,0,0,2006,210250
46.9,3196,7,5,2003,2004,0,0,1374,1374,1557,0,2,0,7,1,2003,2,420,143,20,0,0,0,2006,234000
46.9,3196,8,5,2003,2003,0,0,1273,1273,1456,0,2,0,7,1,2003,2,400,143,20,0,0,0,2006,215000
46.9,2938,7,5,2002,2002,1038,0,330,1368,1511,0,2,0,5,1,2002,2,398,130,30,0,0,0,2006,246990
46.9,3072,7,5,2004,2004,0,0,1375,1375,1414,0,2,0,6,1,2004,2,398,144,20,0,0,0,2006,178740
46.9,3072,7,5,2004,2004,1059,0,306,1365,1548,0,2,0,7,1,2004,2,388,143,20,0,0,0,2006,225000
43,3010,7,5,2005,2006,16,0,1232,1248,1248,0,2,0,5,0,2005,2,438,108,0,0,0,0,2006,167240
43,3010,7,5,2005,2006,16,0,1126,1142,1142,0,2,0,6,0,2005,2,440,90,0,0,0,0,2006,156820
43,3013,7,5,2005,2005,16,0,1346,1362,1506,0,2,0,6,1,2005,2,440,142,20,0,0,0,2006,213490
53,3982,8,5,2006,2006,1154,0,366,1520,1567,0,2,0,7,1,2006,3,648,312,0,0,0,0,2006,264561
53,4045,7,5,2006,2006,1070,0,286,1356,1500,0,2,0,6,1,2006,3,648,161,20,0,0,0,2006,246578
60,21930,5,5,2005,2005,0,0,732,732,734,1104,2,1,7,1,2005,2,372,100,40,0,0,0,2006,192140
74.20720721,7861,6,5,2002,2003,457,0,326,783,807,702,2,1,7,1,2002,2,393,100,75,0,0,0,2006,183200
74,9056,8,5,2004,2004,0,0,707,707,707,707,2,1,6,1,2004,2,403,100,35,0,0,0,2006,178000
59,9171,7,5,2004,2005,0,0,848,848,848,750,2,1,7,1,2004,2,433,100,48,0,0,0,2006,201490
106,11194,8,5,2000,2000,0,0,1406,1406,1454,482,2,1,7,1,2000,2,504,188,124,0,0,0,2006,230500
63,7875,7,5,2003,2003,0,0,783,783,807,702,2,1,8,1,2003,2,393,0,75,0,0,0,2006,180000
74.20720721,8121,6,5,2000,2000,0,0,953,953,953,711,2,1,7,1,2000,2,460,100,40,0,0,0,2006,172400
74.20720721,8658,6,5,2000,2000,732,0,250,982,1008,881,2,1,9,1,2000,2,431,0,0,0,0,0,2006,215000
74.20720721,11214,7,5,1998,1999,0,0,930,930,956,930,2,1,10,1,1998,2,431,89,0,0,0,0,2006,199900
58,10852,6,5,2000,2000,786,0,173,959,959,712,2,1,7,1,2000,2,472,0,38,0,0,0,2006,173000
74.20720721,12104,7,5,2006,2006,0,0,1035,1035,1082,1240,3,1,8,0,2006,3,617,400,45,0,0,0,2006,287602
66,8738,7,5,1999,1999,0,0,975,975,1005,1286,2,1,8,1,1999,2,429,192,0,0,0,0,2006,230000
82,9452,8,5,1997,1998,1074,0,322,1396,1407,985,2,1,7,1,1997,3,870,0,70,0,0,0,2006,348000
84,9660,8,5,1998,1998,791,0,253,1044,1079,897,2,1,7,1,1998,3,885,210,31,0,0,0,2006,286000
83,9545,8,5,2000,2000,505,0,655,1160,1205,1029,2,1,7,1,2000,3,768,0,50,0,0,0,2006,300000
118,35760,10,5,1995,1996,1387,0,543,1930,1831,1796,3,1,10,1,1995,3,807,361,76,0,0,0,2006,625000
91.62962963,9233,9,5,2000,2000,1182,0,358,1540,1540,1315,2,1,9,1,2000,3,774,247,55,0,0,0,2006,405000
78,12011,8,5,1998,1998,956,0,130,1086,1086,838,2,1,7,1,1998,2,592,208,75,0,0,374,2006,280000
93,12090,8,5,1998,1998,0,0,1141,1141,1165,1098,2,1,10,1,1998,2,420,144,123,0,0,0,2006,258000
83,10019,8,5,1995,1995,527,0,815,1342,1358,1368,2,1,9,1,1995,3,725,307,169,168,0,0,2006,350000
114,17242,9,5,1993,1994,292,1393,48,1733,1933,1567,3,1,11,1,1993,3,959,870,86,0,0,210,2006,584500
91.62962963,10236,8,5,1994,1995,380,168,742,1290,1305,1189,2,1,9,1,1994,3,803,200,95,0,0,0,2006,321000
92,10120,8,5,1994,1994,740,0,425,1165,1203,1323,2,1,8,1,1994,3,844,309,78,0,0,0,2006,290000
91.62962963,12585,8,5,1993,1993,247,1039,0,1286,1565,1234,2,1,8,1,1993,3,704,432,136,0,0,0,2006,315000
75,12447,8,5,2005,2006,0,0,1100,1100,1116,848,2,1,8,1,2005,2,760,200,70,0,0,0,2006,252000
49,15218,8,5,2006,2006,1562,0,108,1670,1670,0,2,1,6,1,2006,3,928,0,240,200,0,0,2006,336820
49,20896,8,5,2005,2006,1721,0,356,2077,2097,0,1,1,8,1,2005,3,1134,192,267,0,0,0,2006,423000
85,10182,8,5,2006,2006,1220,0,440,1660,1660,0,2,0,8,1,2006,2,500,322,50,0,0,0,2006,290000
73,8688,7,5,2005,2005,0,0,1616,1616,1616,0,2,0,7,0,2005,3,834,208,59,0,0,0,2006,232000
85,10936,8,5,2006,2006,0,0,1504,1504,1504,0,2,0,7,0,2006,2,510,144,0,0,0,0,2006,199000
72,8640,8,5,2006,2006,24,0,1254,1278,1278,0,2,0,5,0,2006,2,584,0,60,0,0,0,2006,198600
100,13162,9,5,2006,2006,1836,0,200,2036,2036,604,3,1,11,1,2006,3,792,0,265,0,0,0,2006,405749
81,11216,8,5,2006,2006,0,0,1489,1489,1489,0,2,0,7,1,2006,2,776,0,140,0,0,0,2006,232600
84,10728,8,5,2006,2006,0,0,1095,1095,1095,844,2,1,8,1,2006,3,1053,192,51,0,0,0,2006,266000
65,8125,7,5,2005,2006,0,0,756,756,756,797,2,1,6,0,2005,2,615,0,45,0,0,0,2006,186500
65,8125,6,5,2005,2005,0,0,858,858,858,858,2,1,7,0,2005,2,615,0,53,0,0,0,2006,200825
65,8125,7,5,2006,2006,0,0,770,770,778,798,2,1,6,0,2006,2,614,0,50,0,0,0,2006,197000
60,7200,6,5,2006,2006,905,0,357,1262,1262,0,2,0,5,0,2006,2,572,0,120,0,0,0,2006,185000
62,7500,7,5,2005,2005,0,0,1257,1257,1266,0,2,0,6,1,2005,2,453,38,144,0,0,0,2006,176000
60,7200,7,5,2006,2006,0,0,1293,1293,1301,0,2,0,5,1,2006,2,572,216,121,0,0,0,2006,187750
74,7733,6,5,2005,2005,24,0,1118,1142,1142,0,1,1,5,0,0,0,0,4,50,0,0,0,2006,139500
91,11024,7,5,2005,2006,0,0,1400,1400,1400,0,2,0,6,0,2005,2,612,144,55,0,0,0,2006,186800
63,13072,6,5,2005,2006,0,0,1131,1131,1131,0,1,1,6,0,0,0,0,0,39,0,0,0,2006,132000
63,13072,6,5,2005,2005,0,0,1141,1141,1141,0,1,1,6,0,2005,2,484,0,0,0,0,0,2006,142500
63,13072,6,5,2004,2004,941,0,217,1158,1158,0,1,1,5,0,2006,2,576,0,50,0,0,0,2006,158000
65,7800,7,5,2005,2005,0,0,891,891,891,795,2,1,8,0,2005,2,462,144,101,0,0,0,2006,184000
74,7632,7,5,2005,2005,0,0,784,784,831,754,2,1,7,0,2005,2,449,100,77,0,0,0,2006,184900
70,8304,6,5,1997,1998,0,0,941,941,941,896,2,1,7,0,1997,2,688,150,165,0,0,0,2006,187000
65,7153,6,5,1992,1992,387,0,374,761,810,793,2,1,7,0,1992,2,484,0,124,0,0,0,2006,175900
70,9370,6,5,1992,1993,758,0,78,836,844,887,2,1,7,0,1992,2,462,307,85,0,0,224,2006,248500
50,7175,6,5,1990,1991,904,0,494,1398,1398,0,2,0,5,0,1990,2,542,0,46,0,0,0,2006,172000
50,7175,6,5,1991,1991,278,0,939,1217,1217,0,2,0,5,0,1991,2,484,0,64,0,0,0,2006,151000
70.66981132,9019,6,5,1994,1994,274,0,362,636,636,684,2,1,6,0,1994,2,472,0,40,0,0,0,2006,150000
70.66981132,8900,4,4,1966,1966,1056,0,0,1056,1056,0,1,0,5,0,1966,1,384,0,42,0,0,0,2006,107000
60,7800,5,5,1965,1965,641,0,187,828,965,0,1,0,6,0,1979,1,300,421,0,0,0,0,2006,119900
70,9100,5,4,1962,1962,36,0,952,988,988,0,1,0,6,0,1977,2,624,0,0,0,0,0,2006,129500
70,9100,5,5,1963,1963,1332,0,396,1728,1728,0,2,0,10,0,1963,2,504,0,0,0,0,0,2006,125000
68,8927,6,6,1977,1977,0,0,0,0,1286,368,2,0,10,0,1977,2,528,0,0,0,0,0,2006,119500
74.55102041,9240,5,6,1962,2002,612,0,252,864,1211,0,1,0,6,1,1972,2,576,161,0,0,0,0,2006,144000
88,8471,6,7,1977,1995,506,0,0,506,1212,0,1,0,6,1,1978,2,492,292,12,0,0,0,2006,151000
74.55102041,9308,5,5,1965,1965,554,0,430,984,984,0,1,0,5,0,1965,1,310,0,0,0,0,0,2006,126000
65,8450,5,6,1968,1968,162,270,450,882,909,0,1,0,5,0,1968,1,294,0,155,0,0,0,2006,116000
74.55102041,8638,5,6,1963,1963,181,0,744,925,925,0,1,0,5,0,1990,2,484,203,74,0,0,0,2006,133500
74.55102041,13052,5,6,1965,1965,712,0,312,1024,1024,0,1,1,5,0,1965,1,308,0,0,0,0,0,2006,120875
74.55102041,13526,5,6,1965,1965,560,375,0,935,935,0,1,0,5,0,1965,1,288,180,0,0,0,0,2006,137000
74.55102041,8020,5,6,1964,1964,644,0,268,912,912,0,1,0,6,0,0,0,0,0,0,0,0,0,2006,124000
65,6993,5,7,1961,1994,465,0,447,912,1236,0,1,0,6,1,1961,1,288,0,0,0,0,0,2006,135000
74.55102041,8789,5,6,1967,1967,659,0,253,912,941,0,1,0,6,1,1967,1,288,64,0,0,0,0,2006,129200
100,14330,7,4,1974,1974,1023,497,228,1748,2151,495,2,0,9,4,1974,2,550,641,100,0,0,0,2006,260000
121,16059,8,5,1991,1992,0,0,1288,1288,1301,1116,2,1,9,1,1991,2,462,127,82,0,0,0,2006,260000
105,11025,8,5,1992,1993,1118,0,216,1334,1520,1306,2,1,9,3,1992,3,888,177,208,186,0,0,2006,334000
91.62962963,14541,8,7,1993,1993,1012,0,326,1338,1352,1168,2,1,10,1,1993,3,796,209,55,0,0,0,2006,310000
91.62962963,13346,7,5,1992,2000,728,0,367,1095,1166,1129,2,1,9,1,1992,2,590,0,40,0,0,0,2006,268000
89,12461,8,5,1994,1995,1456,0,168,1624,1624,0,2,0,5,1,1994,3,757,0,114,192,0,0,2006,262000
34,3628,7,5,2004,2004,0,0,1143,1143,1143,0,1,1,5,1,2004,2,588,0,191,0,0,0,2006,176400
37,3316,8,5,2005,2005,1039,0,208,1247,1247,0,1,1,4,1,2005,2,550,0,84,0,0,0,2006,197000
30,3180,7,5,2005,2005,0,0,600,600,520,600,2,1,4,0,2005,2,480,0,166,0,0,0,2006,151000
24,2544,7,5,2005,2005,0,0,600,600,520,623,2,1,4,0,2005,2,480,0,166,0,0,0,2006,147400
24,2544,7,5,2005,2005,0,0,600,600,520,623,2,1,4,0,2005,2,480,0,166,0,0,0,2006,149900
30,3180,7,5,2005,2005,0,0,600,600,520,600,2,1,4,0,2005,2,480,0,166,0,0,0,2006,144152
64.54938272,2998,6,5,2000,2000,353,0,403,756,768,756,2,1,4,0,2000,2,440,0,32,0,0,0,2006,166000
35,3735,7,5,1999,1999,450,0,241,691,713,739,2,1,6,0,1999,2,506,0,34,0,0,0,2006,183900
64.54938272,2651,7,5,2000,2000,641,0,32,673,673,709,2,1,6,0,2000,2,490,153,50,0,0,0,2006,165000
64.54938272,4447,7,5,2003,2003,0,0,530,530,530,550,2,1,4,0,2003,2,496,0,50,0,0,0,2006,139000
114,8314,7,5,1997,1998,0,0,569,569,854,840,2,1,6,1,1997,1,434,0,382,0,0,110,2006,200000
60,7180,8,5,2001,2002,0,0,1568,1568,1568,0,2,0,6,1,2001,2,564,0,266,0,0,0,2006,221000
30,9549,8,5,1995,1996,437,1057,0,1494,1494,0,1,1,6,1,1995,2,481,0,30,0,0,216,2006,270000
72,11250,6,6,1977,1977,767,0,441,1208,1208,0,1,1,6,1,1977,2,546,198,42,0,0,0,2006,165000
41,3760,8,5,1980,1980,1009,182,44,1235,1235,0,1,0,4,3,1980,2,484,133,78,0,0,0,2006,214000
36,3640,8,5,1980,1980,860,0,176,1036,1036,0,1,0,4,1,1980,2,484,133,108,0,0,0,2006,188000
40,3874,8,5,1980,1980,807,0,419,1226,1226,0,1,0,4,1,1980,2,484,133,78,0,0,0,2006,190000
40,3876,8,5,1978,1978,652,526,48,1226,1226,0,1,0,4,1,1978,2,484,133,60,0,0,0,2006,170000
68,50271,9,5,1981,1987,1810,0,32,1842,1842,0,0,1,5,1,1981,3,894,857,72,0,0,0,2006,385000
79,13110,5,6,1972,1972,962,0,191,1153,1193,0,2,0,6,0,1972,2,501,140,153,0,0,0,2006,146500
102,10192,7,6,1968,1992,0,0,570,570,1222,698,3,0,8,1,1968,2,487,0,98,0,0,0,2006,170000
81.51764706,20781,7,7,1968,2003,297,68,1203,1568,2156,0,2,0,9,1,1968,2,508,0,80,0,290,0,2006,262500
90,11700,6,6,1968,1968,404,0,304,708,708,708,2,1,7,1,1968,2,776,0,169,0,0,119,2006,179900
81.51764706,11029,6,7,1968,1984,619,0,435,1054,1512,1142,2,1,9,1,1968,2,619,0,65,0,0,222,2006,250000
80,10400,6,5,1972,1972,247,0,485,732,1012,778,1,2,8,1,1972,2,484,148,0,0,0,147,2006,165150
78,10140,7,6,1967,1967,553,68,713,1334,1334,0,2,0,7,0,1967,2,477,0,20,35,0,264,2006,164500
80,9600,7,5,1969,1969,0,0,1164,1164,1164,0,1,1,6,0,1969,2,528,0,0,0,0,0,2006,140000
75,9750,5,5,1967,1967,400,480,100,980,980,0,2,0,6,0,1967,1,384,68,0,0,0,0,2006,135500
80,9600,5,5,1968,1968,758,0,293,1051,1051,0,1,0,6,0,1968,2,504,0,0,0,0,0,2006,142000
72,8640,5,5,1968,1968,361,483,56,900,884,886,1,1,7,0,1968,2,530,0,60,0,0,270,2006,155000
78,9360,6,7,1968,2004,760,0,216,976,976,0,1,0,4,1,1968,2,504,94,0,0,0,0,2006,157500
70,8400,5,5,1968,1968,1016,0,36,1052,1052,0,1,1,5,0,1968,1,288,356,0,0,0,0,2006,138500
70,8400,5,6,1968,1968,744,0,89,833,898,0,1,0,6,0,1968,1,326,143,0,0,0,0,2006,140000
75.21066667,9759,5,5,1966,1966,799,0,252,1051,1051,0,1,0,6,0,1966,1,264,182,88,0,0,0,2006,124400
80,9600,5,7,1967,1967,602,402,137,1141,1141,0,1,0,6,0,1967,1,568,0,78,0,0,0,2006,158000
71,9230,5,8,1965,1998,661,0,203,864,1200,0,1,1,6,0,1977,2,884,0,64,0,0,0,2006,146000
81.51764706,14803,6,5,1971,1971,416,0,409,825,1097,896,2,1,8,1,1971,2,495,0,66,0,0,0,2006,190000
75.21066667,10659,5,6,1961,1961,915,0,135,1050,1050,0,1,0,6,0,1961,1,368,0,319,0,0,0,2006,136500
70,9100,5,5,1958,1958,521,174,169,864,864,0,1,0,5,0,1964,2,624,0,0,0,0,0,2006,129900
70,8393,5,5,1959,2005,528,0,1098,1626,1712,0,2,0,8,0,2005,2,588,272,54,0,0,0,2006,145000
80,8800,6,7,1965,2000,901,252,34,1187,1565,0,2,0,7,2,1965,1,299,200,25,211,0,0,2006,185900
80,8800,6,6,1964,1964,553,0,698,1251,1251,0,1,0,6,2,1964,1,461,0,116,0,0,0,2006,160000
75.21066667,10368,6,6,1964,1964,260,748,0,1008,1488,0,1,1,7,1,1964,2,430,154,60,0,0,0,2006,167000
85,9350,5,6,1964,1964,360,0,360,720,720,720,1,1,7,1,1964,2,480,0,32,240,0,0,2006,157500
75,10382,6,5,1958,1958,513,0,75,588,1095,0,1,0,6,0,1958,1,264,0,0,0,0,0,2006,140000
69,8973,5,7,1958,1991,567,28,413,1008,1053,0,1,1,6,0,1998,2,750,0,80,0,180,0,2006,150000
80,10800,5,7,1960,1960,632,0,616,1248,1248,0,1,0,6,0,1960,1,286,0,0,0,0,0,2006,151500
60,8550,6,8,1934,1950,574,0,242,816,816,0,1,0,4,1,1949,1,240,228,0,40,0,0,2006,129800
75.21066667,11425,5,6,1954,1954,486,0,522,1008,1008,0,1,0,4,1,1954,1,275,0,0,120,0,0,2006,137000
68,9724,5,7,1947,1950,0,0,938,938,1043,0,1,0,5,1,1947,1,273,125,48,0,0,0,2006,137000
51,4712,4,7,1946,1950,384,0,363,747,774,456,1,1,5,0,1946,1,305,0,57,0,0,63,2006,121600
51,5900,4,7,1923,1958,0,0,440,440,869,0,1,0,4,0,0,0,0,0,0,0,0,0,2006,85500
52,5825,4,5,1926,1953,0,0,600,600,747,0,1,0,5,0,1953,2,528,0,0,32,0,0,2006,79900
92,7438,5,8,1908,1991,0,0,504,504,936,316,1,0,5,0,1986,2,576,104,0,0,0,0,2006,127000
80,9600,5,6,1961,1990,915,0,336,1251,1433,0,1,0,7,1,1961,2,441,144,0,205,0,0,2006,161000
89,10858,5,6,1952,1952,40,0,1404,1444,1624,0,1,0,6,1,1952,1,240,0,40,324,0,0,2006,146500
80,9600,5,5,1951,1951,996,0,60,1056,1216,0,1,0,7,0,1951,1,280,0,0,0,0,0,2006,135000
89,10680,5,3,1951,1951,756,0,1380,2136,2136,0,2,0,7,0,1951,2,528,0,30,0,0,0,2006,137900
79,9490,6,7,1941,1950,403,165,238,806,958,620,1,0,5,2,1941,1,240,0,0,32,0,0,2006,133000
79,9462,5,6,1949,1973,0,0,704,704,1024,704,1,1,7,1,1949,1,234,245,60,0,0,0,2006,137000
82,9888,5,6,1954,1975,486,0,450,936,936,0,1,0,5,0,1954,1,240,0,0,160,0,0,2006,121000
75.21066667,8917,5,5,1967,1967,0,0,1584,1584,1584,0,2,0,8,0,1967,2,506,0,0,0,0,0,2006,119000
75.21066667,12700,6,5,1964,1964,939,0,307,1246,1246,0,1,0,6,2,1964,2,441,0,69,0,0,0,2006,172000
85,8500,5,3,1961,1961,600,0,635,1235,1235,0,1,0,6,0,1961,2,480,0,0,0,0,0,2006,98600
88,14200,7,6,1966,1966,445,0,479,924,1216,941,2,1,8,2,1966,2,487,105,66,0,0,0,2006,226000
75,9000,5,5,1954,1954,812,0,124,936,1128,0,1,0,5,0,1954,1,286,0,0,0,0,0,2006,118000
174,25419,8,4,1918,1990,1036,184,140,1360,1360,1360,2,0,8,1,1918,2,795,0,16,552,0,0,2006,235000
109,9723,6,7,1963,1963,0,0,1008,1008,1008,0,1,0,5,0,1963,2,430,0,0,0,0,0,2006,135000
70,7728,5,6,1962,1962,803,0,303,1106,1190,0,1,0,6,0,1962,2,540,0,18,0,0,0,2006,132500
70,8163,5,6,1959,1959,748,294,102,1144,1144,0,1,0,6,1,1959,1,796,86,0,0,0,0,2006,143000
70,8400,5,5,1957,1957,623,0,556,1179,1364,0,1,1,6,1,1957,1,331,0,60,0,0,0,2006,132000
80,11600,6,5,1960,1960,565,0,818,1383,1383,0,1,1,7,0,1960,1,292,0,45,0,0,0,2006,145250
75.21066667,9610,6,6,1958,1958,203,0,918,1121,1336,0,1,1,7,1,1958,2,488,80,0,0,0,0,2006,162000
125,10000,5,6,1956,1956,678,281,99,1058,1370,0,1,0,6,1,1956,1,300,191,0,0,0,120,2006,148000
69,14850,5,5,1957,1957,895,0,197,1092,1092,0,1,0,6,1,1957,1,299,268,0,0,0,122,2006,141000
72,10152,6,6,1956,1994,914,0,210,1124,1124,0,1,0,6,1,1956,1,353,0,211,180,0,142,2006,153000
72,10011,5,6,1957,1996,360,0,710,1070,1236,0,1,0,6,1,1957,1,447,0,0,0,0,0,2006,134450
75.21066667,7032,5,5,1979,1979,943,0,0,943,943,0,1,0,4,2,1979,2,600,42,0,0,0,0,2006,135960
70,8092,6,8,1954,2000,824,0,226,1050,1050,0,1,0,6,0,1954,1,286,0,0,0,0,0,2006,156000
75,11310,6,5,1954,1954,0,0,1367,1367,1375,0,1,0,5,1,1954,2,451,0,30,0,0,0,2006,140000
66,12778,5,6,1952,2003,658,0,350,1008,1008,0,1,0,4,0,1952,1,280,0,154,0,0,0,2006,139500
75,10170,6,6,1951,1951,0,0,216,216,1575,0,1,1,5,1,1951,2,400,0,0,0,0,0,2006,155000
55,7700,5,7,1956,1956,271,0,30,301,1145,0,1,0,6,0,1993,2,684,0,0,0,0,0,2006,127000
65,11050,5,5,1956,1956,488,0,517,1005,1005,0,1,0,6,1,1956,1,319,0,0,0,0,288,2006,133500
80,13600,5,6,1955,1955,144,912,0,1056,1056,0,1,1,6,0,1955,1,300,0,0,0,0,0,2006,125000
85,15428,5,6,1951,1991,741,0,143,884,884,0,1,0,4,0,1951,1,270,0,0,0,0,195,2006,142000
118,21299,7,5,1941,1963,0,0,929,929,2039,0,1,1,7,3,1941,3,791,0,0,90,0,0,2006,167000
70,13300,5,5,1956,2001,494,0,521,1015,1384,0,1,0,6,0,2001,2,896,75,0,0,323,0,2006,159000
94,22136,5,5,1925,1975,1018,0,1153,2171,1392,1248,2,1,10,1,1977,3,1008,631,48,148,0,0,2006,180000
50,7500,6,6,1947,1950,0,0,784,784,900,412,1,1,6,0,1953,2,649,0,28,0,0,0,2006,127000
50,7000,6,6,1924,1950,617,0,0,617,865,445,2,0,6,0,1924,1,398,0,0,126,0,0,2006,112000
60,10410,3,8,1930,2001,0,0,713,713,713,0,1,0,5,0,1936,1,371,0,75,161,0,0,2006,99800
90,5400,5,7,1954,2000,415,0,418,833,833,0,1,0,4,0,1955,1,326,0,0,0,0,0,2006,117000
60,5400,5,6,1921,1968,0,0,1073,1073,1073,0,1,0,4,0,1968,1,326,0,0,112,0,0,2006,108480
