Gone,JoinDate,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PerformanceRating
Yes,7/8/2019,39,Travel_Frequently,2,1,Male,3,4,Healthcare Representative,4,Divorced,12169,7,3
No,10/23/2021,40,Travel_Rarely,14,3,Male,2,5,Research Director,3,Single,19626,1,3
No,11/15/2019,21,Travel_Rarely,1,4,Female,2,1,Research Scientist,2,Single,2070,1,3
No,11/4/2019,39,Non-Travel,9,3,Male,3,2,Laboratory Technician,2,Single,6782,9,3
No,4/14/2020,36,Non-Travel,18,1,Male,3,2,Manufacturing Director,4,Single,7779,2,4
No,1/29/2021,31,Travel_Frequently,20,3,Male,4,1,Sales Representative,4,Married,2791,0,3
No,2/19/2021,28,Travel_Rarely,2,1,Male,2,1,Research Scientist,2,Married,3201,0,3
No,2/5/2019,35,Travel_Frequently,11,4,Male,3,2,Sales Executive,4,Divorced,4968,1,3
No,6/16/2020,49,Travel_Rarely,8,4,Male,2,4,Sales Executive,2,Married,13120,6,3
No,11/21/2019,34,Travel_Frequently,2,4,Male,3,2,Manufacturing Director,3,Single,4033,2,3
No,12/28/2021,29,Travel_Frequently,10,4,Female,3,1,Research Scientist,2,Divorced,3291,0,3
No,4/8/2020,42,Travel_Rarely,29,2,Male,1,2,Laboratory Technician,4,Single,4272,4,3
No,10/23/2019,29,Travel_Rarely,8,2,Male,2,2,Manufacturing Director,4,Married,5056,1,3
No,6/7/2021,38,Travel_Rarely,1,3,Male,4,1,Human Resources,3,Married,2844,1,3
No,7/4/2020,28,Travel_Frequently,6,3,Male,2,1,Research Scientist,3,Divorced,2703,1,3
Yes,11/13/2019,18,Non-Travel,8,3,Male,3,1,Laboratory Technician,3,Single,1904,1,3
Yes,7/15/2019,33,Travel_Rarely,9,1,Female,3,2,Sales Executive,1,Single,8224,0,3
No,5/18/2019,41,Travel_Rarely,12,2,Male,3,1,Laboratory Technician,4,Married,4766,3,3
Yes,7/10/2021,31,Travel_Frequently,15,3,Male,3,1,Laboratory Technician,3,Married,2610,1,3
No,4/21/2021,37,Travel_Rarely,25,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,3
No,9/2/2021,27,Travel_Rarely,6,4,Male,2,1,Research Scientist,3,Married,2539,1,3
No,9/7/2021,34,Travel_Rarely,9,2,Female,3,2,Sales Executive,3,Married,5714,1,4
No,6/7/2019,35,Travel_Rarely,8,3,Male,3,1,Human Resources,3,Single,4323,1,3
Yes,5/29/2020,29,Travel_Rarely,23,4,Female,2,3,Sales Executive,1,Married,7336,1,3
No,3/26/2021,40,Travel_Frequently,9,2,Female,3,3,Research Director,3,Single,13499,9,3
Yes,2/3/2020,42,Travel_Frequently,12,3,Male,3,4,Sales Executive,1,Single,13758,0,3
No,1/19/2019,42,Travel_Rarely,4,2,Male,3,2,Sales Executive,1,Single,5155,7,3
No,8/16/2019,35,Travel_Rarely,1,4,Male,2,1,Laboratory Technician,3,Married,2258,6,3
No,2/25/2019,24,Travel_Rarely,24,4,Male,3,1,Laboratory Technician,2,Single,3597,8,4
Yes,11/19/2019,28,Travel_Rarely,12,3,Female,3,1,Laboratory Technician,4,Married,2515,1,3
No,11/3/2020,26,Travel_Rarely,3,1,Male,4,1,Laboratory Technician,4,Married,4420,1,4
No,10/3/2020,30,Travel_Rarely,10,3,Male,2,2,Sales Executive,3,Married,6578,1,3
No,1/8/2020,40,Travel_Frequently,26,3,Female,2,2,Research Scientist,4,Married,4422,3,3
No,4/16/2020,35,Travel_Rarely,2,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,3
No,2/24/2020,34,Travel_Frequently,1,4,Male,2,2,Healthcare Representative,1,Single,5343,0,4
No,6/30/2021,35,Travel_Frequently,4,4,Male,2,1,Laboratory Technician,4,Married,2376,1,3
Yes,3/16/2021,43,Travel_Rarely,9,1,Female,1,2,Sales Executive,3,Single,5346,8,3
No,5/22/2021,32,Non-Travel,2,3,Female,3,1,Sales Representative,1,Divorced,2827,1,3
No,6/3/2020,56,Travel_Rarely,4,4,Female,3,5,Manager,1,Divorced,19943,4,3
No,4/2/2019,29,Travel_Rarely,6,2,Female,3,1,Laboratory Technician,4,Married,3131,1,3
No,8/31/2019,19,Travel_Rarely,9,3,Male,3,1,Research Scientist,1,Single,2552,1,4
No,11/30/2019,45,Travel_Rarely,7,1,Female,3,1,Research Scientist,3,Married,4477,4,3
No,1/21/2020,37,Travel_Rarely,1,4,Female,2,2,Manufacturing Director,4,Married,6474,1,3
No,11/18/2020,20,Travel_Rarely,3,1,Male,2,1,Laboratory Technician,3,Single,3033,1,3
Yes,1/4/2020,44,Travel_Rarely,10,3,Male,3,1,Research Scientist,3,Single,2936,1,3
No,4/7/2021,53,Travel_Rarely,7,4,Female,3,5,Manager,3,Divorced,18606,3,3
No,1/29/2019,29,Travel_Rarely,15,2,Female,1,1,Research Scientist,4,Married,2168,0,3
Yes,9/17/2020,22,Travel_Frequently,3,3,Male,2,1,Research Scientist,4,Married,2853,0,3
No,4/15/2021,46,Travel_Rarely,2,3,Female,3,4,Manager,1,Married,17048,8,4
No,9/10/2020,44,Non-Travel,17,4,Male,1,1,Research Scientist,3,Single,2290,2,3
No,6/14/2019,33,Travel_Rarely,2,2,Male,3,1,Human Resources,3,Married,3600,1,3
Yes,1/30/2021,41,Non-Travel,5,1,Male,2,1,Research Scientist,1,Divorced,2107,6,3
No,1/10/2020,30,Travel_Rarely,29,3,Male,3,2,Sales Executive,1,Divorced,4115,8,3
No,10/3/2021,40,Travel_Frequently,2,2,Male,3,2,Sales Executive,2,Married,4327,5,3
No,3/20/2020,50,Travel_Frequently,2,4,Female,3,4,Manager,1,Married,17856,2,4
No,1/28/2020,28,Travel_Rarely,19,4,Male,2,1,Laboratory Technician,1,Married,3196,1,3
No,12/8/2019,46,Travel_Rarely,15,4,Male,3,5,Research Director,2,Married,19081,5,3
No,8/5/2021,35,Travel_Rarely,17,3,Male,3,2,Sales Executive,1,Married,8966,3,3
Yes,12/6/2019,24,Travel_Rarely,17,4,Female,3,1,Laboratory Technician,2,Married,2210,1,3
No,8/31/2020,33,Travel_Frequently,25,2,Female,3,2,Sales Executive,3,Married,4539,1,3
No,2/15/2020,36,Travel_Rarely,6,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,3
No,7/1/2019,30,Travel_Rarely,7,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,3
No,6/3/2021,44,Travel_Rarely,29,4,Male,3,2,Research Scientist,4,Single,4541,1,4
No,4/20/2020,20,Travel_Rarely,21,3,Male,4,1,Sales Representative,4,Single,2678,1,3
No,7/20/2021,46,Travel_Rarely,2,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,3
No,10/7/2019,42,Non-Travel,2,4,Male,4,2,Human Resources,1,Married,6272,7,3
No,8/31/2019,60,Travel_Rarely,7,2,Male,4,2,Sales Executive,4,Divorced,5220,0,3
No,7/13/2020,32,Travel_Frequently,13,3,Female,2,1,Laboratory Technician,2,Married,2743,1,4
No,5/2/2021,32,Travel_Frequently,2,4,Female,3,2,Research Scientist,3,Single,4998,4,3
No,1/10/2019,36,Travel_Rarely,1,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,4
No,3/11/2019,33,Travel_Rarely,9,1,Male,3,1,Research Scientist,4,Married,2781,0,3
No,11/14/2021,40,Travel_Rarely,10,2,Female,2,2,Sales Executive,2,Divorced,6852,7,3
No,2/24/2020,25,Travel_Rarely,10,3,Male,3,2,Sales Executive,4,Single,4950,0,3
No,10/7/2020,30,Travel_Rarely,1,4,Male,3,1,Research Scientist,2,Married,3579,0,4
No,1/2/2019,42,Travel_Frequently,26,1,Female,3,3,Research Director,1,Married,13191,3,3
No,5/26/2021,35,Non-Travel,8,3,Female,2,3,Sales Executive,4,Married,10377,4,3
No,11/20/2020,27,Travel_Rarely,14,1,Male,3,1,Research Scientist,1,Married,2235,1,3
No,5/12/2019,54,Travel_Frequently,1,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,3
No,10/16/2021,44,Travel_Rarely,2,1,Female,4,1,Research Scientist,4,Married,2011,1,3
Yes,2/14/2019,19,Non-Travel,10,1,Female,2,1,Research Scientist,2,Single,1859,1,4
No,4/22/2020,29,Travel_Rarely,1,1,Female,3,1,Research Scientist,4,Divorced,3760,1,3
No,4/27/2019,54,Travel_Rarely,3,4,Male,3,4,Research Director,4,Married,17779,3,3
No,7/28/2021,31,Travel_Rarely,11,3,Male,3,2,Healthcare Representative,1,Married,6833,1,3
No,1/7/2021,31,Travel_Rarely,24,3,Female,2,2,Healthcare Representative,1,Single,6812,1,3
No,2/14/2019,59,Travel_Rarely,3,3,Female,2,2,Sales Executive,4,Single,5171,5,3
No,4/24/2019,43,Travel_Rarely,3,3,Male,1,5,Research Director,4,Married,19740,3,3
No,11/26/2019,49,Travel_Rarely,4,1,Male,2,5,Manager,3,Married,18711,2,3
No,7/20/2020,36,Travel_Frequently,3,3,Male,3,1,Research Scientist,2,Married,3692,1,3
No,3/8/2019,48,Travel_Rarely,2,4,Male,4,1,Laboratory Technician,2,Single,2559,5,3
No,3/18/2019,27,Travel_Rarely,4,1,Male,3,1,Research Scientist,3,Divorced,2517,1,3
No,11/25/2019,29,Travel_Rarely,7,3,Male,3,2,Healthcare Representative,4,Divorced,6623,1,3
No,6/11/2019,48,Travel_Rarely,1,4,Male,2,5,Research Director,4,Single,18265,6,3
No,5/29/2019,29,Travel_Rarely,1,4,Female,2,4,Research Director,4,Divorced,16124,3,3
No,9/6/2021,34,Travel_Rarely,20,3,Female,4,1,Research Scientist,3,Married,2585,0,3
No,7/24/2021,44,Travel_Rarely,5,2,Male,3,5,Manager,2,Married,18213,7,3
No,5/15/2020,33,Travel_Rarely,10,4,Male,4,3,Sales Executive,3,Divorced,8380,0,3
No,4/3/2020,19,Travel_Rarely,25,2,Female,4,1,Research Scientist,4,Single,2994,1,3
No,5/26/2020,23,Travel_Rarely,1,4,Male,3,1,Research Scientist,3,Married,1223,1,4
Yes,12/22/2021,25,Travel_Frequently,24,3,Male,1,1,Sales Representative,4,Single,1118,1,3
No,3/25/2020,26,Travel_Rarely,4,3,Male,3,1,Research Scientist,4,Single,2875,1,4
Yes,8/21/2019,45,Travel_Rarely,2,1,Female,1,5,Manager,2,Single,18824,2,3
No,9/10/2019,55,Non-Travel,8,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,3
Yes,1/14/2021,21,Travel_Frequently,10,1,Female,2,1,Laboratory Technician,3,Single,2625,1,4
No,1/19/2021,46,Travel_Rarely,4,4,Female,2,5,Manager,2,Married,18789,2,3
No,6/15/2019,34,Travel_Rarely,2,3,Female,3,2,Sales Executive,1,Single,4538,0,3
No,3/9/2019,51,Travel_Frequently,9,4,Male,3,5,Manager,2,Divorced,19847,4,4
No,4/29/2019,59,Travel_Rarely,18,4,Male,3,3,Manufacturing Director,4,Single,10512,6,3
No,3/2/2021,34,Travel_Frequently,19,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,3
No,10/9/2019,28,Travel_Frequently,1,4,Male,3,1,Laboratory Technician,3,Single,2154,0,3
No,9/24/2019,44,Travel_Rarely,4,3,Male,4,5,Manager,1,Divorced,19190,1,3
No,1/9/2021,34,Travel_Frequently,11,3,Male,2,2,Human Resources,2,Married,4490,4,3
No,2/12/2019,35,Travel_Rarely,6,3,Male,3,1,Research Scientist,3,Married,3506,0,3
No,11/30/2021,42,Travel_Rarely,7,2,Female,4,2,Research Scientist,2,Married,2372,6,3
No,10/19/2020,43,Travel_Rarely,4,4,Female,2,3,Sales Executive,4,Single,10231,3,3
No,11/1/2021,36,Travel_Rarely,2,3,Female,3,2,Manufacturing Director,2,Single,5410,9,3
Yes,3/12/2021,44,Travel_Rarely,15,1,Female,3,3,Healthcare Representative,4,Married,7978,1,3
No,4/5/2020,28,Travel_Frequently,2,4,Male,2,1,Laboratory Technician,4,Married,3867,1,3
No,2/20/2021,51,Travel_Frequently,6,2,Female,2,1,Laboratory Technician,3,Single,2838,0,3
No,10/31/2019,30,Non-Travel,9,3,Female,3,2,Manufacturing Director,3,Single,4695,7,3
Yes,9/29/2019,29,Travel_Rarely,7,2,Female,3,1,Laboratory Technician,3,Divorced,3339,3,3
No,1/25/2019,28,Travel_Rarely,1,4,Male,3,1,Research Scientist,1,Single,2080,2,3
No,4/11/2020,25,Travel_Rarely,1,4,Female,3,1,Research Scientist,2,Single,2096,1,3
No,2/5/2019,32,Travel_Rarely,8,3,Male,4,2,Sales Executive,4,Married,6209,1,3
No,12/9/2019,45,Travel_Frequently,25,2,Female,3,5,Manager,2,Single,18061,3,4
No,9/15/2019,39,Travel_Rarely,13,3,Female,2,4,Manager,2,Divorced,17123,6,3
No,7/27/2021,58,Travel_Rarely,23,1,Male,3,1,Research Scientist,3,Divorced,2372,1,3
Yes,11/24/2021,32,Travel_Rarely,7,4,Male,3,2,Laboratory Technician,3,Married,4883,1,3
Yes,12/19/2019,39,Travel_Rarely,23,3,Male,3,1,Research Scientist,1,Single,3904,0,3
No,12/18/2019,30,Travel_Rarely,6,1,Female,2,2,Laboratory Technician,4,Married,4627,0,3
No,9/1/2020,36,Travel_Rarely,10,4,Female,3,3,Healthcare Representative,3,Married,7094,3,3
No,12/8/2021,46,Travel_Rarely,1,4,Female,3,1,Human Resources,1,Single,3423,6,3
No,4/29/2020,28,Non-Travel,1,3,Female,1,2,Laboratory Technician,4,Married,6674,0,3
No,1/29/2021,50,Travel_Rarely,28,4,Female,3,4,Research Director,1,Married,16880,4,3
Yes,11/10/2020,40,Travel_Rarely,25,4,Male,2,3,Sales Executive,2,Single,9094,2,3
Yes,2/12/2021,52,Travel_Rarely,5,2,Male,3,3,Sales Executive,2,Single,8446,9,3
No,6/19/2019,30,Travel_Rarely,17,2,Female,3,3,Manager,1,Married,11916,1,4
No,10/22/2020,39,Travel_Rarely,18,1,Male,3,2,Manufacturing Director,3,Single,4534,0,3
No,5/1/2019,31,Non-Travel,2,4,Female,3,3,Sales Executive,3,Divorced,9852,1,3
No,7/16/2019,41,Non-Travel,10,3,Male,1,2,Sales Executive,2,Single,6151,1,3
Yes,10/12/2020,31,Travel_Frequently,1,4,Female,3,1,Sales Representative,2,Single,2302,1,3
Yes,8/17/2020,44,Travel_Rarely,3,1,Male,3,1,Laboratory Technician,1,Married,2362,4,3
No,4/11/2019,42,Non-Travel,2,3,Male,3,4,Manager,3,Married,17861,0,3
No,4/16/2021,55,Travel_Rarely,2,4,Female,1,5,Manager,3,Married,19187,4,3
No,10/24/2020,56,Travel_Rarely,8,4,Male,3,5,Manager,2,Single,19717,6,3
No,10/2/2019,40,Non-Travel,16,3,Male,3,1,Research Scientist,3,Divorced,3544,9,3
No,12/10/2019,34,Travel_Rarely,9,4,Male,3,3,Healthcare Representative,4,Divorced,8500,0,3
No,1/14/2021,40,Travel_Rarely,2,3,Male,3,2,Research Scientist,4,Single,4661,1,3
No,2/15/2020,41,Travel_Frequently,1,3,Female,3,2,Sales Executive,1,Divorced,4103,0,3
No,9/20/2019,35,Travel_Frequently,4,3,Male,3,2,Research Scientist,3,Single,4249,1,3
No,1/12/2020,51,Travel_Rarely,5,3,Male,3,4,Manager,2,Divorced,14026,1,3
No,12/18/2020,38,Travel_Rarely,2,2,Female,3,2,Sales Executive,1,Divorced,6893,3,3
No,7/9/2021,34,Travel_Rarely,15,3,Female,3,2,Sales Executive,1,Single,6125,1,3
No,3/14/2020,25,Travel_Rarely,19,4,Male,3,1,Laboratory Technician,4,Married,3669,3,3
Yes,4/24/2019,58,Travel_Rarely,7,3,Female,2,3,Manufacturing Director,1,Married,10008,7,3
No,2/19/2021,40,Travel_Rarely,1,2,Male,3,1,Laboratory Technician,2,Married,2387,3,4
No,12/22/2020,36,Travel_Frequently,7,1,Female,4,2,Sales Executive,1,Married,4639,2,3
No,8/5/2019,48,Travel_Rarely,4,4,Male,3,3,Manufacturing Director,4,Single,7898,1,3
No,10/19/2020,27,Travel_Rarely,11,3,Female,4,1,Sales Representative,4,Married,2534,8,3
No,10/23/2020,51,Travel_Rarely,11,4,Female,2,4,Manufacturing Director,2,Single,13142,3,3
No,7/14/2020,18,Non-Travel,1,4,Female,3,1,Laboratory Technician,4,Single,1611,1,3
No,3/11/2021,35,Travel_Rarely,1,4,Female,2,2,Laboratory Technician,4,Married,5363,0,3
No,11/23/2019,27,Travel_Frequently,2,4,Male,1,2,Sales Executive,4,Single,5071,3,4
Yes,7/16/2020,55,Travel_Rarely,13,1,Male,4,4,Sales Executive,3,Single,13695,6,3
No,11/11/2020,56,Travel_Rarely,23,4,Male,3,4,Manufacturing Director,2,Married,13402,4,3
No,8/16/2020,34,Non-Travel,26,1,Female,2,1,Research Scientist,3,Divorced,2029,1,4
No,10/4/2021,40,Travel_Rarely,2,2,Female,4,2,Healthcare Representative,3,Divorced,6377,5,4
No,5/19/2020,34,Travel_Rarely,29,2,Male,3,2,Laboratory Technician,3,Married,5429,4,3
Yes,8/17/2019,31,Travel_Frequently,2,3,Female,2,1,Sales Representative,4,Single,2785,7,3
Yes,5/24/2019,35,Travel_Frequently,18,4,Female,3,2,Sales Executive,3,Married,4614,0,3
No,10/25/2020,38,Travel_Frequently,7,4,Male,4,1,Research Scientist,3,Divorced,2610,1,3
No,10/31/2020,34,Travel_Rarely,2,3,Female,3,2,Healthcare Representative,4,Single,6687,1,3
No,8/17/2019,28,Travel_Rarely,26,3,Male,2,2,Sales Executive,1,Married,4724,1,3
Yes,1/6/2021,31,Travel_Rarely,22,4,Male,3,2,Manufacturing Director,3,Married,6179,1,3
No,3/16/2020,39,Travel_Rarely,21,1,Male,2,2,Sales Executive,4,Married,6120,3,3
No,11/30/2021,51,Travel_Frequently,2,2,Male,3,3,Sales Executive,2,Married,10596,2,3
No,6/2/2019,41,Travel_Frequently,22,4,Female,3,2,Research Scientist,4,Divorced,5467,3,3
No,4/28/2021,37,Travel_Rarely,4,3,Male,3,1,Research Scientist,3,Married,2996,7,3
No,3/9/2021,33,Travel_Frequently,5,2,Male,3,2,Sales Executive,4,Married,9998,6,3
No,10/30/2019,32,Travel_Rarely,2,3,Male,3,2,Sales Executive,2,Married,4078,0,3
No,7/18/2020,39,Non-Travel,25,3,Male,3,3,Healthcare Representative,3,Married,10920,3,4
No,8/17/2020,25,Travel_Rarely,18,1,Male,4,2,Sales Executive,3,Married,6232,2,3
No,6/29/2020,52,Travel_Frequently,28,4,Female,4,4,Manufacturing Director,3,Married,13247,2,3
No,3/26/2019,43,Travel_Rarely,6,1,Female,2,2,Research Scientist,3,Single,4081,1,3
No,7/16/2021,27,Travel_Rarely,10,4,Female,2,2,Sales Executive,4,Married,5769,1,3
Yes,2/15/2021,27,Travel_Rarely,17,4,Female,3,1,Research Scientist,3,Single,2394,1,3
No,12/23/2019,26,Travel_Rarely,2,1,Male,2,1,Research Scientist,4,Single,3904,0,3
No,3/30/2020,42,Travel_Rarely,10,3,Female,3,4,Manager,1,Married,16799,0,3
No,6/14/2020,52,Travel_Rarely,8,3,Female,3,1,Laboratory Technician,1,Married,2950,9,3
No,11/13/2021,37,Travel_Rarely,11,1,Female,3,1,Laboratory Technician,3,Single,3629,4,3
No,5/7/2021,35,Travel_Frequently,18,3,Male,3,3,Manufacturing Director,4,Single,9362,2,3
No,6/29/2021,25,Travel_Rarely,1,1,Male,3,1,Laboratory Technician,4,Married,3229,4,3
No,9/21/2020,26,Travel_Rarely,7,3,Male,4,1,Laboratory Technician,1,Single,3578,0,3
No,2/24/2020,29,Travel_Rarely,17,2,Male,2,3,Human Resources,1,Single,7988,1,3
Yes,12/11/2020,49,Travel_Frequently,28,1,Male,2,2,Laboratory Technician,1,Single,4284,3,4
Yes,10/30/2019,29,Travel_Frequently,14,3,Female,3,3,Healthcare Representative,4,Single,7553,0,3
No,1/22/2020,54,Travel_Rarely,1,4,Female,3,4,Research Director,4,Single,17328,6,3
No,4/24/2021,58,Travel_Rarely,1,4,Female,3,5,Research Director,1,Married,19701,3,4
No,5/1/2021,55,Travel_Rarely,1,2,Male,4,4,Research Director,4,Divorced,14732,2,3
No,6/30/2021,36,Travel_Rarely,3,1,Female,3,2,Sales Executive,2,Single,9278,3,3
Yes,11/12/2019,31,Travel_Frequently,1,2,Female,1,1,Sales Representative,3,Single,1359,1,3
No,4/25/2019,30,Travel_Rarely,7,4,Female,3,2,Sales Executive,1,Divorced,4779,7,3
No,10/19/2019,31,Travel_Rarely,8,1,Female,3,4,Research Director,2,Single,16422,3,3
No,4/10/2020,34,Travel_Frequently,1,4,Male,3,1,Research Scientist,1,Divorced,2996,5,3
Yes,4/2/2019,31,Travel_Rarely,8,1,Female,2,1,Research Scientist,2,Single,1261,1,3
No,1/17/2019,27,Travel_Rarely,11,2,Male,3,1,Laboratory Technician,1,Married,2099,0,3
No,9/4/2019,36,Travel_Rarely,4,1,Male,2,2,Laboratory Technician,4,Single,5810,1,3
No,6/1/2021,36,Travel_Rarely,16,3,Female,2,2,Sales Executive,1,Married,5647,4,3
No,9/9/2019,47,Travel_Rarely,1,1,Male,3,1,Research Scientist,4,Married,3420,7,3
Yes,2/11/2019,25,Travel_Rarely,9,1,Male,2,1,Sales Representative,1,Married,4400,3,3
No,8/3/2019,37,Non-Travel,5,3,Male,4,1,Laboratory Technician,3,Single,3500,0,3
No,12/19/2019,56,Travel_Rarely,1,1,Female,3,1,Research Scientist,1,Married,2066,2,4
No,9/14/2021,47,Travel_Rarely,2,1,Female,3,4,Research Director,3,Married,17169,3,3
No,9/14/2019,24,Travel_Rarely,4,4,Female,3,2,Sales Executive,3,Married,4162,1,3
No,4/30/2019,32,Travel_Rarely,7,4,Male,3,2,Sales Executive,4,Married,9204,4,3
No,11/12/2019,34,Travel_Rarely,1,4,Female,2,1,Laboratory Technician,2,Married,3294,5,3
No,1/6/2020,41,Travel_Rarely,5,2,Male,4,1,Research Scientist,3,Married,2127,2,3
No,12/11/2019,40,Non-Travel,9,3,Male,3,2,Laboratory Technician,3,Divorced,3975,3,3
No,11/5/2020,31,Travel_Rarely,8,1,Male,3,3,Sales Executive,4,Divorced,10793,1,3
Yes,3/16/2020,46,Travel_Rarely,9,1,Male,3,3,Sales Executive,4,Divorced,10096,4,3
Yes,10/31/2021,39,Non-Travel,2,1,Female,2,1,Laboratory Technician,1,Single,3646,2,4
Yes,6/2/2021,31,Travel_Frequently,1,3,Female,4,3,Manufacturing Director,2,Single,7446,1,3
No,1/8/2021,45,Travel_Rarely,20,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,3
No,11/9/2019,31,Travel_Rarely,8,4,Female,4,1,Human Resources,2,Single,2109,9,3
Yes,12/13/2019,31,Travel_Frequently,2,2,Male,3,1,Laboratory Technician,4,Married,3722,6,3
No,11/1/2019,45,Travel_Rarely,29,2,Male,3,3,Manufacturing Director,4,Married,9380,4,3
No,1/28/2021,48,Travel_Rarely,7,3,Male,3,2,Sales Executive,1,Divorced,5486,4,3
Yes,11/16/2021,34,Travel_Rarely,9,1,Female,3,1,Human Resources,3,Married,2742,1,3
No,1/30/2021,40,Non-Travel,8,4,Male,2,3,Research Director,2,Divorced,13757,2,3
No,5/26/2021,28,Travel_Rarely,5,4,Male,3,2,Sales Executive,1,Single,8463,0,3
No,1/4/2020,44,Non-Travel,5,3,Male,2,1,Laboratory Technician,3,Single,3162,3,3
No,1/13/2019,53,Travel_Rarely,2,4,Male,4,4,Research Director,2,Single,16598,4,3
No,12/2/2021,49,Travel_Rarely,5,1,Male,3,2,Healthcare Representative,3,Married,6651,2,3
No,1/10/2021,40,Travel_Rarely,2,3,Male,3,1,Research Scientist,3,Divorced,2345,2,3
No,7/11/2020,44,Travel_Rarely,20,4,Male,3,1,Research Scientist,2,Single,3420,1,3
No,5/12/2019,33,Travel_Frequently,7,4,Male,3,2,Sales Executive,1,Married,4373,0,3
No,3/9/2019,34,Travel_Rarely,3,4,Male,1,2,Sales Executive,1,Single,4759,3,3
No,7/11/2020,30,Travel_Rarely,16,4,Male,3,2,Sales Executive,3,Married,5301,8,3
No,11/18/2020,42,Travel_Frequently,9,1,Female,3,1,Laboratory Technician,4,Single,3673,1,3
No,4/7/2021,44,Travel_Frequently,1,1,Female,3,2,Sales Executive,3,Married,4768,7,3
No,12/12/2021,30,Non-Travel,7,3,Male,3,1,Research Scientist,3,Divorced,1274,1,3
No,9/22/2019,57,Travel_Rarely,1,2,Male,4,2,Research Scientist,3,Married,4900,0,4
No,2/28/2019,49,Travel_Rarely,7,3,Male,3,3,Healthcare Representative,2,Divorced,10466,3,3
No,2/9/2021,34,Travel_Frequently,15,2,Male,3,4,Research Director,1,Divorced,17007,7,3
Yes,3/24/2019,28,Travel_Frequently,1,1,Male,3,1,Sales Representative,3,Married,2909,3,3
Yes,2/17/2020,29,Travel_Frequently,13,1,Female,3,2,Sales Executive,2,Single,5765,5,3
Yes,2/13/2020,34,Travel_Rarely,24,1,Female,2,2,Sales Executive,2,Single,4599,0,4
No,12/1/2020,35,Travel_Rarely,7,4,Male,3,1,Sales Representative,3,Married,2404,1,3
Yes,7/23/2019,24,Travel_Frequently,9,2,Male,3,1,Laboratory Technician,1,Single,3172,2,3
No,6/28/2019,24,Non-Travel,13,4,Female,3,1,Sales Representative,2,Married,2033,1,3
No,5/10/2019,44,Travel_Frequently,2,2,Male,3,3,Manufacturing Director,3,Single,10209,5,3
No,2/23/2019,29,Travel_Rarely,19,3,Male,2,2,Sales Executive,3,Divorced,8620,1,3
No,3/10/2021,30,Travel_Rarely,1,3,Male,3,1,Human Resources,3,Divorced,2064,0,4
No,7/6/2021,55,Travel_Rarely,4,4,Male,3,2,Healthcare Representative,3,Married,4035,0,3
No,5/4/2020,33,Travel_Rarely,4,1,Female,2,1,Laboratory Technician,2,Married,3838,8,3
No,4/1/2019,47,Travel_Rarely,14,3,Female,3,2,Sales Executive,3,Married,4591,3,3
Yes,10/9/2020,28,Travel_Frequently,2,3,Male,2,1,Laboratory Technician,1,Single,2561,7,3
No,10/30/2021,28,Travel_Rarely,1,1,Male,2,1,Research Scientist,3,Divorced,1563,1,3
No,1/6/2021,28,Travel_Frequently,7,3,Male,3,2,Sales Executive,1,Single,4898,0,3
No,12/18/2020,49,Travel_Rarely,3,3,Female,2,2,Laboratory Technician,1,Married,4789,4,4
No,6/15/2020,29,Travel_Frequently,2,4,Female,3,1,Laboratory Technician,2,Married,3180,0,3
No,3/24/2019,28,Travel_Rarely,29,3,Male,1,2,Manufacturing Director,2,Married,6549,1,3
No,4/22/2019,33,Travel_Rarely,8,4,Male,3,2,Healthcare Representative,3,Single,6388,2,3
No,2/27/2019,32,Travel_Rarely,10,3,Male,3,3,Manager,4,Single,11244,2,4
No,3/3/2019,54,Travel_Frequently,11,2,Female,3,4,Manager,4,Divorced,16032,3,4
Yes,8/25/2019,29,Travel_Rarely,1,1,Male,2,1,Research Scientist,1,Single,2362,6,3
No,12/28/2020,44,Travel_Rarely,28,4,Male,3,4,Research Director,1,Married,16328,3,3
No,11/13/2019,39,Travel_Rarely,6,2,Female,3,3,Manufacturing Director,2,Single,8376,4,3
No,3/10/2021,46,Travel_Rarely,3,3,Female,3,4,Manager,2,Married,16606,8,3
No,7/13/2020,35,Travel_Rarely,16,4,Female,2,3,Healthcare Representative,2,Single,8606,1,3
No,6/17/2020,23,Travel_Rarely,20,1,Male,3,2,Laboratory Technician,3,Single,2272,0,3
Yes,10/23/2021,40,Travel_Rarely,9,4,Male,3,1,Laboratory Technician,1,Single,2018,3,3
No,1/21/2019,34,Travel_Rarely,1,4,Male,2,3,Sales Executive,3,Married,7083,1,3
